,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
start_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
end_time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,4.0,5.0,6.0,7.0,4.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0
PP_0001,0.0,-0.41380329242982644,-0.056289809962470724,-0.5347066141892178,-0.2601433254249211,0.08657008560151905,-0.8174682816628447,-1.0874417689807618,0.0,0.36249971681084014,-0.1208641468842889,0.15014034942786067,0.4952740943419941,-0.40596849059070306,-0.6814327927621233,0.0,-0.4855317483854441,-0.21438426463133056,0.13111360458776058,-0.7724954959991504,-1.0506521062561014,0.0,0.27382316566692005,0.6173214912955485,-0.2849838743169857,-0.5593188365177539,0.0,0.34430586624155085,-0.5569760399135791,-0.8294572084493639,0.0,-0.8978924231085553,-1.1742739301281757,0.0,-0.2738795288074236
PP_0002,0.0,0.015986670038984574,-0.014562630279856117,-0.29976174491117,-0.22974184168560086,-0.387369175063791,-0.2253903695936415,-0.41324316300304703,0.0,-0.025563065975356222,-0.3157092400750521,-0.24924812930163007,-0.40845512879212686,-0.2436805409903106,-0.4370241492532194,0.0,-0.2923140587900111,-0.22570996057462517,-0.38455283576016397,-0.22214476361256164,-0.4181806799610015,0.0,0.06927978012819236,-0.0915626386478095,0.07214916847416958,-0.12006509981808669,0.0,-0.16003487816307935,0.004700388416304133,-0.1856600862109694,0.0,0.1681247496259578,-0.026136063485150726,0.0,-0.1917588348989121
PP_0003,0.0,0.34899129158823844,0.088183676388007,0.03455041116458405,-0.16872599394548576,-0.1071336917438297,-0.27706611898122796,-0.6027490388854326,0.0,-0.2558213808567472,-0.31440170554855196,-0.521236903110769,-0.4612242670214196,-0.628360911927151,-0.9595346466848591,0.0,-0.0607482093821199,-0.267440419502373,-0.20706365910806576,-0.37656681966801114,-0.71043286251125,0.0,-0.20401652820744656,-0.14563931140360237,-0.3138387369891709,-0.6438831317762264,0.0,0.05918475741676658,-0.10799120871139746,-0.4361818098334701,0.0,-0.16378648308158983,-0.4958774226874977,0.0,-0.3295889613937113
PP_0005,0.0,0.5357598031939652,0.48372132546620644,0.04086570646240396,-0.34207608273037116,-1.1649487338657254,-0.206490624880024,-0.9910372850276994,0.0,-0.04705224338427443,-0.49485492185645863,-0.881355503501381,-1.7058078207490421,-0.744553929431674,-1.5345914044328524,0.0,-0.44997056316249967,-0.8363281573654578,-1.6604163503081608,-0.701528974645007,-1.4942587577317163,0.0,-0.3836819122901519,-1.2097696488233178,-0.249578538185787,-1.0384866732163132,0.0,-0.8252801959202436,0.1359343741746917,-0.6511199671908514,0.0,0.9646040531415095,0.17364937329213131,0.0,-0.7884527016371817
PP_0006,0.0,-0.4990056149667113,0.022997121649339848,0.11301549221823953,-0.23245159155587292,-0.598034256360312,-0.7558292158704588,-0.33392499855070773,0.0,0.5269889709595357,0.6120602820600535,0.2630344058337939,-0.10412792508295221,-0.25912710226143204,0.15728630020481574,0.0,0.08290342641020251,-0.2659794623740931,-0.6327776689858811,-0.790143361818575,-0.37642226743785817,0.0,-0.3462072068714892,-0.71500495707374,-0.8710669149320571,-0.45352417249515703,0.0,-0.36799020958932843,-0.5230287079902414,-0.10363217188835822,0.0,-0.15164901535433853,0.2638471822637094,0.0,0.4179981758302445
PP_0007,0.0,-0.022709799548597975,-0.015369730197425102,-0.3782008396147428,-0.3708656202529679,-0.30838083732944466,-0.42392330978752024,-0.5064381658783765,0.0,0.012326303694657467,-0.3554518651910422,-0.35167543828141434,-0.290770321470198,-0.4035170115966069,-0.4915226825409663,0.0,-0.36994605357601473,-0.3660266392244229,-0.30475739810824887,-0.4198706038888716,-0.510568582918762,0.0,0.006595096264398448,0.06586479379010954,-0.04794467701613641,-0.13482100798984353,0.0,0.060077238138633575,-0.05270877321020792,-0.137731310518932,0.0,-0.10939652830226743,-0.1983194040948266,0.0,-0.08642089758036274
PP_0012,0.0,0.2023855607310514,0.052690093614466665,-0.04103329027264711,-0.20354282759131292,-0.17619567378567005,-0.3661301793358035,-0.2938580369953642,0.0,-0.1447092327731003,-0.24337967612859596,-0.409448005899409,-0.38368051820607285,-0.5708192414245394,-0.5040379139376036,0.0,-0.10083832804581078,-0.26676367037466,-0.24063205837636598,-0.4301372972490465,-0.3660482778476415,0.0,-0.16324966041604255,-0.1391175920082114,-0.3273190959065152,-0.25940842844892703,0.0,0.02493960902075354,-0.16223843542014585,-0.09247397429757462,0.0,-0.1837885613943252,-0.11792443875558903,0.0,0.06836610085093248
PP_5421,0.0,0.10909673990292458,-0.04375992105296252,-0.11778128604847182,-0.26620911877092523,-0.18058184178875722,-0.2610264251153884,-0.271541669852715,0.0,-0.14787042661240268,-0.22683885107629398,-0.3788254762508946,-0.29477786538103323,-0.3724266663759978,-0.38843272596682754,0.0,-0.0811363091542063,-0.23297994688684304,-0.1485682117120238,-0.22858352836120233,-0.247281896037563,0.0,-0.14916795581983025,-0.06675576423547382,-0.1454673459102756,-0.16034406553045308,0.0,0.08321973219727885,0.005531609979881332,-0.007491315975313051,0.0,-0.0742986391708231,-0.09122190360985252,0.0,-0.014421286226833044
