,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
start_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
end_time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,4.0,5.0,6.0,7.0,4.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0
PP_0001,0.0,-0.4493328979052933,-0.38189252898749404,-0.586629800702178,-0.4991851399186512,-0.38814338557778705,-0.54541357018176,-0.8937189929757239,0.0,0.07032611841093815,-0.14051227362227295,-0.053581040204844124,0.05765647549664491,-0.10697506305561535,-0.45506935918472463,0.0,-0.21498554985402554,-0.13414373140331376,-0.027020762190002087,-0.19137733177919453,-0.5386783696470333,0.0,0.09221937106934738,0.19829674571898487,0.03875858468902087,-0.3185857583647264,0.0,0.11379972097030248,-0.044106898784409286,-0.40479154691244623,0.0,-0.1573526552526643,-0.5160102124016772,0.0,-0.3587211119262733
PP_0002,0.0,-0.07949425710618907,-0.028620356576418038,-0.10612803627204642,-0.5065078588994217,-0.3897636520563711,-0.5388828469877572,-0.44177322952572434,0.0,0.05375965002291007,-0.029849149991245827,-0.4307423999847185,-0.31380243178104344,-0.4702829806607168,-0.37296223653382937,0.0,-0.08775595783497023,-0.4947386227951601,-0.3819132010796623,-0.538118780996268,-0.44000477860810977,0.0,-0.3956051123415545,-0.2838252851897308,-0.43521245654710805,-0.34714175934485847,0.0,0.11950217347248862,-0.030253456609636242,0.054476935518323624,0.0,-0.14920166558007766,-0.062444182473093746,0.0,0.08669392832972322
PP_0003,0.0,0.20036790726713527,0.10960003321317621,-0.26973367966771755,-0.20630438369950396,-0.582599154100385,-0.5258435708015836,-0.4571526412786468,0.0,-0.08788212456082015,-0.473316957760241,-0.41040108915812507,-0.7865000981983815,-0.7371058688478676,-0.6682038126600762,0.0,-0.38958199102023544,-0.33275553738483654,-0.7129690929132704,-0.6632998945996889,-0.5936045801506267,0.0,0.06820400625403455,-0.31305514383807376,-0.25856753696526347,-0.19891552770210988,0.0,-0.37353680377144294,-0.3174176556233804,-0.26110595143451665,0.0,0.05667311265010989,0.11501190781799772,0.0,0.05827524039062744
PP_0005,0.0,0.5646094258557961,-0.2854880450344316,0.5877771952521575,-0.7053434259860202,0.4603335849316901,-0.3234782041448386,-0.5749220876862136,0.0,-0.8472117213970888,0.01995239857097325,-1.2736816500333024,-0.10780887775496739,-0.8989820207797834,-1.1502147776563036,0.0,0.8630169621472475,-0.4367065014237449,0.7250517243664126,-0.06584644969533557,-0.31628594831058526,0.0,-1.2883459109523572,-0.12763327972587377,-0.9137130452283936,-1.1741958490295517,0.0,1.1684349775471485,0.3839867533198809,0.1201636444444332,0.0,-0.7838942597252202,-1.045690277621644,0.0,-0.2618595726736843
PP_0006,0.0,0.008727988998589509,-0.17771434954787482,0.2699804626919797,-0.6331936402301849,-0.8236604395377501,-0.514362824222797,-0.3559309136011069,0.0,-0.18355658905332534,0.258037102868002,-0.6456504274202601,-0.8359214653672008,-0.5339852040005351,-0.3753421667139903,0.0,0.43744653410051293,-0.47233041115446645,-0.6667159955895842,-0.36450476525985076,-0.20506846971203552,0.0,-0.8983993926363438,-1.0938305716351355,-0.7868009327461738,-0.637407942384267,0.0,-0.18770883267812694,0.12095234748608723,0.26700503277370435,0.0,0.30921514466626165,0.45729492093290247,0.0,0.14801622148938043
PP_0007,0.0,-0.2257129274722814,-0.418651813044324,-0.2015464075750497,-0.4031497103374728,-0.7625329860264344,-0.8442773889213468,-0.9755120306470575,0.0,-0.1900531360789038,0.020951149071843575,-0.18116558105667738,-0.5403530953850143,-0.6294588522282141,-0.7604823672890701,0.0,0.2068571273299328,-0.0013490177653051293,-0.36465107858181944,-0.4534818664619513,-0.5837121232615369,0.0,-0.19682859247660234,-0.561176247856791,-0.6451886271776942,-0.7854621891631882,0.0,-0.3566253090595234,-0.4390061471051746,-0.5826200141649582,0.0,-0.08182687354360378,-0.22341364962436358,0.0,-0.1416503308580201
PP_0012,0.0,0.00324972612922253,0.030369790651544035,-0.09670781484315899,-0.2908910330497363,-0.2953687401017225,-0.3579140894030112,-0.43236615931347583,0.0,0.030005814015460416,-0.10317291179776984,-0.2978695573704447,-0.3021515030618063,-0.3720582063113823,-0.44629914955699224,0.0,-0.13732588363404488,-0.33811194417343676,-0.3465084363529758,-0.41614017063948383,-0.4895878556238232,0.0,-0.18940850792075642,-0.1988505946639695,-0.2636639203912494,-0.3471549105614971,0.0,-0.0017197404225480148,-0.06490152487457558,-0.15173282011911304,0.0,-0.06262781994998012,-0.14743202421549373,0.0,-0.08486775904277397
PP_5421,0.0,-0.02500892961214607,0.020239431464882385,-0.259546960679621,-0.3448417269425412,-0.27133149049653893,-0.392757001709958,-0.4474600541786908,0.0,0.048134110570167296,-0.23775340189286331,-0.323561595521881,-0.2498555977152541,-0.3786424628769604,-0.43313438868083887,0.0,-0.2900346702838451,-0.3819322788795799,-0.31234082756113035,-0.44085272375976897,-0.49455139130237663,0.0,-0.08052005597709927,-0.011974199222323817,-0.13566768686173417,-0.19940965959025023,0.0,0.07626820307544063,-0.045793743288717444,-0.11287602109152338,0.0,-0.12150798186211051,-0.18656316868589246,0.0,-0.06511874160104247
