Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,65.75,79.42,NP_742171.1,159.50,13.80,79.42,parB
parA CDS,PP_0002,106.32,128.43,NP_742172.1,234.00,22.32,128.43,parA
rsmG CDS,PP_0003,55.28,66.77,NP_742173.1,100.00,11.60,66.77,rsmG
trmF CDS,PP_0004,86.45,104.43,NP_742174.1,455.50,18.15,104.43,trmF
trmE CDS,PP_0005,97.91,118.27,NP_742175.1,373.00,20.55,118.27,trmE
oxaA CDS,PP_0006,15.29,18.47,NP_742176.1,71.50,3.21,18.47,oxaA
yidD CDS,PP_0007,43.89,53.01,NP_742177.1,30.00,9.21,53.01,yidD
rnpA CDS,PP_0008,35.99,43.47,NP_742178.1,40.50,7.55,43.47,rnpA
rpmH CDS,PP_0009,21.33,25.76,NP_742179.1,8.00,4.48,25.76,rpmH
dnaA CDS,PP_0010,105.17,127.04,NP_742180.1,444.50,22.07,127.04,dnaA
dnaN CDS,PP_0011,122.40,147.85,NP_742181.1,375.50,25.69,147.85,dnaN
recF CDS,PP_0012,58.35,70.48,NP_742182.1,179.00,12.25,70.48,recF
gyrB CDS,PP_0013,48.46,58.53,NP_742183.1,326.00,10.17,58.53,gyrB
transposase CDS,PP_0014,6.61,7.99,NP_742184.2,36.00,1.39,7.99,
transposon protein CDS,PP_0015,23.99,28.98,NP_742185.1,64.00,5.04,28.98,
hypothetical protein CDS,PP_0016,33.51,40.48,NP_742186.1,178.50,7.03,40.48,
transcriptional regulator CDS,PP_0017,106.46,128.60,NP_742187.1,106.50,22.34,128.60,
hypothetical protein CDS,PP_0018,242.26,292.63,NP_742188.1,567.50,50.85,292.63,
hypothetical protein CDS,PP_0019,1342.15,1621.25,NP_742189.1,2607.00,281.69,1621.25,
hypothetical protein CDS,PP_0020,623.80,753.53,NP_742190.1,1518.50,130.92,753.53,
hypothetical protein CDS,PP_0021,20.25,24.46,NP_742191.1,52.00,4.25,24.46,
hypothetical protein CDS,PP_0022,261.72,316.14,NP_742192.2,120.00,54.93,316.14,
hypothetical protein CDS,PP_0023,499.35,603.18,NP_742193.1,179.00,104.80,603.18,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.60,4.35,NP_742194.1,17.00,0.76,4.35,
hypothetical protein CDS,PP_0025,2.35,2.84,NP_742195.1,1.00,0.49,2.84,
cobalt/cadmium/zinc exporter CDS,PP_0026,68.52,82.77,NP_742196.1,172.50,14.38,82.77,
membrane protein CDS,PP_0027,22.85,27.60,NP_742197.1,28.00,4.80,27.60,
hypothetical protein CDS,PP_0028,7.15,8.64,NP_742198.1,6.50,1.50,8.64,
czcR-I CDS,PP_0029,197.26,238.28,NP_742199.1,370.00,41.40,238.28,czcR-I
czrSA CDS,PP_0030,52.75,63.72,NP_742200.1,208.00,11.07,63.72,czrSA
hypothetical protein CDS,PP_0031,13.46,16.26,NP_742201.1,22.00,2.83,16.26,
hypothetical protein CDS,PP_0032,11.35,13.71,NP_742202.1,7.00,2.38,13.71,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.32,6.42,NP_742203.1,21.50,1.12,6.42,
bactoprenol glycosyl-transferase CDS,PP_0034,3.11,3.76,NP_742204.1,8.50,0.65,3.76,
bactoprenol-linked glycose transferase CDS,PP_0035,4.28,5.17,NP_742205.1,5.00,0.90,5.17,
transcriptional regulator CDS,PP_0036,2.60,3.14,NP_742206.1,7.00,0.55,3.14,
oprP CDS,PP_0037,5.86,7.08,NP_742207.1,21.00,1.23,7.08,oprP
hypothetical protein CDS,PP_0039,62.78,75.84,NP_742209.1,179.00,13.18,75.84,
hypothetical protein CDS,PP_0040,99.16,119.78,NP_742210.1,62.00,20.81,119.78,
cadA-I CDS,PP_0041,15.31,18.49,NP_742211.1,85.00,3.21,18.49,cadA-I
hypothetical protein CDS,PP_0042,8.89,10.73,NP_742212.2,8.00,1.86,10.73,
czcA-I CDS,PP_0043,3.98,4.81,NP_742213.1,35.00,0.84,4.81,czcA-I
czcB-I CDS,PP_0044,12.66,15.29,NP_742214.1,44.00,2.66,15.29,czcB-I
czcC-I CDS,PP_0045,7.07,8.54,NP_742215.1,25.00,1.48,8.54,czcC-I
opdT-I CDS,PP_0046,4.02,4.85,NP_742216.1,15.00,0.84,4.85,opdT-I
czcR-II CDS,PP_0047,5.33,6.44,NP_742217.1,10.00,1.12,6.44,czcR-II
hypothetical protein CDS,PP_0048,2.22,2.68,NP_742218.1,2.00,0.47,2.68,
hypothetical protein CDS,PP_0049,51.64,62.37,NP_742219.1,210.50,10.84,62.37,
hypothetical protein CDS,PP_0050,14.99,18.11,NP_742220.1,17.00,3.15,18.11,
sigma-54 dependent transcriptional regulator CDS,PP_0051,17.81,21.52,NP_742221.1,64.00,3.74,21.52,
beta-lactamase domain-containing protein CDS,PP_0052,246.62,297.90,NP_742222.1,606.50,51.76,297.90,
sulfide:quinone oxidoreductase CDS,PP_0053,125.20,151.24,NP_742223.1,441.50,26.28,151.24,
membrane protein CDS,PP_0054,54.73,66.12,NP_742224.1,130.50,11.49,66.12,
transcriptional regulator CDS,PP_0055,20.87,25.21,NP_742225.1,51.50,4.38,25.21,
betA-I CDS,PP_0056,56.17,67.85,NP_742226.1,258.00,11.79,67.85,betA-I
major facilitator family transporter CDS,PP_0057,57.53,69.50,NP_742227.1,259.00,12.08,69.50,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,24.27,29.31,NP_742228.1,53.00,5.09,29.31,
gmhB CDS,PP_0059,15.34,18.52,NP_742229.1,22.50,3.22,18.52,gmhB
glyS CDS,PP_0060,23.03,27.82,NP_742230.1,131.50,4.83,27.82,glyS
glyQ CDS,PP_0061,42.52,51.36,NP_742231.1,112.00,8.92,51.36,glyQ
tag CDS,PP_0062,42.38,51.19,NP_742232.1,65.00,8.89,51.19,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,14.18,17.13,NP_742233.1,35.00,2.98,17.13,
