Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,196.36,241.00,NP_742171.1,22.00,1.89,241.00,parB
parA CDS,PP_0002,191.85,235.46,NP_742172.1,19.50,1.85,235.46,parA
rsmG CDS,PP_0003,245.37,301.15,NP_742173.1,20.50,2.36,301.15,rsmG
trmF CDS,PP_0004,127.40,156.36,NP_742174.1,31.00,1.23,156.36,trmF
trmE CDS,PP_0005,51.15,62.78,NP_742175.1,9.00,0.49,62.78,trmE
oxaA CDS,PP_0006,46.30,56.82,NP_742176.1,10.00,0.45,56.82,oxaA
yidD CDS,PP_0007,63.35,77.75,NP_742177.1,2.00,0.61,77.75,yidD
rnpA CDS,PP_0008,221.25,271.55,NP_742178.1,11.50,2.13,271.55,rnpA
rpmH CDS,PP_0009,606.04,743.81,NP_742179.1,10.50,5.83,743.81,rpmH
dnaA CDS,PP_0010,222.85,273.51,NP_742180.1,43.50,2.14,273.51,dnaA
dnaN CDS,PP_0011,289.38,355.16,NP_742181.1,41.00,2.78,355.16,dnaN
recF CDS,PP_0012,187.04,229.55,NP_742182.1,26.50,1.80,229.55,recF
gyrB CDS,PP_0013,177.02,217.26,NP_742183.1,55.00,1.70,217.26,gyrB
transposase CDS,PP_0014,11.93,14.65,NP_742184.2,3.00,0.11,14.65,
transposon protein CDS,PP_0015,16.23,19.92,NP_742185.1,2.00,0.16,19.92,
hypothetical protein CDS,PP_0016,32.52,39.91,NP_742186.1,8.00,0.31,39.91,
transcriptional regulator CDS,PP_0017,194.80,239.08,NP_742187.1,9.00,1.87,239.08,
hypothetical protein CDS,PP_0018,517.62,635.28,NP_742188.1,56.00,4.98,635.28,
hypothetical protein CDS,PP_0019,791.46,971.37,NP_742189.1,71.00,7.61,971.37,
hypothetical protein CDS,PP_0020,409.17,502.18,NP_742190.1,46.00,3.94,502.18,
hypothetical protein CDS,PP_0021,33.73,41.40,NP_742191.1,4.00,0.32,41.40,
hypothetical protein CDS,PP_0022,236.12,289.80,NP_742192.2,5.00,2.27,289.80,
hypothetical protein CDS,PP_0023,9785.30,12009.66,NP_742193.1,162.00,94.11,12009.66,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.59,5.63,NP_742194.1,1.00,0.04,5.63,
hypothetical protein CDS,PP_0025,152.78,187.51,NP_742195.1,3.00,1.47,187.51,
cobalt/cadmium/zinc exporter CDS,PP_0026,150.51,184.72,NP_742196.1,17.50,1.45,184.72,
membrane protein CDS,PP_0027,44.17,54.21,NP_742197.1,2.50,0.42,54.21,
hypothetical protein CDS,PP_0028,23.83,29.25,NP_742198.1,1.00,0.23,29.25,
czcR-I CDS,PP_0029,103.89,127.51,NP_742199.1,9.00,1.00,127.51,czcR-I
czrSA CDS,PP_0030,82.37,101.09,NP_742200.1,15.00,0.79,101.09,czrSA
hypothetical protein CDS,PP_0031,53.01,65.06,NP_742201.1,4.00,0.51,65.06,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.36,6.57,NP_742203.1,1.00,0.05,6.57,
bactoprenol glycosyl-transferase CDS,PP_0034,23.76,29.16,NP_742204.1,3.00,0.23,29.16,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,0.00,0.00,NP_742207.1,0.00,0.00,0.00,oprP
hypothetical protein CDS,PP_0039,7.59,9.32,NP_742209.1,1.00,0.07,9.32,
hypothetical protein CDS,PP_0040,34.63,42.50,NP_742210.1,1.00,0.33,42.50,
cadA-I CDS,PP_0041,7.80,9.57,NP_742211.1,2.00,0.08,9.57,cadA-I
hypothetical protein CDS,PP_0042,24.05,29.52,NP_742212.2,1.00,0.23,29.52,
czcA-I CDS,PP_0043,2.46,3.02,NP_742213.1,1.00,0.02,3.02,czcA-I
czcB-I CDS,PP_0044,6.23,7.64,NP_742214.1,1.00,0.06,7.64,czcB-I
czcC-I CDS,PP_0045,12.25,15.04,NP_742215.1,2.00,0.12,15.04,czcC-I
opdT-I CDS,PP_0046,0.00,0.00,NP_742216.1,0.00,0.00,0.00,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,167.31,205.35,NP_742219.1,31.50,1.61,205.35,
hypothetical protein CDS,PP_0050,38.20,46.88,NP_742220.1,2.00,0.37,46.88,
sigma-54 dependent transcriptional regulator CDS,PP_0051,48.21,59.17,NP_742221.1,8.00,0.46,59.17,
beta-lactamase domain-containing protein CDS,PP_0052,154.08,189.10,NP_742222.1,17.50,1.48,189.10,
sulfide:quinone oxidoreductase CDS,PP_0053,64.47,79.13,NP_742223.1,10.50,0.62,79.13,
membrane protein CDS,PP_0054,18.16,22.29,NP_742224.1,2.00,0.17,22.29,
transcriptional regulator CDS,PP_0055,17.55,21.54,NP_742225.1,2.00,0.17,21.54,
betA-I CDS,PP_0056,94.28,115.71,NP_742226.1,20.00,0.91,115.71,betA-I
major facilitator family transporter CDS,PP_0057,105.82,129.87,NP_742227.1,22.00,1.02,129.87,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,59.48,73.00,NP_742228.1,6.00,0.57,73.00,
gmhB CDS,PP_0059,7.38,9.06,NP_742229.1,0.50,0.07,9.06,gmhB
glyS CDS,PP_0060,96.69,118.67,NP_742230.1,25.50,0.93,118.67,glyS
glyQ CDS,PP_0061,172.61,211.84,NP_742231.1,21.00,1.66,211.84,glyQ
tag CDS,PP_0062,98.81,121.27,NP_742232.1,7.00,0.95,121.27,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,35.10,43.08,NP_742233.1,4.00,0.34,43.08,
hypothetical protein CDS,PP_0064,160.79,197.34,NP_742234.1,6.50,1.55,197.34,
trkA CDS,PP_0065,48.20,59.16,NP_742235.1,8.50,0.46,59.16,trkA
rsmB CDS,PP_0066,29.72,36.47,NP_742236.1,5.00,0.29,36.47,rsmB
fmt CDS,PP_0067,41.76,51.25,NP_742237.1,5.00,0.40,51.25,fmt
def-I CDS,PP_0068,138.32,169.76,NP_742238.1,9.00,1.33,169.76,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,24.84,30.48,NP_742239.1,3.50,0.24,30.48,
tsaC CDS,PP_0070,62.84,77.12,NP_742240.1,4.50,0.60,77.12,tsaC
hypothetical protein CDS,PP_0071,46.80,57.44,NP_742241.2,2.00,0.45,57.44,
qor-I CDS,PP_0072,270.89,332.46,NP_742242.1,34.00,2.61,332.46,qor-I
hemF CDS,PP_0073,59.81,73.40,NP_742243.1,7.00,0.58,73.40,hemF
aroE CDS,PP_0074,37.78,46.37,NP_742244.1,4.00,0.36,46.37,aroE
choline sulfate transporter CDS,PP_0075,4.98,6.11,NP_742245.1,1.00,0.05,6.11,
