Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,230.17,301.60,NP_742171.1,52.50,4.51,301.60,parB
parA CDS,PP_0002,350.36,459.09,NP_742172.1,72.50,6.87,459.09,parA
rsmG CDS,PP_0003,402.73,527.71,NP_742173.1,68.50,7.89,527.71,rsmG
trmF CDS,PP_0004,269.49,353.13,NP_742174.1,133.50,5.28,353.13,trmF
trmE CDS,PP_0005,13.96,18.29,NP_742175.1,5.00,0.27,18.29,trmE
oxaA CDS,PP_0006,342.26,448.47,NP_742176.1,150.50,6.71,448.47,oxaA
yidD CDS,PP_0007,622.34,815.47,NP_742177.1,40.00,12.20,815.47,yidD
rnpA CDS,PP_0008,1157.66,1516.93,NP_742178.1,122.50,22.69,1516.93,rnpA
rpmH CDS,PP_0009,2466.52,3232.00,NP_742179.1,87.00,48.35,3232.00,rpmH
dnaA CDS,PP_0010,392.55,514.38,NP_742180.1,156.00,7.70,514.38,dnaA
dnaN CDS,PP_0011,258.28,338.43,NP_742181.1,74.50,5.06,338.43,dnaN
recF CDS,PP_0012,312.01,408.85,NP_742182.1,90.00,6.12,408.85,recF
gyrB CDS,PP_0013,410.24,537.56,NP_742183.1,259.50,8.04,537.56,gyrB
transposase CDS,PP_0014,7.81,10.24,NP_742184.2,4.00,0.15,10.24,
transposon protein CDS,PP_0015,19.93,26.12,NP_742185.1,5.00,0.39,26.12,
hypothetical protein CDS,PP_0016,33.94,44.47,NP_742186.1,17.00,0.67,44.47,
transcriptional regulator CDS,PP_0017,276.42,362.21,NP_742187.1,26.00,5.42,362.21,
hypothetical protein CDS,PP_0018,197.50,258.79,NP_742188.1,43.50,3.87,258.79,
hypothetical protein CDS,PP_0019,298.41,391.03,NP_742189.1,54.50,5.85,391.03,
hypothetical protein CDS,PP_0020,222.83,291.98,NP_742190.1,51.00,4.37,291.98,
hypothetical protein CDS,PP_0021,70.42,92.27,NP_742191.1,17.00,1.38,92.27,
hypothetical protein CDS,PP_0022,115.98,151.97,NP_742192.2,5.00,2.27,151.97,
hypothetical protein CDS,PP_0023,296.69,388.77,NP_742193.1,10.00,5.82,388.77,
membrane-associated metal-dependent hydrolase CDS,PP_0024,6.76,8.86,NP_742194.1,3.00,0.13,8.86,
hypothetical protein CDS,PP_0025,75.05,98.34,NP_742195.1,3.00,1.47,98.34,
cobalt/cadmium/zinc exporter CDS,PP_0026,38.02,49.82,NP_742196.1,9.00,0.75,49.82,
membrane protein CDS,PP_0027,26.04,34.12,NP_742197.1,3.00,0.51,34.12,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,28.35,37.15,NP_742199.1,5.00,0.56,37.15,czcR-I
czrSA CDS,PP_0030,10.79,14.14,NP_742200.1,4.00,0.21,14.14,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,2.63,3.45,NP_742203.1,1.00,0.05,3.45,
bactoprenol glycosyl-transferase CDS,PP_0034,1.94,2.55,NP_742204.1,0.50,0.04,2.55,
bactoprenol-linked glycose transferase CDS,PP_0035,4.56,5.97,NP_742205.1,0.50,0.09,5.97,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,5.93,7.78,NP_742207.1,2.00,0.12,7.78,oprP
hypothetical protein CDS,PP_0039,14.92,19.55,NP_742209.1,4.00,0.29,19.55,
hypothetical protein CDS,PP_0040,34.02,44.58,NP_742210.1,2.00,0.67,44.58,
cadA-I CDS,PP_0041,7.66,10.04,NP_742211.1,4.00,0.15,10.04,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,9.68,12.69,NP_742213.1,8.00,0.19,12.69,czcA-I
czcB-I CDS,PP_0044,6.12,8.02,NP_742214.1,2.00,0.12,8.02,czcB-I
czcC-I CDS,PP_0045,3.01,3.94,NP_742215.1,1.00,0.06,3.94,czcC-I
opdT-I CDS,PP_0046,2.85,3.73,NP_742216.1,1.00,0.06,3.73,opdT-I
czcR-II CDS,PP_0047,5.67,7.43,NP_742217.1,1.00,0.11,7.43,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,28.70,37.61,NP_742219.1,11.00,0.56,37.61,
hypothetical protein CDS,PP_0050,9.38,12.29,NP_742220.1,1.00,0.18,12.29,
sigma-54 dependent transcriptional regulator CDS,PP_0051,44.40,58.18,NP_742221.1,15.00,0.87,58.18,
beta-lactamase domain-containing protein CDS,PP_0052,60.55,79.34,NP_742222.1,14.00,1.19,79.34,
sulfide:quinone oxidoreductase CDS,PP_0053,39.21,51.38,NP_742223.1,13.00,0.77,51.38,
membrane protein CDS,PP_0054,8.92,11.69,NP_742224.1,2.00,0.17,11.69,
transcriptional regulator CDS,PP_0055,56.03,73.42,NP_742225.1,13.00,1.10,73.42,
betA-I CDS,PP_0056,30.10,39.44,NP_742226.1,13.00,0.59,39.44,betA-I
major facilitator family transporter CDS,PP_0057,2.36,3.10,NP_742227.1,1.00,0.05,3.10,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,58.43,76.57,NP_742228.1,12.00,1.15,76.57,
gmhB CDS,PP_0059,43.49,56.99,NP_742229.1,6.00,0.85,56.99,gmhB
glyS CDS,PP_0060,171.35,224.52,NP_742230.1,92.00,3.36,224.52,glyS
glyQ CDS,PP_0061,189.75,248.64,NP_742231.1,47.00,3.72,248.64,glyQ
tag CDS,PP_0062,97.07,127.20,NP_742232.1,14.00,1.90,127.20,tag
