Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,190.37,216.30,NP_742171.1,658.50,56.83,216.30,parB
parA CDS,PP_0002,358.98,407.87,NP_742172.1,1126.50,107.16,407.87,parA
rsmG CDS,PP_0003,252.00,286.32,NP_742173.1,650.00,75.23,286.32,rsmG
trmF CDS,PP_0004,230.29,261.65,NP_742174.1,1730.00,68.75,261.65,trmF
trmE CDS,PP_0005,61.67,70.07,NP_742175.1,335.00,18.41,70.07,trmE
oxaA CDS,PP_0006,381.20,433.12,NP_742176.1,2542.00,113.80,433.12,oxaA
yidD CDS,PP_0007,467.84,531.55,NP_742177.1,456.00,139.66,531.55,yidD
rnpA CDS,PP_0008,893.01,1014.62,NP_742178.1,1433.00,266.58,1014.62,rnpA
rpmH CDS,PP_0009,2540.68,2886.67,NP_742179.1,1359.00,758.45,2886.67,rpmH
dnaA CDS,PP_0010,302.66,343.88,NP_742180.1,1824.00,90.35,343.88,dnaA
dnaN CDS,PP_0011,365.32,415.07,NP_742181.1,1598.00,109.06,415.07,dnaN
recF CDS,PP_0012,225.75,256.50,NP_742182.1,987.50,67.39,256.50,recF
gyrB CDS,PP_0013,281.00,319.27,NP_742183.1,2695.50,83.89,319.27,gyrB
transposase CDS,PP_0014,5.35,6.07,NP_742184.2,41.50,1.60,6.07,
transposon protein CDS,PP_0015,13.93,15.83,NP_742185.1,53.00,4.16,15.83,
hypothetical protein CDS,PP_0016,29.62,33.66,NP_742186.1,225.00,8.84,33.66,
transcriptional regulator CDS,PP_0017,164.75,187.19,NP_742187.1,235.00,49.18,187.19,
hypothetical protein CDS,PP_0018,440.70,500.72,NP_742188.1,1472.00,131.56,500.72,
hypothetical protein CDS,PP_0019,510.55,580.08,NP_742189.1,1414.00,152.41,580.08,
hypothetical protein CDS,PP_0020,270.83,307.71,NP_742190.1,940.00,80.85,307.71,
hypothetical protein CDS,PP_0021,43.70,49.65,NP_742191.1,160.00,13.05,49.65,
hypothetical protein CDS,PP_0022,111.66,126.87,NP_742192.2,73.00,33.33,126.87,
hypothetical protein CDS,PP_0023,584.99,664.65,NP_742193.1,299.00,174.63,664.65,
membrane-associated metal-dependent hydrolase CDS,PP_0024,5.95,6.76,NP_742194.1,40.00,1.77,6.76,
hypothetical protein CDS,PP_0025,6.60,7.50,NP_742195.1,4.00,1.97,7.50,
cobalt/cadmium/zinc exporter CDS,PP_0026,50.56,57.45,NP_742196.1,181.50,15.09,57.45,
membrane protein CDS,PP_0027,18.03,20.48,NP_742197.1,31.50,5.38,20.48,
hypothetical protein CDS,PP_0028,6.17,7.02,NP_742198.1,8.00,1.84,7.02,
