Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,21.46,24.25,NP_742171.1,56.00,4.85,24.25,parB
parA CDS,PP_0002,40.13,45.34,NP_742172.1,95.00,9.07,45.34,parA
rsmG CDS,PP_0003,23.13,26.13,NP_742173.1,45.00,5.22,26.13,rsmG
trmF CDS,PP_0004,34.06,38.48,NP_742174.1,193.00,7.69,38.48,trmF
trmE CDS,PP_0005,84.19,95.12,NP_742175.1,345.00,19.02,95.12,trmE
oxaA CDS,PP_0006,11.83,13.36,NP_742176.1,59.50,2.67,13.36,oxaA
yidD CDS,PP_0007,19.04,21.51,NP_742177.1,14.00,4.30,21.51,yidD
rnpA CDS,PP_0008,31.80,35.93,NP_742178.1,38.50,7.18,35.93,rnpA
rpmH CDS,PP_0009,12.39,14.00,NP_742179.1,5.00,2.80,14.00,rpmH
dnaA CDS,PP_0010,22.88,25.85,NP_742180.1,104.00,5.17,25.85,dnaA
dnaN CDS,PP_0011,24.70,27.90,NP_742181.1,81.50,5.58,27.90,dnaN
recF CDS,PP_0012,30.00,33.90,NP_742182.1,99.00,6.78,33.90,recF
gyrB CDS,PP_0013,14.99,16.94,NP_742183.1,108.50,3.39,16.94,gyrB
transposase CDS,PP_0014,3.67,4.15,NP_742184.2,21.50,0.83,4.15,
transposon protein CDS,PP_0015,15.51,17.52,NP_742185.1,44.50,3.50,17.52,
hypothetical protein CDS,PP_0016,33.77,38.15,NP_742186.1,193.50,7.63,38.15,
transcriptional regulator CDS,PP_0017,90.61,102.37,NP_742187.1,97.50,20.47,102.37,
hypothetical protein CDS,PP_0018,110.33,124.65,NP_742188.1,278.00,24.92,124.65,
hypothetical protein CDS,PP_0019,1571.57,1775.55,NP_742189.1,3283.50,355.01,1775.55,
hypothetical protein CDS,PP_0020,744.17,840.76,NP_742190.1,1948.50,168.10,840.76,
hypothetical protein CDS,PP_0021,9.78,11.04,NP_742191.1,27.00,2.21,11.04,
hypothetical protein CDS,PP_0022,202.76,229.08,NP_742192.2,100.00,45.80,229.08,
hypothetical protein CDS,PP_0023,326.78,369.19,NP_742193.1,126.00,73.82,369.19,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.14,4.67,NP_742194.1,21.00,0.93,4.67,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,73.85,83.44,NP_742196.1,200.00,16.68,83.44,
membrane protein CDS,PP_0027,36.79,41.57,NP_742197.1,48.50,8.31,41.57,
hypothetical protein CDS,PP_0028,3.58,4.05,NP_742198.1,3.50,0.81,4.05,
czcR-I CDS,PP_0029,99.13,112.00,NP_742199.1,200.00,22.39,112.00,czcR-I
czrSA CDS,PP_0030,23.34,26.37,NP_742200.1,99.00,5.27,26.37,czrSA
hypothetical protein CDS,PP_0031,6.83,7.71,NP_742201.1,12.00,1.54,7.71,
hypothetical protein CDS,PP_0032,12.06,13.62,NP_742202.1,8.00,2.72,13.62,
