Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,198.50,242.92,NP_742171.1,446.50,38.60,242.92,parB
parA CDS,PP_0002,424.12,519.03,NP_742172.1,865.50,82.47,519.03,parA
rsmG CDS,PP_0003,260.82,319.19,NP_742173.1,437.50,50.72,319.19,rsmG
trmF CDS,PP_0004,290.16,355.09,NP_742174.1,1417.50,56.42,355.09,trmF
trmE CDS,PP_0005,54.63,66.86,NP_742175.1,193.00,10.62,66.86,trmE
oxaA CDS,PP_0006,560.60,686.04,NP_742176.1,2431.00,109.01,686.04,oxaA
yidD CDS,PP_0007,917.41,1122.70,NP_742177.1,581.50,178.40,1122.70,yidD
rnpA CDS,PP_0008,2061.27,2522.52,NP_742178.1,2151.00,400.83,2522.52,rnpA
rpmH CDS,PP_0009,2439.31,2985.16,NP_742179.1,848.50,474.35,2985.16,rpmH
dnaA CDS,PP_0010,287.06,351.30,NP_742180.1,1125.00,55.82,351.30,dnaA
dnaN CDS,PP_0011,366.13,448.06,NP_742181.1,1041.50,71.20,448.06,dnaN
recF CDS,PP_0012,261.37,319.86,NP_742182.1,743.50,50.83,319.86,recF
gyrB CDS,PP_0013,292.88,358.42,NP_742183.1,1827.00,56.95,358.42,gyrB
transposase CDS,PP_0014,2.28,2.79,NP_742184.2,11.50,0.44,2.79,
transposon protein CDS,PP_0015,8.89,10.88,NP_742185.1,22.00,1.73,10.88,
hypothetical protein CDS,PP_0016,20.14,24.65,NP_742186.1,99.50,3.92,24.65,
transcriptional regulator CDS,PP_0017,139.61,170.85,NP_742187.1,129.50,27.15,170.85,
hypothetical protein CDS,PP_0018,165.74,202.83,NP_742188.1,360.00,32.23,202.83,
hypothetical protein CDS,PP_0019,209.60,256.50,NP_742189.1,377.50,40.76,256.50,
hypothetical protein CDS,PP_0020,168.13,205.76,NP_742190.1,379.50,32.70,205.76,
hypothetical protein CDS,PP_0021,34.02,41.64,NP_742191.1,81.00,6.62,41.64,
hypothetical protein CDS,PP_0022,39.99,48.93,NP_742192.2,17.00,7.78,48.93,
hypothetical protein CDS,PP_0023,66.19,81.00,NP_742193.1,22.00,12.87,81.00,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.06,2.52,NP_742194.1,9.00,0.40,2.52,
hypothetical protein CDS,PP_0025,2.54,3.10,NP_742195.1,1.00,0.49,3.10,
cobalt/cadmium/zinc exporter CDS,PP_0026,41.77,51.11,NP_742196.1,97.50,8.12,51.11,
membrane protein CDS,PP_0027,16.28,19.92,NP_742197.1,18.50,3.17,19.92,
hypothetical protein CDS,PP_0028,4.75,5.81,NP_742198.1,4.00,0.92,5.81,
czcR-I CDS,PP_0029,21.85,26.74,NP_742199.1,38.00,4.25,26.74,czcR-I
