Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,242.02,292.70,NP_742171.1,666.00,57.64,292.70,parB
parA CDS,PP_0002,439.82,531.91,NP_742172.1,1098.00,104.75,531.91,parA
rsmG CDS,PP_0003,300.19,363.05,NP_742173.1,616.00,71.49,363.05,rsmG
trmF CDS,PP_0004,349.37,422.53,NP_742174.1,2088.00,83.21,422.53,trmF
trmE CDS,PP_0005,60.63,73.32,NP_742175.1,262.00,14.44,73.32,trmE
oxaA CDS,PP_0006,608.00,735.32,NP_742176.1,3225.50,144.80,735.32,oxaA
yidD CDS,PP_0007,914.33,1105.79,NP_742177.1,709.00,217.76,1105.79,yidD
rnpA CDS,PP_0008,1995.51,2413.36,NP_742178.1,2547.50,475.26,2413.36,rnpA
rpmH CDS,PP_0009,1962.22,2373.10,NP_742179.1,835.00,467.33,2373.10,rpmH
dnaA CDS,PP_0010,345.82,418.23,NP_742180.1,1658.00,82.36,418.23,dnaA
dnaN CDS,PP_0011,392.68,474.90,NP_742181.1,1366.50,93.52,474.90,dnaN
recF CDS,PP_0012,292.10,353.27,NP_742182.1,1016.50,69.57,353.27,recF
gyrB CDS,PP_0013,343.19,415.05,NP_742183.1,2619.00,81.74,415.05,gyrB
transposase CDS,PP_0014,3.40,4.11,NP_742184.2,21.00,0.81,4.11,
transposon protein CDS,PP_0015,12.06,14.59,NP_742185.1,36.50,2.87,14.59,
hypothetical protein CDS,PP_0016,22.67,27.42,NP_742186.1,137.00,5.40,27.42,
transcriptional regulator CDS,PP_0017,155.10,187.57,NP_742187.1,176.00,36.94,187.57,
hypothetical protein CDS,PP_0018,216.39,261.70,NP_742188.1,575.00,51.54,261.70,
hypothetical protein CDS,PP_0019,246.90,298.60,NP_742189.1,544.00,58.80,298.60,
hypothetical protein CDS,PP_0020,194.48,235.20,NP_742190.1,537.00,46.32,235.20,
hypothetical protein CDS,PP_0021,47.38,57.30,NP_742191.1,138.00,11.28,57.30,
hypothetical protein CDS,PP_0022,25.00,30.23,NP_742192.2,13.00,5.95,30.23,
hypothetical protein CDS,PP_0023,76.24,92.20,NP_742193.1,31.00,18.16,92.20,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.49,1.81,NP_742194.1,8.00,0.36,1.81,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,31.34,37.90,NP_742196.1,89.50,7.46,37.90,
membrane protein CDS,PP_0027,21.94,26.54,NP_742197.1,30.50,5.23,26.54,
hypothetical protein CDS,PP_0028,3.88,4.69,NP_742198.1,4.00,0.92,4.69,
czcR-I CDS,PP_0029,37.13,44.90,NP_742199.1,79.00,8.84,44.90,czcR-I
czrSA CDS,PP_0030,26.05,31.50,NP_742200.1,116.50,6.20,31.50,czrSA
hypothetical protein CDS,PP_0031,4.59,5.55,NP_742201.1,8.50,1.09,5.55,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.89,7.12,NP_742203.1,27.00,1.40,7.12,
bactoprenol glycosyl-transferase CDS,PP_0034,5.16,6.24,NP_742204.1,16.00,1.23,6.24,
bactoprenol-linked glycose transferase CDS,PP_0035,3.02,3.65,NP_742205.1,4.00,0.72,3.65,
transcriptional regulator CDS,PP_0036,1.31,1.58,NP_742206.1,4.00,0.31,1.58,
oprP CDS,PP_0037,4.92,5.95,NP_742207.1,20.00,1.17,5.95,oprP
hypothetical protein CDS,PP_0039,24.74,29.92,NP_742209.1,80.00,5.89,29.92,
hypothetical protein CDS,PP_0040,64.86,78.44,NP_742210.1,46.00,15.45,78.44,
cadA-I CDS,PP_0041,10.64,12.87,NP_742211.1,67.00,2.53,12.87,cadA-I
hypothetical protein CDS,PP_0042,4.90,5.92,NP_742212.2,5.00,1.17,5.92,
czcA-I CDS,PP_0043,4.11,4.97,NP_742213.1,41.00,0.98,4.97,czcA-I
czcB-I CDS,PP_0044,8.88,10.73,NP_742214.1,35.00,2.11,10.73,czcB-I
czcC-I CDS,PP_0045,5.49,6.64,NP_742215.1,22.00,1.31,6.64,czcC-I
opdT-I CDS,PP_0046,4.48,5.42,NP_742216.1,19.00,1.07,5.42,opdT-I
czcR-II CDS,PP_0047,1.41,1.71,NP_742217.1,3.00,0.34,1.71,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,36.01,43.55,NP_742219.1,166.50,8.58,43.55,
hypothetical protein CDS,PP_0050,24.88,30.09,NP_742220.1,32.00,5.93,30.09,
sigma-54 dependent transcriptional regulator CDS,PP_0051,47.35,57.27,NP_742221.1,193.00,11.28,57.27,
beta-lactamase domain-containing protein CDS,PP_0052,51.26,61.99,NP_742222.1,143.00,12.21,61.99,
sulfide:quinone oxidoreductase CDS,PP_0053,49.87,60.32,NP_742223.1,199.50,11.88,60.32,
membrane protein CDS,PP_0054,55.28,66.85,NP_742224.1,149.50,13.17,66.85,
transcriptional regulator CDS,PP_0055,58.95,71.29,NP_742225.1,165.00,14.04,71.29,
betA-I CDS,PP_0056,42.61,51.53,NP_742226.1,222.00,10.15,51.53,betA-I
major facilitator family transporter CDS,PP_0057,13.90,16.82,NP_742227.1,71.00,3.31,16.82,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,54.89,66.39,NP_742228.1,136.00,13.07,66.39,
gmhB CDS,PP_0059,155.92,188.57,NP_742229.1,259.50,37.13,188.57,gmhB
glyS CDS,PP_0060,265.22,320.76,NP_742230.1,1718.00,63.17,320.76,glyS
glyQ CDS,PP_0061,355.90,430.42,NP_742231.1,1063.50,84.76,430.42,glyQ
tag CDS,PP_0062,113.79,137.62,NP_742232.1,198.00,27.10,137.62,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,130.40,157.70,NP_742233.1,365.00,31.06,157.70,
hypothetical protein CDS,PP_0064,74.53,90.13,NP_742234.1,74.00,17.75,90.13,
trkA CDS,PP_0065,71.23,86.15,NP_742235.1,308.50,16.96,86.15,trkA
rsmB CDS,PP_0066,73.44,88.82,NP_742236.1,303.50,17.49,88.82,rsmB
fmt CDS,PP_0067,99.46,120.28,NP_742237.1,292.50,23.69,120.28,fmt
def-I CDS,PP_0068,280.01,338.65,NP_742238.1,447.50,66.69,338.65,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,13.00,15.72,NP_742239.1,45.00,3.10,15.72,
tsaC CDS,PP_0070,76.75,92.82,NP_742240.1,135.00,18.28,92.82,tsaC
hypothetical protein CDS,PP_0071,103.84,125.59,NP_742241.2,109.00,24.73,125.59,
qor-I CDS,PP_0072,341.25,412.70,NP_742242.1,1052.00,81.27,412.70,qor-I
hemF CDS,PP_0073,118.44,143.25,NP_742243.1,340.50,28.21,143.25,hemF
aroE CDS,PP_0074,82.87,100.22,NP_742244.1,215.50,19.74,100.22,aroE
choline sulfate transporter CDS,PP_0075,23.50,28.42,NP_742245.1,116.00,5.60,28.42,
choline betaine-binding protein CDS,PP_0076,43.43,52.53,NP_742246.2,126.50,10.34,52.53,
betC CDS,PP_0077,8.88,10.74,NP_742247.1,42.50,2.12,10.74,betC
transcriptional regulator CDS,PP_0079,25.38,30.69,NP_742249.1,72.00,6.04,30.69,
hypothetical protein CDS,PP_0080,26.95,32.59,NP_742250.1,52.50,6.42,32.59,
hypothetical protein CDS,PP_0081,94.24,113.97,NP_742251.1,110.50,22.44,113.97,
trpA CDS,PP_0082,122.98,148.73,NP_742252.1,314.00,29.29,148.73,trpA
trpB CDS,PP_0083,180.50,218.30,NP_742253.1,693.00,42.99,218.30,trpB
trpI CDS,PP_0084,69.67,84.26,NP_742254.1,197.00,16.59,84.26,trpI
hypothetical protein CDS,PP_0085,146.30,176.93,NP_742255.1,225.50,34.84,176.93,
hypothetical protein CDS,PP_0086,61.69,74.60,NP_742256.1,42.00,14.69,74.60,
hypothetical protein CDS,PP_0087,159.22,192.56,NP_742257.1,132.50,37.92,192.56,
alkanal monooxygenase CDS,PP_0088,129.74,156.91,NP_742258.1,411.00,30.90,156.91,
osmC CDS,PP_0089,89.74,108.53,NP_742259.1,120.50,21.37,108.53,osmC
hypothetical protein CDS,PP_0090,336.47,406.93,NP_742260.1,315.00,80.13,406.93,
putative lipoprotein CDS,PP_0091,132.19,159.86,NP_742261.1,172.50,31.48,159.86,
putative lipoprotein CDS,PP_0092,98.09,118.62,NP_742262.1,128.00,23.36,118.62,
zinc protease CDS,PP_0093,47.42,57.36,NP_742263.2,161.00,11.29,57.36,
5'-nucleotidase CDS,PP_0094,106.72,129.07,NP_742264.1,219.00,25.42,129.07,
hypothetical protein CDS,PP_0095,99.39,120.20,NP_742265.1,172.00,23.67,120.20,
prlC CDS,PP_0096,314.77,380.68,NP_742266.1,2036.00,74.97,380.68,prlC
hypothetical protein CDS,PP_0097,420.74,508.84,NP_742267.1,374.00,100.21,508.84,
hypothetical protein CDS,PP_0098,196.91,238.14,NP_742268.1,108.00,46.90,238.14,
