Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,59.54,71.27,NP_742171.1,135.00,11.67,71.27,parB
parA CDS,PP_0002,107.20,128.31,NP_742172.1,220.50,21.02,128.31,parA
rsmG CDS,PP_0003,61.51,73.63,NP_742173.1,104.00,12.06,73.63,rsmG
trmF CDS,PP_0004,92.10,110.23,NP_742174.1,453.50,18.06,110.23,trmF
trmE CDS,PP_0005,105.04,125.72,NP_742175.1,374.00,20.59,125.72,trmE
oxaA CDS,PP_0006,16.47,19.72,NP_742176.1,72.00,3.23,19.72,oxaA
yidD CDS,PP_0007,43.83,52.46,NP_742177.1,28.00,8.59,52.46,yidD
rnpA CDS,PP_0008,28.05,33.57,NP_742178.1,29.50,5.50,33.57,rnpA
rpmH CDS,PP_0009,52.77,63.16,NP_742179.1,18.50,10.35,63.16,rpmH
dnaA CDS,PP_0010,129.62,155.14,NP_742180.1,512.00,25.41,155.14,dnaA
dnaN CDS,PP_0011,128.70,154.04,NP_742181.1,369.00,25.23,154.04,dnaN
recF CDS,PP_0012,59.82,71.59,NP_742182.1,171.50,11.73,71.59,recF
gyrB CDS,PP_0013,41.43,49.59,NP_742183.1,260.50,8.12,49.59,gyrB
transposase CDS,PP_0014,8.75,10.47,NP_742184.2,44.50,1.71,10.47,
transposon protein CDS,PP_0015,20.66,24.72,NP_742185.1,51.50,4.05,24.72,
hypothetical protein CDS,PP_0016,33.14,39.67,NP_742186.1,165.00,6.50,39.67,
transcriptional regulator CDS,PP_0017,142.26,170.27,NP_742187.1,133.00,27.89,170.27,
hypothetical protein CDS,PP_0018,329.56,394.45,NP_742188.1,721.50,64.61,394.45,
hypothetical protein CDS,PP_0019,1466.68,1755.46,NP_742189.1,2662.50,287.55,1755.46,
hypothetical protein CDS,PP_0020,517.36,619.23,NP_742190.1,1177.00,101.43,619.23,
hypothetical protein CDS,PP_0021,21.25,25.44,NP_742191.1,51.00,4.17,25.44,
hypothetical protein CDS,PP_0022,683.77,818.39,NP_742192.2,293.00,134.06,818.39,
hypothetical protein CDS,PP_0023,588.03,703.81,NP_742193.1,197.00,115.29,703.81,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.72,3.26,NP_742194.1,12.00,0.53,3.26,
hypothetical protein CDS,PP_0025,5.03,6.02,NP_742195.1,2.00,0.99,6.02,
cobalt/cadmium/zinc exporter CDS,PP_0026,77.35,92.58,NP_742196.1,182.00,15.17,92.58,
membrane protein CDS,PP_0027,16.15,19.33,NP_742197.1,18.50,3.17,19.33,
hypothetical protein CDS,PP_0028,6.48,7.75,NP_742198.1,5.50,1.27,7.75,
czcR-I CDS,PP_0029,153.74,184.01,NP_742199.1,269.50,30.14,184.01,czcR-I
czrSA CDS,PP_0030,47.08,56.35,NP_742200.1,173.50,9.23,56.35,czrSA
hypothetical protein CDS,PP_0031,8.51,10.19,NP_742201.1,13.00,1.67,10.19,
hypothetical protein CDS,PP_0032,13.88,16.61,NP_742202.1,8.00,2.72,16.61,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.15,8.55,NP_742203.1,27.00,1.40,8.55,
bactoprenol glycosyl-transferase CDS,PP_0034,3.33,3.98,NP_742204.1,8.50,0.65,3.98,
bactoprenol-linked glycose transferase CDS,PP_0035,3.21,3.84,NP_742205.1,3.50,0.63,3.84,
transcriptional regulator CDS,PP_0036,1.99,2.38,NP_742206.1,5.00,0.39,2.38,
oprP CDS,PP_0037,8.06,9.65,NP_742207.1,27.00,1.58,9.65,oprP
hypothetical protein CDS,PP_0039,60.05,71.87,NP_742209.1,160.00,11.77,71.87,
hypothetical protein CDS,PP_0040,59.90,71.69,NP_742210.1,35.00,11.74,71.69,
cadA-I CDS,PP_0041,12.53,14.99,NP_742211.1,65.00,2.46,14.99,cadA-I
hypothetical protein CDS,PP_0042,8.32,9.96,NP_742212.2,7.00,1.63,9.96,
czcA-I CDS,PP_0043,6.21,7.43,NP_742213.1,51.00,1.22,7.43,czcA-I
czcB-I CDS,PP_0044,12.31,14.74,NP_742214.1,40.00,2.41,14.74,czcB-I
czcC-I CDS,PP_0045,11.81,14.13,NP_742215.1,39.00,2.31,14.13,czcC-I
opdT-I CDS,PP_0046,3.72,4.46,NP_742216.1,13.00,0.73,4.46,opdT-I
czcR-II CDS,PP_0047,3.99,4.78,NP_742217.1,7.00,0.78,4.78,czcR-II
hypothetical protein CDS,PP_0048,2.38,2.84,NP_742218.1,2.00,0.47,2.84,
