Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,183.47,224.27,NP_742171.1,21.00,1.80,224.27,parB
parA CDS,PP_0002,260.01,317.83,NP_742172.1,27.00,2.56,317.83,parA
rsmG CDS,PP_0003,281.18,343.71,NP_742173.1,24.00,2.76,343.71,rsmG
trmF CDS,PP_0004,112.63,137.68,NP_742174.1,28.00,1.11,137.68,trmF
trmE CDS,PP_0005,77.88,95.20,NP_742175.1,14.00,0.77,95.20,trmE
oxaA CDS,PP_0006,67.98,83.09,NP_742176.1,15.00,0.67,83.09,oxaA
yidD CDS,PP_0007,217.03,265.29,NP_742177.1,7.00,2.13,265.29,yidD
rnpA CDS,PP_0008,386.05,471.91,NP_742178.1,20.50,3.79,471.91,rnpA
rpmH CDS,PP_0009,706.20,863.25,NP_742179.1,12.50,6.94,863.25,rpmH
dnaA CDS,PP_0010,308.39,376.97,NP_742180.1,61.50,3.03,376.97,dnaA
dnaN CDS,PP_0011,127.81,156.23,NP_742181.1,18.50,1.26,156.23,dnaN
recF CDS,PP_0012,169.26,206.90,NP_742182.1,24.50,1.66,206.90,recF
gyrB CDS,PP_0013,152.79,186.77,NP_742183.1,48.50,1.50,186.77,gyrB
transposase CDS,PP_0014,1.95,2.38,NP_742184.2,0.50,0.02,2.38,
transposon protein CDS,PP_0015,27.81,33.99,NP_742185.1,3.50,0.27,33.99,
hypothetical protein CDS,PP_0016,39.79,48.63,NP_742186.1,10.00,0.39,48.63,
transcriptional regulator CDS,PP_0017,233.04,284.87,NP_742187.1,11.00,2.29,284.87,
hypothetical protein CDS,PP_0018,339.28,414.73,NP_742188.1,37.50,3.33,414.73,
hypothetical protein CDS,PP_0019,769.24,940.32,NP_742189.1,70.50,7.56,940.32,
hypothetical protein CDS,PP_0020,296.02,361.86,NP_742190.1,34.00,2.91,361.86,
hypothetical protein CDS,PP_0021,90.80,110.99,NP_742191.1,11.00,0.89,110.99,
hypothetical protein CDS,PP_0022,184.89,226.02,NP_742192.2,4.00,1.82,226.02,
hypothetical protein CDS,PP_0023,9873.60,12069.49,NP_742193.1,167.00,97.03,12069.49,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,49.85,60.94,NP_742195.1,1.00,0.49,60.94,
cobalt/cadmium/zinc exporter CDS,PP_0026,143.11,174.94,NP_742196.1,17.00,1.41,174.94,
membrane protein CDS,PP_0027,17.29,21.14,NP_742197.1,1.00,0.17,21.14,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,135.59,165.74,NP_742199.1,12.00,1.33,165.74,czcR-I
czrSA CDS,PP_0030,53.75,65.70,NP_742200.1,10.00,0.53,65.70,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,15.73,19.22,NP_742203.1,3.00,0.15,19.22,
bactoprenol glycosyl-transferase CDS,PP_0034,19.38,23.69,NP_742204.1,2.50,0.19,23.69,
bactoprenol-linked glycose transferase CDS,PP_0035,9.08,11.10,NP_742205.1,0.50,0.09,11.10,
transcriptional regulator CDS,PP_0036,7.87,9.62,NP_742206.1,1.00,0.08,9.62,
oprP CDS,PP_0037,5.91,7.23,NP_742207.1,1.00,0.06,7.23,oprP
