Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,90.03,120.24,NP_742171.1,14.00,1.21,120.24,parB
parA CDS,PP_0002,67.34,89.94,NP_742172.1,9.50,0.90,89.94,parA
rsmG CDS,PP_0003,56.05,74.86,NP_742173.1,6.50,0.75,74.86,rsmG
trmF CDS,PP_0004,62.18,83.05,NP_742174.1,21.00,0.83,83.05,trmF
trmE CDS,PP_0005,49.14,65.63,NP_742175.1,12.00,0.66,65.63,trmE
oxaA CDS,PP_0006,3.34,4.46,NP_742176.1,1.00,0.04,4.46,oxaA
yidD CDS,PP_0007,45.64,60.96,NP_742177.1,2.00,0.61,60.96,yidD
rnpA CDS,PP_0008,27.72,37.03,NP_742178.1,2.00,0.37,37.03,rnpA
rpmH CDS,PP_0009,41.58,55.54,NP_742179.1,1.00,0.56,55.54,rpmH
dnaA CDS,PP_0010,40.60,54.23,NP_742180.1,11.00,0.54,54.23,dnaA
dnaN CDS,PP_0011,50.85,67.92,NP_742181.1,10.00,0.68,67.92,dnaN
recF CDS,PP_0012,50.85,67.92,NP_742182.1,10.00,0.68,67.92,recF
gyrB CDS,PP_0013,57.97,77.43,NP_742183.1,25.00,0.78,77.43,gyrB
transposase CDS,PP_0014,11.46,15.31,NP_742184.2,4.00,0.15,15.31,
transposon protein CDS,PP_0015,11.70,15.62,NP_742185.1,2.00,0.16,15.62,
hypothetical protein CDS,PP_0016,43.93,58.67,NP_742186.1,15.00,0.59,58.67,
transcriptional regulator CDS,PP_0017,171.53,229.11,NP_742187.1,11.00,2.30,229.11,
hypothetical protein CDS,PP_0018,412.87,551.45,NP_742188.1,62.00,5.53,551.45,
hypothetical protein CDS,PP_0019,1843.15,2461.79,NP_742189.1,229.50,24.69,2461.79,
hypothetical protein CDS,PP_0020,964.47,1288.18,NP_742190.1,150.50,12.92,1288.18,
hypothetical protein CDS,PP_0021,24.30,32.46,NP_742191.1,4.00,0.33,32.46,
hypothetical protein CDS,PP_0022,204.14,272.65,NP_742192.2,6.00,2.73,272.65,
hypothetical protein CDS,PP_0023,6832.26,9125.47,NP_742193.1,157.00,91.50,9125.47,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.31,4.42,NP_742194.1,1.00,0.04,4.42,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,123.92,165.52,NP_742196.1,20.00,1.66,165.52,
membrane protein CDS,PP_0027,38.19,51.01,NP_742197.1,3.00,0.51,51.01,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,124.75,166.62,NP_742199.1,15.00,1.67,166.62,czcR-I
czrSA CDS,PP_0030,23.74,31.70,NP_742200.1,6.00,0.32,31.70,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,75.86,101.32,NP_742202.1,3.00,1.02,101.32,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.72,10.31,NP_742203.1,2.00,0.10,10.31,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,13.37,17.85,NP_742205.1,1.00,0.18,17.85,
transcriptional regulator CDS,PP_0036,11.59,15.48,NP_742206.1,2.00,0.16,15.48,
oprP CDS,PP_0037,0.00,0.00,NP_742207.1,0.00,0.00,0.00,oprP
hypothetical protein CDS,PP_0039,43.77,58.46,NP_742209.1,8.00,0.59,58.46,
hypothetical protein CDS,PP_0040,324.35,433.22,NP_742210.1,13.00,4.34,433.22,
cadA-I CDS,PP_0041,14.05,18.76,NP_742211.1,5.00,0.19,18.76,cadA-I
hypothetical protein CDS,PP_0042,34.65,46.28,NP_742212.2,2.00,0.46,46.28,
czcA-I CDS,PP_0043,0.00,0.00,NP_742213.1,0.00,0.00,0.00,czcA-I
czcB-I CDS,PP_0044,8.97,11.99,NP_742214.1,2.00,0.12,11.99,czcB-I
czcC-I CDS,PP_0045,17.65,23.58,NP_742215.1,4.00,0.24,23.58,czcC-I
opdT-I CDS,PP_0046,0.00,0.00,NP_742216.1,0.00,0.00,0.00,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,76.53,102.22,NP_742219.1,20.00,1.03,102.22,
hypothetical protein CDS,PP_0050,0.00,0.00,NP_742220.1,0.00,0.00,0.00,
sigma-54 dependent transcriptional regulator CDS,PP_0051,34.73,46.39,NP_742221.1,8.00,0.47,46.39,
beta-lactamase domain-containing protein CDS,PP_0052,333.02,444.80,NP_742222.1,52.50,4.46,444.80,
sulfide:quinone oxidoreductase CDS,PP_0053,123.87,165.44,NP_742223.1,28.00,1.66,165.44,
membrane protein CDS,PP_0054,22.90,30.59,NP_742224.1,3.50,0.31,30.59,
transcriptional regulator CDS,PP_0055,6.32,8.44,NP_742225.1,1.00,0.08,8.44,
betA-I CDS,PP_0056,332.82,444.53,NP_742226.1,98.00,4.46,444.53,betA-I
major facilitator family transporter CDS,PP_0057,478.21,638.72,NP_742227.1,138.00,6.40,638.72,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,50.00,66.78,NP_742228.1,7.00,0.67,66.78,
gmhB CDS,PP_0059,10.63,14.20,NP_742229.1,1.00,0.14,14.20,gmhB
glyS CDS,PP_0060,21.85,29.19,NP_742230.1,8.00,0.29,29.19,glyS
glyQ CDS,PP_0061,5.92,7.91,NP_742231.1,1.00,0.08,7.91,glyQ
tag CDS,PP_0062,30.51,40.75,NP_742232.1,3.00,0.41,40.75,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,6.32,8.44,NP_742233.1,1.00,0.08,8.44,
hypothetical protein CDS,PP_0064,142.57,190.43,NP_742234.1,8.00,1.91,190.43,
trkA CDS,PP_0065,28.60,38.20,NP_742235.1,7.00,0.38,38.20,trkA
rsmB CDS,PP_0066,8.56,11.44,NP_742236.1,2.00,0.11,11.44,rsmB
fmt CDS,PP_0067,6.02,8.04,NP_742237.1,1.00,0.08,8.04,fmt
def-I CDS,PP_0068,33.22,44.37,NP_742238.1,3.00,0.44,44.37,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,25.56,34.14,NP_742239.1,5.00,0.34,34.14,
tsaC CDS,PP_0070,10.06,13.44,NP_742240.1,1.00,0.13,13.44,tsaC
hypothetical protein CDS,PP_0071,50.57,67.55,NP_742241.2,3.00,0.68,67.55,
qor-I CDS,PP_0072,189.42,253.00,NP_742242.1,33.00,2.54,253.00,qor-I
hemF CDS,PP_0073,12.31,16.44,NP_742243.1,2.00,0.16,16.44,hemF
aroE CDS,PP_0074,0.00,0.00,NP_742244.1,0.00,0.00,0.00,aroE
choline sulfate transporter CDS,PP_0075,25.09,33.52,NP_742245.1,7.00,0.34,33.52,
choline betaine-binding protein CDS,PP_0076,139.74,186.64,NP_742246.2,23.00,1.87,186.64,
betC CDS,PP_0077,3.70,4.94,NP_742247.1,1.00,0.05,4.94,betC
transcriptional regulator CDS,PP_0079,18.71,24.99,NP_742249.1,3.00,0.25,24.99,
hypothetical protein CDS,PP_0080,4.54,6.07,NP_742250.1,0.50,0.06,6.07,
hypothetical protein CDS,PP_0081,52.82,70.55,NP_742251.1,3.50,0.71,70.55,
trpA CDS,PP_0082,6.93,9.26,NP_742252.1,1.00,0.09,9.26,trpA
trpB CDS,PP_0083,27.65,36.94,NP_742253.1,6.00,0.37,36.94,trpB
trpI CDS,PP_0084,28.16,37.62,NP_742254.1,4.50,0.38,37.62,trpI
hypothetical protein CDS,PP_0085,177.94,237.67,NP_742255.1,15.50,2.38,237.67,
hypothetical protein CDS,PP_0086,1559.38,2082.78,NP_742256.1,60.00,20.88,2082.78,
hypothetical protein CDS,PP_0087,1063.21,1420.07,NP_742257.1,50.00,14.24,1420.07,
alkanal monooxygenase CDS,PP_0088,22.34,29.84,NP_742258.1,4.00,0.30,29.84,
osmC CDS,PP_0089,39.53,52.80,NP_742259.1,3.00,0.53,52.80,osmC
hypothetical protein CDS,PP_0090,472.54,631.14,NP_742260.1,25.00,6.33,631.14,
putative lipoprotein CDS,PP_0091,813.59,1086.67,NP_742261.1,60.00,10.90,1086.67,
putative lipoprotein CDS,PP_0092,27.12,36.22,NP_742262.1,2.00,0.36,36.22,
zinc protease CDS,PP_0093,10.42,13.92,NP_742263.2,2.00,0.14,13.92,
5'-nucleotidase CDS,PP_0094,146.60,195.80,NP_742264.1,17.00,1.96,195.80,
hypothetical protein CDS,PP_0095,20.45,27.32,NP_742265.1,2.00,0.27,27.32,
prlC CDS,PP_0096,91.65,122.41,NP_742266.1,33.50,1.23,122.41,prlC
hypothetical protein CDS,PP_0097,199.07,265.89,NP_742267.1,10.00,2.67,265.89,
hypothetical protein CDS,PP_0098,16.13,21.55,NP_742268.1,0.50,0.22,21.55,
hypothetical protein CDS,PP_0099,5.30,7.08,NP_742269.1,1.00,0.07,7.08,
cynT CDS,PP_0100,343.06,458.21,NP_742270.1,44.00,4.59,458.21,cynT
sulfate transporter CDS,PP_0101,0.00,0.00,NP_742271.1,0.00,0.00,0.00,
cytochrome c oxidase subunit 2 CDS,PP_0103,955.53,1276.25,NP_742273.1,192.00,12.80,1276.25,
ctaD CDS,PP_0104,573.73,766.30,NP_742274.1,162.50,7.68,766.30,ctaD
cytochrome c oxidase assembly protein CDS,PP_0105,445.54,595.08,NP_742275.1,45.00,5.97,595.08,
cytochrome c oxidase subunit 3 CDS,PP_0106,755.46,1009.02,NP_742276.1,119.50,10.12,1009.02,
hypothetical protein CDS,PP_0107,266.24,355.60,NP_742277.2,35.00,3.57,355.60,
hypothetical protein CDS,PP_0108,202.56,270.55,NP_742278.1,21.00,2.71,270.55,
membrane protein CDS,PP_0109,181.93,242.99,NP_742279.1,35.00,2.44,242.99,
CyoE-like protoheme IX farnesyltransferase CDS,PP_0110,122.45,163.55,NP_742280.1,19.50,1.64,163.55,
electron transport protein SCO1/SenC CDS,PP_0111,195.11,260.59,NP_742281.1,22.00,2.61,260.59,
metQ CDS,PP_0112,174.75,233.40,NP_742282.1,24.00,2.34,233.40,metQ
metI CDS,PP_0113,41.77,55.79,NP_742283.1,5.00,0.56,55.79,metI
metN CDS,PP_0114,11.14,14.88,NP_742284.1,2.00,0.15,14.88,metN
katE CDS,PP_0115,13.14,17.55,NP_742285.1,5.00,0.18,17.55,katE
putative lipoprotein CDS,PP_0116,126.86,169.45,NP_742286.1,16.00,1.70,169.45,
znuB CDS,PP_0117,14.34,19.15,NP_742287.1,2.00,0.19,19.15,znuB
znuC CDS,PP_0118,18.13,24.22,NP_742288.1,2.50,0.24,24.22,znuC
zinc uptake regulation protein Zur CDS,PP_0119,17.33,23.14,NP_742289.2,1.50,0.23,23.14,
zinc ABC transporter CDS,PP_0120,46.32,61.86,NP_742290.1,7.50,0.62,61.86,
thrB CDS,PP_0121,73.79,98.55,NP_742291.1,12.50,0.99,98.55,thrB
hypothetical protein CDS,PP_0122,428.83,572.76,NP_742292.1,22.00,5.74,572.76,
polA CDS,PP_0123,18.39,24.56,NP_742293.1,9.00,0.25,24.56,polA
engB CDS,PP_0124,203.98,272.44,NP_742294.1,23.00,2.73,272.44,engB
cytochrome c-type protein CDS,PP_0125,731.83,977.46,NP_742295.1,39.50,9.80,977.46,
cc CDS,PP_0126,249.80,333.65,NP_742296.1,27.50,3.35,333.65,cc
dsbA CDS,PP_0127,141.90,189.52,NP_742297.1,16.00,1.90,189.52,dsbA
hypothetical protein CDS,PP_0128,6.57,8.77,NP_742298.1,1.00,0.09,8.77,
GGDEF domain-containing protein CDS,PP_0129,8.69,11.61,NP_742299.1,3.00,0.12,11.61,
amiD CDS,PP_0130,21.35,28.51,NP_742300.1,3.00,0.29,28.51,amiD
membrane-anchored phosphodiesterase CDS,PP_0131,31.42,41.97,NP_742301.1,9.00,0.42,41.97,
kinB CDS,PP_0132,50.40,67.32,NP_742302.1,16.00,0.68,67.32,kinB
algB CDS,PP_0133,112.53,150.29,NP_742303.1,27.00,1.51,150.29,algB
hypothetical protein CDS,PP_0134,27.32,36.49,NP_742304.1,4.00,0.37,36.49,
hypothetical protein CDS,PP_0135,0.00,0.00,NP_742305.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0136,59.59,79.60,NP_742306.1,5.00,0.80,79.60,
gltP CDS,PP_0137,25.34,33.85,NP_742307.1,6.00,0.34,33.85,gltP
membrane protein CDS,PP_0138,22.82,30.48,NP_742308.1,5.00,0.31,30.48,
lipoprotein CDS,PP_0139,17.65,23.58,NP_742309.1,2.00,0.24,23.58,
hypothetical protein CDS,PP_0140,17.94,23.96,NP_742310.1,3.00,0.24,23.96,
ABC transporter ATP-binding protein CDS,PP_0141,21.26,28.40,NP_742311.1,3.00,0.28,28.40,
ABC transporter permease CDS,PP_0142,4.95,6.61,NP_742312.1,1.00,0.07,6.61,
membrane protein CDS,PP_0143,0.00,0.00,NP_742313.1,0.00,0.00,0.00,
insulinase family metalloprotease CDS,PP_0144,53.86,71.94,NP_742314.1,13.50,0.72,71.94,
yjbB CDS,PP_0145,89.67,119.77,NP_742315.1,26.50,1.20,119.77,yjbB
ygdQ CDS,PP_0146,45.73,61.07,NP_742316.1,6.50,0.61,61.07,ygdQ
citN CDS,PP_0147,19.31,25.80,NP_742317.1,4.50,0.26,25.80,citN
hypothetical protein CDS,PP_0148,270.29,361.01,NP_742318.1,19.50,3.62,361.01,
hypothetical protein CDS,PP_0149,4.31,5.75,NP_742319.1,1.50,0.06,5.75,
hypothetical protein CDS,PP_0150,8.74,11.68,NP_742320.1,0.50,0.12,11.68,
