Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,56.07,69.15,NP_742171.1,152.50,13.18,69.15,parB
parA CDS,PP_0002,108.41,133.69,NP_742172.1,267.50,25.47,133.69,parA
rsmG CDS,PP_0003,53.00,65.36,NP_742173.1,107.50,12.45,65.36,rsmG
trmF CDS,PP_0004,72.20,89.04,NP_742174.1,426.50,16.97,89.04,trmF
trmE CDS,PP_0005,123.15,151.87,NP_742175.1,526.00,28.94,151.87,trmE
oxaA CDS,PP_0006,15.45,19.05,NP_742176.1,81.00,3.63,19.05,oxaA
yidD CDS,PP_0007,33.92,41.84,NP_742177.1,26.00,7.97,41.84,yidD
rnpA CDS,PP_0008,32.49,40.07,NP_742178.1,41.00,7.64,40.07,rnpA
rpmH CDS,PP_0009,26.15,32.25,NP_742179.1,11.00,6.15,32.25,rpmH
dnaA CDS,PP_0010,84.62,104.36,NP_742180.1,401.00,19.88,104.36,dnaA
dnaN CDS,PP_0011,92.46,114.02,NP_742181.1,318.00,21.72,114.02,dnaN
recF CDS,PP_0012,51.17,63.10,NP_742182.1,176.00,12.02,63.10,recF
gyrB CDS,PP_0013,33.41,41.20,NP_742183.1,252.00,7.85,41.20,gyrB
transposase CDS,PP_0014,6.31,7.78,NP_742184.2,38.50,1.48,7.78,
transposon protein CDS,PP_0015,18.89,23.30,NP_742185.1,56.50,4.44,23.30,
hypothetical protein CDS,PP_0016,39.10,48.21,NP_742186.1,233.50,9.19,48.21,
transcriptional regulator CDS,PP_0017,120.81,148.99,NP_742187.1,135.50,28.39,148.99,
hypothetical protein CDS,PP_0018,359.06,442.79,NP_742188.1,943.00,84.37,442.79,
hypothetical protein CDS,PP_0019,1624.88,2003.79,NP_742189.1,3538.50,381.81,2003.79,
hypothetical protein CDS,PP_0020,747.67,922.03,NP_742190.1,2040.50,175.68,922.03,
hypothetical protein CDS,PP_0021,28.83,35.56,NP_742191.1,83.00,6.77,35.56,
hypothetical protein CDS,PP_0022,221.77,273.48,NP_742192.2,114.00,52.11,273.48,
hypothetical protein CDS,PP_0023,400.60,494.02,NP_742193.1,161.00,94.13,494.02,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.02,3.73,NP_742194.1,16.00,0.71,3.73,
