Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,210.02,254.28,NP_742171.1,550.00,47.58,254.28,parB
parA CDS,PP_0002,416.29,504.01,NP_742172.1,989.00,94.31,504.01,parA
rsmG CDS,PP_0003,306.99,371.69,NP_742173.1,599.50,69.55,371.69,rsmG
trmF CDS,PP_0004,368.27,445.88,NP_742174.1,2094.50,83.43,445.88,trmF
trmE CDS,PP_0005,71.24,86.26,NP_742175.1,293.00,16.14,86.26,trmE
oxaA CDS,PP_0006,560.07,678.09,NP_742176.1,2827.50,126.89,678.09,oxaA
yidD CDS,PP_0007,737.88,893.38,NP_742177.1,544.50,167.17,893.38,yidD
rnpA CDS,PP_0008,1481.21,1793.36,NP_742178.1,1799.50,335.58,1793.36,rnpA
rpmH CDS,PP_0009,4073.24,4931.62,NP_742179.1,1649.50,922.81,4931.62,rpmH
dnaA CDS,PP_0010,377.09,456.56,NP_742180.1,1720.50,85.43,456.56,dnaA
dnaN CDS,PP_0011,426.37,516.22,NP_742181.1,1412.00,96.60,516.22,dnaN
recF CDS,PP_0012,312.68,378.58,NP_742182.1,1035.50,70.84,378.58,recF
gyrB CDS,PP_0013,341.77,413.79,NP_742183.1,2482.00,77.43,413.79,gyrB
transposase CDS,PP_0014,2.89,3.50,NP_742184.2,17.00,0.66,3.50,
transposon protein CDS,PP_0015,14.24,17.24,NP_742185.1,41.00,3.23,17.24,
hypothetical protein CDS,PP_0016,30.61,37.06,NP_742186.1,176.00,6.93,37.06,
transcriptional regulator CDS,PP_0017,206.50,250.02,NP_742187.1,223.00,46.78,250.02,
hypothetical protein CDS,PP_0018,258.23,312.65,NP_742188.1,653.00,58.50,312.65,
hypothetical protein CDS,PP_0019,266.60,322.78,NP_742189.1,559.00,60.40,322.78,
hypothetical protein CDS,PP_0020,170.49,206.42,NP_742190.1,448.00,38.63,206.42,
hypothetical protein CDS,PP_0021,42.21,51.11,NP_742191.1,117.00,9.56,51.11,
hypothetical protein CDS,PP_0022,58.59,70.94,NP_742192.2,29.00,13.27,70.94,
hypothetical protein CDS,PP_0023,59.44,71.96,NP_742193.1,23.00,13.47,71.96,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.16,2.61,NP_742194.1,11.00,0.49,2.61,
hypothetical protein CDS,PP_0025,4.36,5.28,NP_742195.1,2.00,0.99,5.28,
