Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,65.06,77.27,NP_742171.1,176.50,15.26,77.27,parB
parA CDS,PP_0002,99.14,117.74,NP_742172.1,244.00,23.25,117.74,parA
rsmG CDS,PP_0003,52.15,61.93,NP_742173.1,105.50,12.23,61.93,rsmG
trmF CDS,PP_0004,94.03,111.67,NP_742174.1,554.00,22.05,111.67,trmF
trmE CDS,PP_0005,98.82,117.35,NP_742175.1,421.00,23.18,117.35,trmE
oxaA CDS,PP_0006,19.98,23.73,NP_742176.1,104.50,4.69,23.73,oxaA
yidD CDS,PP_0007,31.40,37.28,NP_742177.1,24.00,7.36,37.28,yidD
rnpA CDS,PP_0008,38.14,45.29,NP_742178.1,48.00,8.94,45.29,rnpA
rpmH CDS,PP_0009,32.18,38.22,NP_742179.1,13.50,7.55,38.22,rpmH
dnaA CDS,PP_0010,122.61,145.61,NP_742180.1,579.50,28.75,145.61,dnaA
dnaN CDS,PP_0011,130.00,154.39,NP_742181.1,446.00,30.49,154.39,dnaN
recF CDS,PP_0012,52.76,62.66,NP_742182.1,181.00,12.37,62.66,recF
gyrB CDS,PP_0013,42.20,50.12,NP_742183.1,317.50,9.90,50.12,gyrB
transposase CDS,PP_0014,5.17,6.15,NP_742184.2,31.50,1.21,6.15,
transposon protein CDS,PP_0015,21.29,25.28,NP_742185.1,63.50,4.99,25.28,
hypothetical protein CDS,PP_0016,32.15,38.18,NP_742186.1,191.50,7.54,38.18,
transcriptional regulator CDS,PP_0017,97.88,116.24,NP_742187.1,109.50,22.96,116.24,
hypothetical protein CDS,PP_0018,252.14,299.43,NP_742188.1,660.50,59.13,299.43,
hypothetical protein CDS,PP_0019,1238.64,1471.00,NP_742189.1,2690.50,290.49,1471.00,
hypothetical protein CDS,PP_0020,580.05,688.87,NP_742190.1,1579.00,136.04,688.87,
hypothetical protein CDS,PP_0021,22.64,26.88,NP_742191.1,65.00,5.31,26.88,
hypothetical protein CDS,PP_0022,212.58,252.46,NP_742192.2,109.00,49.86,252.46,
hypothetical protein CDS,PP_0023,336.77,399.95,NP_742193.1,135.00,78.98,399.95,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.71,2.03,NP_742194.1,9.00,0.40,2.03,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,67.66,80.36,NP_742196.1,190.50,15.87,80.36,
membrane protein CDS,PP_0027,27.36,32.50,NP_742197.1,37.50,6.42,32.50,
hypothetical protein CDS,PP_0028,6.89,8.18,NP_742198.1,7.00,1.62,8.18,
czcR-I CDS,PP_0029,159.47,189.39,NP_742199.1,334.50,37.40,189.39,czcR-I
czrSA CDS,PP_0030,51.71,61.41,NP_742200.1,228.00,12.13,61.41,czrSA
hypothetical protein CDS,PP_0031,11.22,13.32,NP_742201.1,20.50,2.63,13.32,
hypothetical protein CDS,PP_0032,8.70,10.33,NP_742202.1,6.00,2.04,10.33,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.08,8.41,NP_742203.1,32.00,1.66,8.41,
bactoprenol glycosyl-transferase CDS,PP_0034,2.78,3.30,NP_742204.1,8.50,0.65,3.30,
bactoprenol-linked glycose transferase CDS,PP_0035,7.28,8.64,NP_742205.1,9.50,1.71,8.64,
