Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,38.95,45.59,NP_742171.1,99.00,8.56,45.59,parB
parA CDS,PP_0002,105.37,123.35,NP_742172.1,243.00,23.17,123.35,parA
rsmG CDS,PP_0003,67.53,79.04,NP_742173.1,128.00,14.85,79.04,rsmG
trmF CDS,PP_0004,58.15,68.06,NP_742174.1,321.00,12.78,68.06,trmF
trmE CDS,PP_0005,134.02,156.88,NP_742175.1,535.00,29.47,156.88,trmE
oxaA CDS,PP_0006,17.24,20.18,NP_742176.1,84.50,3.79,20.18,oxaA
yidD CDS,PP_0007,31.41,36.77,NP_742177.1,22.50,6.91,36.77,yidD
rnpA CDS,PP_0008,36.04,42.19,NP_742178.1,42.50,7.92,42.19,rnpA
rpmH CDS,PP_0009,103.03,120.60,NP_742179.1,40.50,22.65,120.60,rpmH
dnaA CDS,PP_0010,63.00,73.74,NP_742180.1,279.00,13.85,73.74,dnaA
dnaN CDS,PP_0011,61.91,72.46,NP_742181.1,199.00,13.61,72.46,dnaN
recF CDS,PP_0012,56.77,66.46,NP_742182.1,182.50,12.48,66.46,recF
gyrB CDS,PP_0013,32.27,37.78,NP_742183.1,227.50,7.10,37.78,gyrB
transposase CDS,PP_0014,3.94,4.62,NP_742184.2,22.50,0.87,4.62,
transposon protein CDS,PP_0015,14.13,16.54,NP_742185.1,39.50,3.11,16.54,
hypothetical protein CDS,PP_0016,30.90,36.18,NP_742186.1,172.50,6.80,36.18,
transcriptional regulator CDS,PP_0017,120.68,141.26,NP_742187.1,126.50,26.53,141.26,
hypothetical protein CDS,PP_0018,286.00,334.77,NP_742188.1,702.00,62.88,334.77,
hypothetical protein CDS,PP_0019,915.85,1072.04,NP_742189.1,1864.00,201.37,1072.04,
hypothetical protein CDS,PP_0020,304.24,356.12,NP_742190.1,776.00,66.89,356.12,
hypothetical protein CDS,PP_0021,15.61,18.27,NP_742191.1,42.00,3.43,18.27,
hypothetical protein CDS,PP_0022,343.44,402.01,NP_742192.2,165.00,75.51,402.01,
hypothetical protein CDS,PP_0023,279.55,327.22,NP_742193.1,105.00,61.46,327.22,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.24,3.79,NP_742194.1,16.00,0.71,3.79,
hypothetical protein CDS,PP_0025,8.98,10.51,NP_742195.1,4.00,1.97,10.51,
cobalt/cadmium/zinc exporter CDS,PP_0026,96.66,113.15,NP_742196.1,255.00,21.25,113.15,
membrane protein CDS,PP_0027,26.48,30.99,NP_742197.1,34.00,5.82,30.99,
hypothetical protein CDS,PP_0028,5.25,6.15,NP_742198.1,5.00,1.15,6.15,
czcR-I CDS,PP_0029,115.75,135.49,NP_742199.1,227.50,25.45,135.49,czcR-I
czrSA CDS,PP_0030,56.51,66.15,NP_742200.1,233.50,12.43,66.15,czrSA
hypothetical protein CDS,PP_0031,5.84,6.84,NP_742201.1,10.00,1.28,6.84,
hypothetical protein CDS,PP_0032,7.74,9.05,NP_742202.1,5.00,1.70,9.05,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.07,5.94,NP_742203.1,21.50,1.12,5.94,
bactoprenol glycosyl-transferase CDS,PP_0034,4.01,4.70,NP_742204.1,11.50,0.88,4.70,
bactoprenol-linked glycose transferase CDS,PP_0035,1.64,1.91,NP_742205.1,2.00,0.36,1.91,
transcriptional regulator CDS,PP_0036,2.84,3.32,NP_742206.1,8.00,0.62,3.32,
oprP CDS,PP_0037,4.79,5.61,NP_742207.1,18.00,1.05,5.61,oprP
hypothetical protein CDS,PP_0039,23.43,27.43,NP_742209.1,70.00,5.15,27.43,
hypothetical protein CDS,PP_0040,35.11,41.09,NP_742210.1,23.00,7.72,41.09,
cadA-I CDS,PP_0041,13.41,15.69,NP_742211.1,78.00,2.95,15.69,cadA-I
hypothetical protein CDS,PP_0042,4.24,4.96,NP_742212.2,4.00,0.93,4.96,
czcA-I CDS,PP_0043,5.76,6.74,NP_742213.1,53.00,1.27,6.74,czcA-I
czcB-I CDS,PP_0044,15.10,17.67,NP_742214.1,55.00,3.32,17.67,czcB-I
czcC-I CDS,PP_0045,9.72,11.38,NP_742215.1,36.00,2.14,11.38,czcC-I
opdT-I CDS,PP_0046,4.09,4.79,NP_742216.1,16.00,0.90,4.79,opdT-I
czcR-II CDS,PP_0047,1.53,1.79,NP_742217.1,3.00,0.34,1.79,czcR-II
hypothetical protein CDS,PP_0048,1.06,1.24,NP_742218.1,1.00,0.23,1.24,
hypothetical protein CDS,PP_0049,87.56,102.49,NP_742219.1,374.00,19.25,102.49,
hypothetical protein CDS,PP_0050,29.46,34.49,NP_742220.1,35.00,6.48,34.49,
sigma-54 dependent transcriptional regulator CDS,PP_0051,20.45,23.94,NP_742221.1,77.00,4.50,23.94,
beta-lactamase domain-containing protein CDS,PP_0052,244.48,286.18,NP_742222.1,630.00,53.76,286.18,
sulfide:quinone oxidoreductase CDS,PP_0053,113.26,132.58,NP_742223.1,418.50,24.90,132.58,
membrane protein CDS,PP_0054,85.06,99.57,NP_742224.1,212.50,18.70,99.57,
transcriptional regulator CDS,PP_0055,37.52,43.91,NP_742225.1,97.00,8.25,43.91,
betA-I CDS,PP_0056,1932.25,2261.79,NP_742226.1,9300.00,424.85,2261.79,betA-I
major facilitator family transporter CDS,PP_0057,1982.43,2320.52,NP_742227.1,9351.00,435.88,2320.52,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,19.01,22.25,NP_742228.1,43.50,4.18,22.25,
gmhB CDS,PP_0059,11.06,12.94,NP_742229.1,17.00,2.43,12.94,gmhB
glyS CDS,PP_0060,31.17,36.48,NP_742230.1,186.50,6.85,36.48,glyS
glyQ CDS,PP_0061,41.30,48.34,NP_742231.1,114.00,9.08,48.34,glyQ
tag CDS,PP_0062,25.82,30.22,NP_742232.1,41.50,5.68,30.22,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,21.47,25.13,NP_742233.1,55.50,4.72,25.13,
hypothetical protein CDS,PP_0064,34.34,40.20,NP_742234.1,31.50,7.55,40.20,
trkA CDS,PP_0065,26.25,30.72,NP_742235.1,105.00,5.77,30.72,trkA
rsmB CDS,PP_0066,6.68,7.82,NP_742236.1,25.50,1.47,7.82,rsmB
fmt CDS,PP_0067,8.10,9.48,NP_742237.1,22.00,1.78,9.48,fmt
def-I CDS,PP_0068,109.06,127.66,NP_742238.1,161.00,23.98,127.66,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,44.10,51.62,NP_742239.1,141.00,9.70,51.62,
tsaC CDS,PP_0070,100.94,118.15,NP_742240.1,164.00,22.19,118.15,tsaC
hypothetical protein CDS,PP_0071,30.94,36.22,NP_742241.2,30.00,6.80,36.22,
qor-I CDS,PP_0072,168.91,197.72,NP_742242.1,481.00,37.14,197.72,qor-I
hemF CDS,PP_0073,30.31,35.48,NP_742243.1,80.50,6.67,35.48,hemF
aroE CDS,PP_0074,26.43,30.94,NP_742244.1,63.50,5.81,30.94,aroE
choline sulfate transporter CDS,PP_0075,15.79,18.48,NP_742245.1,72.00,3.47,18.48,
choline betaine-binding protein CDS,PP_0076,121.54,142.27,NP_742246.2,327.00,26.72,142.27,
betC CDS,PP_0077,9.73,11.39,NP_742247.1,43.00,2.14,11.39,betC
transcriptional regulator CDS,PP_0079,14.50,16.97,NP_742249.1,38.00,3.19,16.97,
hypothetical protein CDS,PP_0080,45.01,52.69,NP_742250.1,81.00,9.90,52.69,
hypothetical protein CDS,PP_0081,104.33,122.12,NP_742251.1,113.00,22.94,122.12,
trpA CDS,PP_0082,37.52,43.92,NP_742252.1,88.50,8.25,43.92,trpA
trpB CDS,PP_0083,49.20,57.60,NP_742253.1,174.50,10.82,57.60,trpB
trpI CDS,PP_0084,50.73,59.38,NP_742254.1,132.50,11.15,59.38,trpI
hypothetical protein CDS,PP_0085,113.43,132.77,NP_742255.1,161.50,24.94,132.77,
hypothetical protein CDS,PP_0086,764.00,894.30,NP_742256.1,480.50,167.98,894.30,
hypothetical protein CDS,PP_0087,278.40,325.88,NP_742257.1,214.00,61.21,325.88,
alkanal monooxygenase CDS,PP_0088,40.15,47.00,NP_742258.1,117.50,8.83,47.00,
osmC CDS,PP_0089,16.12,18.87,NP_742259.1,20.00,3.55,18.87,osmC
hypothetical protein CDS,PP_0090,563.73,659.87,NP_742260.1,487.50,123.95,659.87,
putative lipoprotein CDS,PP_0091,743.71,870.55,NP_742261.1,896.50,163.52,870.55,
putative lipoprotein CDS,PP_0092,57.24,67.00,NP_742262.1,69.00,12.59,67.00,
zinc protease CDS,PP_0093,18.81,22.02,NP_742263.2,59.00,4.14,22.02,
5'-nucleotidase CDS,PP_0094,58.03,67.93,NP_742264.1,110.00,12.76,67.93,
hypothetical protein CDS,PP_0095,26.90,31.49,NP_742265.1,43.00,5.91,31.49,
prlC CDS,PP_0096,116.32,136.16,NP_742266.1,695.00,25.58,136.16,prlC
hypothetical protein CDS,PP_0097,108.39,126.88,NP_742267.1,89.00,23.83,126.88,
hypothetical protein CDS,PP_0098,37.50,43.90,NP_742268.1,19.00,8.25,43.90,
hypothetical protein CDS,PP_0099,17.51,20.50,NP_742269.1,54.00,3.85,20.50,
cynT CDS,PP_0100,213.70,250.14,NP_742270.1,448.00,46.99,250.14,cynT
sulfate transporter CDS,PP_0101,7.47,8.74,NP_742271.1,33.00,1.64,8.74,
cytochrome c oxidase subunit 2 CDS,PP_0103,814.91,953.89,NP_742273.1,2676.50,179.18,953.89,
ctaD CDS,PP_0104,690.13,807.82,NP_742274.1,3195.00,151.74,807.82,ctaD
cytochrome c oxidase assembly protein CDS,PP_0105,714.75,836.64,NP_742275.1,1180.00,157.15,836.64,
cytochrome c oxidase subunit 3 CDS,PP_0106,922.42,1079.73,NP_742276.1,2385.00,202.81,1079.73,
hypothetical protein CDS,PP_0107,448.38,524.85,NP_742277.2,963.50,98.59,524.85,
hypothetical protein CDS,PP_0108,459.40,537.75,NP_742278.1,778.50,101.01,537.75,
membrane protein CDS,PP_0109,612.95,717.48,NP_742279.1,1927.50,134.77,717.48,
CyoE-like protoheme IX farnesyltransferase CDS,PP_0110,389.73,456.20,NP_742280.1,1014.50,85.69,456.20,
electron transport protein SCO1/SenC CDS,PP_0111,252.29,295.32,NP_742281.1,465.00,55.47,295.32,
metQ CDS,PP_0112,93.77,109.76,NP_742282.1,210.50,20.62,109.76,metQ
metI CDS,PP_0113,36.80,43.07,NP_742283.1,72.00,8.09,43.07,metI
metN CDS,PP_0114,21.98,25.72,NP_742284.1,64.50,4.83,25.72,metN
katE CDS,PP_0115,11.58,13.55,NP_742285.1,72.00,2.55,13.55,katE
putative lipoprotein CDS,PP_0116,194.52,227.69,NP_742286.1,401.00,42.77,227.69,
znuB CDS,PP_0117,27.85,32.60,NP_742287.1,63.50,6.12,32.60,znuB
znuC CDS,PP_0118,62.12,72.72,NP_742288.1,140.00,13.66,72.72,znuC
zinc uptake regulation protein Zur CDS,PP_0119,83.03,97.19,NP_742289.2,117.50,18.26,97.19,
zinc ABC transporter CDS,PP_0120,91.81,107.47,NP_742290.1,243.00,20.19,107.47,
thrB CDS,PP_0121,87.21,102.09,NP_742291.1,241.50,19.18,102.09,thrB
hypothetical protein CDS,PP_0122,311.84,365.02,NP_742292.1,261.50,68.56,365.02,
polA CDS,PP_0123,31.62,37.01,NP_742293.1,253.00,6.95,37.01,polA
engB CDS,PP_0124,886.55,1037.74,NP_742294.1,1634.00,194.93,1037.74,engB
cytochrome c-type protein CDS,PP_0125,824.04,964.57,NP_742295.1,727.00,181.18,964.57,
cc CDS,PP_0126,402.91,471.62,NP_742296.1,725.00,88.59,471.62,cc
dsbA CDS,PP_0127,195.05,228.32,NP_742297.1,359.50,42.89,228.32,dsbA
hypothetical protein CDS,PP_0128,70.50,82.52,NP_742298.1,175.50,15.50,82.52,
GGDEF domain-containing protein CDS,PP_0129,28.35,33.19,NP_742299.1,160.00,6.23,33.19,
amiD CDS,PP_0130,64.42,75.41,NP_742300.1,148.00,14.16,75.41,amiD
membrane-anchored phosphodiesterase CDS,PP_0131,57.35,67.13,NP_742301.1,268.50,12.61,67.13,
kinB CDS,PP_0132,41.24,48.28,NP_742302.1,214.00,9.07,48.28,kinB
algB CDS,PP_0133,91.15,106.70,NP_742303.1,357.50,20.04,106.70,algB
hypothetical protein CDS,PP_0134,12.95,15.16,NP_742304.1,31.00,2.85,15.16,
hypothetical protein CDS,PP_0135,73.14,85.61,NP_742305.1,34.50,16.08,85.61,
hypothetical protein CDS,PP_0136,40.47,47.37,NP_742306.1,55.50,8.90,47.37,
gltP CDS,PP_0137,6.46,7.56,NP_742307.1,25.00,1.42,7.56,gltP
membrane protein CDS,PP_0138,27.36,32.03,NP_742308.1,98.00,6.02,32.03,
lipoprotein CDS,PP_0139,73.98,86.60,NP_742309.1,137.00,16.27,86.60,
hypothetical protein CDS,PP_0140,41.88,49.02,NP_742310.1,114.50,9.21,49.02,
ABC transporter ATP-binding protein CDS,PP_0141,45.75,53.55,NP_742311.1,105.50,10.06,53.55,
ABC transporter permease CDS,PP_0142,57.54,67.36,NP_742312.1,190.00,12.65,67.36,
membrane protein CDS,PP_0143,25.11,29.39,NP_742313.1,75.00,5.52,29.39,
insulinase family metalloprotease CDS,PP_0144,34.91,40.86,NP_742314.1,143.00,7.67,40.86,
yjbB CDS,PP_0145,86.74,101.53,NP_742315.1,419.00,19.07,101.53,yjbB
ygdQ CDS,PP_0146,37.44,43.83,NP_742316.1,87.00,8.23,43.83,ygdQ
citN CDS,PP_0147,27.31,31.96,NP_742317.1,104.00,6.00,31.96,citN
hypothetical protein CDS,PP_0148,176.39,206.47,NP_742318.1,208.00,38.78,206.47,
hypothetical protein CDS,PP_0149,9.92,11.61,NP_742319.1,56.50,2.18,11.61,
hypothetical protein CDS,PP_0150,49.75,58.24,NP_742320.1,46.50,10.94,58.24,
hypothetical protein CDS,PP_0151,33.88,39.65,NP_742321.1,29.00,7.45,39.65,
hypothetical protein CDS,PP_0152,689.59,807.19,NP_742322.1,765.00,151.62,807.19,
hypothetical protein CDS,PP_0153,50.88,59.56,NP_742323.1,32.00,11.19,59.56,
scpC CDS,PP_0154,23.91,27.98,NP_742324.1,104.00,5.26,27.98,scpC
pntB CDS,PP_0155,199.21,233.18,NP_742325.1,833.50,43.80,233.18,pntB
pntAA CDS,PP_0156,429.92,503.23,YP_009236895.1,1404.50,94.53,503.23,pntAA
gcdR CDS,PP_0157,28.06,32.84,NP_742326.1,75.00,6.17,32.84,gcdR
gcdH CDS,PP_0158,172.59,202.03,NP_742327.1,594.00,37.95,202.03,gcdH
family III CoA-transferase CDS,PP_0159,234.31,274.27,NP_742328.1,833.00,51.52,274.27,
ferrioxamine receptor CDS,PP_0160,21.82,25.54,NP_742329.1,158.00,4.80,25.54,
putative transmembrane sensor CDS,PP_0161,147.32,172.44,NP_742330.1,410.50,32.39,172.44,
ECF family RNA polymerase sigma-70 factor CDS,PP_0162,282.58,330.78,NP_742331.1,429.50,62.13,330.78,
transcriptional regulator CDS,PP_0163,38.82,45.45,NP_742332.1,78.00,8.54,45.45,
hypothetical protein CDS,PP_0164,36.18,42.35,NP_742333.2,73.00,7.95,42.35,
GGDEF domain-containing protein CDS,PP_0165,67.56,79.08,NP_742334.1,383.00,14.85,79.08,
HlyD family secretion protein CDS,PP_0166,134.18,157.07,NP_742335.1,538.00,29.50,157.07,
paxB CDS,PP_0167,126.10,147.61,NP_742336.1,792.00,27.73,147.61,paxB
putative surface adhesion protein CDS,PP_0168,401.60,470.09,NP_742337.1,30460.00,88.30,470.09,
TauD/TfdA family dioxygenase CDS,PP_0169,18.51,21.66,NP_742338.1,48.50,4.07,21.66,
ABC transporter substrate-binding protein CDS,PP_0170,4.88,5.71,NP_742339.1,14.50,1.07,5.71,
ABC transporter ATP-binding protein CDS,PP_0171,3.78,4.42,NP_742340.1,9.50,0.83,4.42,
ABC transporter permease CDS,PP_0172,20.07,23.50,NP_742341.1,50.50,4.41,23.50,
transcriptional factor-like protein CDS,PP_0173,100.31,117.41,NP_742342.1,184.00,22.05,117.41,
hypothetical protein CDS,PP_0174,88.48,103.57,NP_742343.1,211.00,19.45,103.57,
transcriptional regulator CDS,PP_0175,4.93,5.77,NP_742344.1,6.50,1.08,5.77,
putative efflux transporter CDS,PP_0176,8.47,9.92,NP_742345.1,51.50,1.86,9.92,
hypothetical protein CDS,PP_0177,8.87,10.38,NP_742346.1,5.50,1.95,10.38,
efflux pump CDS,PP_0178,4.31,5.05,NP_742347.1,11.00,0.95,5.05,
putative efflux transporter CDS,PP_0179,6.17,7.22,NP_742348.1,25.50,1.36,7.22,
cytochrome c family protein CDS,PP_0180,40.62,47.54,NP_742349.1,226.00,8.93,47.54,
hypothetical protein CDS,PP_0181,2599.55,3042.89,NP_742350.1,1862.00,571.57,3042.89,
hypothetical protein CDS,PP_0182,142.82,167.17,NP_742351.1,126.00,31.40,167.17,
glutathione S-transferase CDS,PP_0183,59.57,69.73,NP_742352.1,115.00,13.10,69.73,
argH CDS,PP_0184,82.75,96.86,NP_742353.1,339.00,18.19,96.86,argH
algR CDS,PP_0185,1283.75,1502.69,NP_742354.1,2781.00,282.26,1502.69,algR
hemC CDS,PP_0186,147.48,172.63,NP_742355.1,404.50,32.43,172.63,hemC
hemD CDS,PP_0187,94.36,110.45,NP_742356.1,211.00,20.75,110.45,hemD
uroporphyrin-III C-methyltransferase CDS,PP_0188,219.07,256.43,NP_742357.1,719.50,48.17,256.43,
heme biosynthesis protein CDS,PP_0189,148.58,173.91,NP_742358.1,536.00,32.67,173.91,
disulfide bond formation protein B CDS,PP_0190,35.22,41.23,NP_742359.1,52.00,7.74,41.23,
algQ CDS,PP_0191,848.76,993.51,NP_742360.1,1164.00,186.62,993.51,algQ
fkl CDS,PP_0192,246.57,288.63,NP_742361.1,476.00,54.21,288.63,fkl
algP CDS,PP_0194,1678.19,1964.39,NP_742363.1,4837.50,368.99,1964.39,algP
hypothetical protein CDS,PP_0195,176.73,206.87,NP_742364.1,247.00,38.86,206.87,
yheS CDS,PP_0196,17.43,20.41,NP_742365.1,97.00,3.83,20.41,yheS
hypothetical protein CDS,PP_0197,18.98,22.22,NP_742366.1,32.50,4.17,22.22,
putative transporter CDS,PP_0198,218.92,256.26,NP_742367.1,403.50,48.14,256.26,
qmcA CDS,PP_0199,41.38,48.44,NP_742368.1,90.00,9.10,48.44,qmcA
nfeD CDS,PP_0200,50.36,58.94,NP_742369.1,197.50,11.07,58.94,nfeD
hypothetical protein CDS,PP_0201,556.70,651.64,NP_742370.1,797.50,122.40,651.64,
CBS domain-containing protein CDS,PP_0202,1289.48,1509.39,NP_742371.1,1644.50,283.52,1509.39,
dipeptidase CDS,PP_0203,79.16,92.67,NP_742372.1,399.00,17.41,92.67,
GntR family transcriptional regulator CDS,PP_0204,5.27,6.16,NP_742373.1,11.50,1.16,6.16,
oxidoreductase CDS,PP_0205,6.07,7.11,NP_742374.1,30.50,1.34,7.11,
4Fe-4S ferredoxin CDS,PP_0206,4.19,4.90,NP_742375.1,3.00,0.92,4.90,
nitrate ABC transporter substrate-binding protein CDS,PP_0207,5.61,6.57,NP_742376.1,23.00,1.23,6.57,
nitrate ABC transporter permease CDS,PP_0208,3.07,3.59,NP_742377.1,7.00,0.68,3.59,
tauB-I CDS,PP_0209,10.08,11.80,NP_742378.1,25.00,2.22,11.80,tauB-I
phycobiliprotein CDS,PP_0210,3.20,3.75,NP_742379.1,9.00,0.70,3.75,
hypothetical protein CDS,PP_0211,9.74,11.40,NP_742380.1,8.00,2.14,11.40,
gabD-I CDS,PP_0213,236.58,276.92,NP_742381.1,994.00,52.02,276.92,gabD-I
gabT CDS,PP_0214,168.23,196.92,NP_742382.1,626.00,36.99,196.92,gabT
two-component system response regulator CDS,PP_0215,698.06,817.11,NP_742383.1,2561.00,153.48,817.11,
sensory box/GGDEF family protein CDS,PP_0216,55.07,64.46,NP_742384.2,165.00,12.11,64.46,
desA CDS,PP_0217,70.43,82.44,NP_742385.1,243.00,15.48,82.44,desA
sensory box protein CDS,PP_0218,17.39,20.36,NP_742386.1,96.00,3.82,20.36,
metP CDS,PP_0219,7.99,9.35,NP_742387.1,15.00,1.76,9.35,metP
metNB CDS,PP_0220,3.40,3.98,NP_742388.1,11.00,0.75,3.98,metNB
