Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,256.65,320.34,NP_742171.1,815.00,70.48,320.34,parB
parA CDS,PP_0002,403.17,503.22,NP_742172.1,1161.50,110.72,503.22,parA
rsmG CDS,PP_0003,339.10,423.25,NP_742173.1,803.00,93.13,423.25,rsmG
trmF CDS,PP_0004,304.27,379.78,NP_742174.1,2098.50,83.56,379.78,trmF
trmE CDS,PP_0005,53.34,66.57,NP_742175.1,266.00,14.65,66.57,trmE
oxaA CDS,PP_0006,422.58,527.45,NP_742176.1,2587.00,116.05,527.45,oxaA
yidD CDS,PP_0007,734.78,917.12,NP_742177.1,657.50,201.79,917.12,yidD
rnpA CDS,PP_0008,1400.70,1748.30,NP_742178.1,2063.50,384.67,1748.30,rnpA
rpmH CDS,PP_0009,3950.60,4930.99,NP_742179.1,1940.00,1084.94,4930.99,rpmH
dnaA CDS,PP_0010,366.64,457.63,NP_742180.1,2028.50,100.69,457.63,dnaA
dnaN CDS,PP_0011,371.90,464.20,NP_742181.1,1493.50,102.14,464.20,dnaN
recF CDS,PP_0012,274.91,343.14,NP_742182.1,1104.00,75.50,343.14,recF
gyrB CDS,PP_0013,366.55,457.51,NP_742183.1,3228.00,100.66,457.51,gyrB
transposase CDS,PP_0014,5.47,6.83,NP_742184.2,39.00,1.50,6.83,
transposon protein CDS,PP_0015,13.17,16.44,NP_742185.1,46.00,3.62,16.44,
hypothetical protein CDS,PP_0016,22.37,27.92,NP_742186.1,156.00,6.14,27.92,
transcriptional regulator CDS,PP_0017,214.58,267.84,NP_742187.1,281.00,58.93,267.84,
hypothetical protein CDS,PP_0018,165.67,206.78,NP_742188.1,508.00,45.50,206.78,
hypothetical protein CDS,PP_0019,229.29,286.19,NP_742189.1,583.00,62.97,286.19,
hypothetical protein CDS,PP_0020,148.75,185.67,NP_742190.1,474.00,40.85,185.67,
hypothetical protein CDS,PP_0021,48.20,60.16,NP_742191.1,162.00,13.24,60.16,
hypothetical protein CDS,PP_0022,51.65,64.47,NP_742192.2,31.00,14.18,64.47,
hypothetical protein CDS,PP_0023,85.24,106.40,NP_742193.1,40.00,23.41,106.40,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.78,2.22,NP_742194.1,11.00,0.49,2.22,
hypothetical protein CDS,PP_0025,16.17,20.18,NP_742195.1,9.00,4.44,20.18,
cobalt/cadmium/zinc exporter CDS,PP_0026,37.47,46.77,NP_742196.1,123.50,10.29,46.77,
membrane protein CDS,PP_0027,11.84,14.78,NP_742197.1,19.00,3.25,14.78,
hypothetical protein CDS,PP_0028,2.10,2.62,NP_742198.1,2.50,0.58,2.62,
czcR-I CDS,PP_0029,24.23,30.25,NP_742199.1,59.50,6.66,30.25,czcR-I
czrSA CDS,PP_0030,19.86,24.79,NP_742200.1,102.50,5.45,24.79,czrSA
hypothetical protein CDS,PP_0031,2.81,3.50,NP_742201.1,6.00,0.77,3.50,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.65,9.55,NP_742203.1,40.50,2.10,9.55,
bactoprenol glycosyl-transferase CDS,PP_0034,4.47,5.58,NP_742204.1,16.00,1.23,5.58,
bactoprenol-linked glycose transferase CDS,PP_0035,4.91,6.13,NP_742205.1,7.50,1.35,6.13,
transcriptional regulator CDS,PP_0036,1.13,1.42,NP_742206.1,4.00,0.31,1.42,
oprP CDS,PP_0037,5.33,6.65,NP_742207.1,25.00,1.46,6.65,oprP
hypothetical protein CDS,PP_0039,27.60,34.45,NP_742209.1,103.00,7.58,34.45,
hypothetical protein CDS,PP_0040,87.97,109.80,NP_742210.1,72.00,24.16,109.80,
cadA-I CDS,PP_0041,7.57,9.45,NP_742211.1,55.00,2.08,9.45,cadA-I
hypothetical protein CDS,PP_0042,3.39,4.24,NP_742212.2,4.00,0.93,4.24,
czcA-I CDS,PP_0043,5.65,7.05,NP_742213.1,65.00,1.55,7.05,czcA-I
czcB-I CDS,PP_0044,8.57,10.70,NP_742214.1,39.00,2.35,10.70,czcB-I
czcC-I CDS,PP_0045,6.48,8.09,NP_742215.1,30.00,1.78,8.09,czcC-I
opdT-I CDS,PP_0046,4.30,5.36,NP_742216.1,21.00,1.18,5.36,opdT-I
czcR-II CDS,PP_0047,2.44,3.05,NP_742217.1,6.00,0.67,3.05,czcR-II
hypothetical protein CDS,PP_0048,1.70,2.12,NP_742218.1,2.00,0.47,2.12,
hypothetical protein CDS,PP_0049,31.01,38.71,NP_742219.1,165.50,8.52,38.71,
hypothetical protein CDS,PP_0050,23.58,29.44,NP_742220.1,35.00,6.48,29.44,
sigma-54 dependent transcriptional regulator CDS,PP_0051,46.35,57.85,NP_742221.1,218.00,12.73,57.85,
beta-lactamase domain-containing protein CDS,PP_0052,82.78,103.33,NP_742222.1,266.50,22.73,103.33,
sulfide:quinone oxidoreductase CDS,PP_0053,65.32,81.53,NP_742223.1,301.50,17.94,81.53,
membrane protein CDS,PP_0054,42.45,52.99,NP_742224.1,132.50,11.66,52.99,
