Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,365.93,459.21,NP_742171.1,41.50,3.53,459.21,parB
parA CDS,PP_0002,272.15,341.52,NP_742172.1,28.00,2.63,341.52,parA
rsmG CDS,PP_0003,366.56,460.00,NP_742173.1,31.00,3.54,460.00,rsmG
trmF CDS,PP_0004,184.73,231.82,NP_742174.1,45.50,1.78,231.82,trmF
trmE CDS,PP_0005,11.23,14.09,NP_742175.1,2.00,0.11,14.09,trmE
oxaA CDS,PP_0006,224.12,281.25,NP_742176.1,49.00,2.16,281.25,oxaA
yidD CDS,PP_0007,594.55,746.10,NP_742177.1,19.00,5.74,746.10,yidD
rnpA CDS,PP_0008,874.32,1097.19,NP_742178.1,46.00,8.44,1097.19,rnpA
rpmH CDS,PP_0009,2337.86,2933.80,NP_742179.1,41.00,22.57,2933.80,rpmH
dnaA CDS,PP_0010,306.19,384.24,NP_742180.1,60.50,2.96,384.24,dnaA
dnaN CDS,PP_0011,271.93,341.25,NP_742181.1,39.00,2.63,341.25,dnaN
recF CDS,PP_0012,261.47,328.13,NP_742182.1,37.50,2.52,328.13,recF
gyrB CDS,PP_0013,330.68,414.97,NP_742183.1,104.00,3.19,414.97,gyrB
transposase CDS,PP_0014,3.93,4.93,NP_742184.2,1.00,0.04,4.93,
transposon protein CDS,PP_0015,32.07,40.25,NP_742185.1,4.00,0.31,40.25,
hypothetical protein CDS,PP_0016,12.05,15.12,NP_742186.1,3.00,0.12,15.12,
transcriptional regulator CDS,PP_0017,128.30,161.00,NP_742187.1,6.00,1.24,161.00,
hypothetical protein CDS,PP_0018,401.78,504.20,NP_742188.1,44.00,3.88,504.20,
hypothetical protein CDS,PP_0019,605.69,760.09,NP_742189.1,55.00,5.85,760.09,
hypothetical protein CDS,PP_0020,307.56,385.96,NP_742190.1,35.00,2.97,385.96,
hypothetical protein CDS,PP_0021,83.31,104.55,NP_742191.1,10.00,0.80,104.55,
hypothetical protein CDS,PP_0022,0.00,0.00,NP_742192.2,0.00,0.00,0.00,
hypothetical protein CDS,PP_0023,1790.19,2246.53,NP_742193.1,30.00,17.29,2246.53,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,25.49,31.99,NP_742196.1,3.00,0.25,31.99,
membrane protein CDS,PP_0027,0.00,0.00,NP_742197.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0028,23.54,29.54,NP_742198.1,1.00,0.23,29.54,
czcR-I CDS,PP_0029,39.91,50.09,NP_742199.1,3.50,0.39,50.09,czcR-I
czrSA CDS,PP_0030,8.14,10.21,NP_742200.1,1.50,0.08,10.21,czrSA
hypothetical protein CDS,PP_0031,13.09,16.43,NP_742201.1,1.00,0.13,16.43,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,0.00,0.00,NP_742203.1,0.00,0.00,0.00,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,0.00,0.00,NP_742207.1,0.00,0.00,0.00,oprP
hypothetical protein CDS,PP_0039,15.01,18.83,NP_742209.1,2.00,0.14,18.83,
hypothetical protein CDS,PP_0040,205.28,257.60,NP_742210.1,6.00,1.98,257.60,
cadA-I CDS,PP_0041,15.41,19.34,NP_742211.1,4.00,0.15,19.34,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,4.87,6.11,NP_742213.1,2.00,0.05,6.11,czcA-I
czcB-I CDS,PP_0044,0.00,0.00,NP_742214.1,0.00,0.00,0.00,czcB-I
czcC-I CDS,PP_0045,0.00,0.00,NP_742215.1,0.00,0.00,0.00,czcC-I
opdT-I CDS,PP_0046,0.00,0.00,NP_742216.1,0.00,0.00,0.00,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,28.86,36.22,NP_742219.1,5.50,0.28,36.22,
hypothetical protein CDS,PP_0050,37.73,47.35,NP_742220.1,2.00,0.36,47.35,
sigma-54 dependent transcriptional regulator CDS,PP_0051,41.67,52.30,NP_742221.1,7.00,0.40,52.30,
