Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,396.21,520.89,NP_742171.1,75.00,6.28,520.89,parB
parA CDS,PP_0002,346.47,455.50,NP_742172.1,59.50,5.49,455.50,parA
rsmG CDS,PP_0003,502.98,661.26,NP_742173.1,71.00,7.98,661.26,rsmG
trmF CDS,PP_0004,271.21,356.56,NP_742174.1,111.50,4.30,356.56,trmF
trmE CDS,PP_0005,50.46,66.34,NP_742175.1,15.00,0.80,66.34,trmE
oxaA CDS,PP_0006,357.60,470.14,NP_742176.1,130.50,5.67,470.14,oxaA
yidD CDS,PP_0007,403.07,529.91,NP_742177.1,21.50,6.39,529.91,yidD
rnpA CDS,PP_0008,1491.73,1961.16,NP_742178.1,131.00,23.66,1961.16,rnpA
rpmH CDS,PP_0009,3074.56,4042.09,NP_742179.1,90.00,48.76,4042.09,rpmH
dnaA CDS,PP_0010,406.30,534.16,NP_742180.1,134.00,6.44,534.16,dnaA
dnaN CDS,PP_0011,275.71,362.47,NP_742181.1,66.00,4.37,362.47,dnaN
recF CDS,PP_0012,256.91,337.76,NP_742182.1,61.50,4.07,337.76,recF
gyrB CDS,PP_0013,408.61,537.19,NP_742183.1,214.50,6.48,537.19,gyrB
transposase CDS,PP_0014,9.42,12.38,NP_742184.2,4.00,0.15,12.38,
transposon protein CDS,PP_0015,4.80,6.32,NP_742185.1,1.00,0.08,6.32,
hypothetical protein CDS,PP_0016,28.87,37.95,NP_742186.1,12.00,0.46,37.95,
transcriptional regulator CDS,PP_0017,230.59,303.16,NP_742187.1,18.00,3.66,303.16,
hypothetical protein CDS,PP_0018,240.71,316.46,NP_742188.1,44.00,3.82,316.46,
hypothetical protein CDS,PP_0019,227.62,299.25,NP_742189.1,34.50,3.61,299.25,
hypothetical protein CDS,PP_0020,144.78,190.34,NP_742190.1,27.50,2.30,190.34,
hypothetical protein CDS,PP_0021,94.83,124.67,NP_742191.1,19.00,1.50,124.67,
hypothetical protein CDS,PP_0022,111.80,146.99,NP_742192.2,4.00,1.77,146.99,
hypothetical protein CDS,PP_0023,429.01,564.01,NP_742193.1,12.00,6.80,564.01,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,60.29,79.26,NP_742195.1,2.00,0.96,79.26,
cobalt/cadmium/zinc exporter CDS,PP_0026,71.26,93.69,NP_742196.1,14.00,1.13,93.69,
membrane protein CDS,PP_0027,0.00,0.00,NP_742197.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,20.50,26.95,NP_742199.1,3.00,0.33,26.95,czcR-I
czrSA CDS,PP_0030,16.25,21.36,NP_742200.1,5.00,0.26,21.36,czrSA
hypothetical protein CDS,PP_0031,15.69,20.62,NP_742201.1,2.00,0.25,20.62,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,6.34,8.33,NP_742203.1,2.00,0.10,8.33,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,4.76,6.26,NP_742206.1,1.00,0.08,6.26,
oprP CDS,PP_0037,17.88,23.50,NP_742207.1,5.00,0.28,23.50,oprP
hypothetical protein CDS,PP_0039,31.46,41.37,NP_742209.1,7.00,0.50,41.37,
hypothetical protein CDS,PP_0040,225.47,296.42,NP_742210.1,11.00,3.58,296.42,
cadA-I CDS,PP_0041,9.23,12.14,NP_742211.1,4.00,0.15,12.14,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,7.29,9.59,NP_742213.1,5.00,0.12,9.59,czcA-I
czcB-I CDS,PP_0044,22.12,29.08,NP_742214.1,6.00,0.35,29.08,czcB-I
czcC-I CDS,PP_0045,3.63,4.77,NP_742215.1,1.00,0.06,4.77,czcC-I
opdT-I CDS,PP_0046,6.86,9.02,NP_742216.1,2.00,0.11,9.02,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,34.58,45.46,NP_742219.1,11.00,0.55,45.46,
hypothetical protein CDS,PP_0050,33.91,44.58,NP_742220.1,3.00,0.54,44.58,
sigma-54 dependent transcriptional regulator CDS,PP_0051,49.93,65.65,NP_742221.1,14.00,0.79,65.65,
beta-lactamase domain-containing protein CDS,PP_0052,130.28,171.28,NP_742222.1,25.00,2.07,171.28,
sulfide:quinone oxidoreductase CDS,PP_0053,47.25,62.11,NP_742223.1,13.00,0.75,62.11,
membrane protein CDS,PP_0054,16.13,21.20,NP_742224.1,3.00,0.26,21.20,
transcriptional regulator CDS,PP_0055,88.29,116.07,NP_742225.1,17.00,1.40,116.07,
betA-I CDS,PP_0056,33.48,44.02,NP_742226.1,12.00,0.53,44.02,betA-I
major facilitator family transporter CDS,PP_0057,8.54,11.23,NP_742227.1,3.00,0.14,11.23,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,55.74,73.28,NP_742228.1,9.50,0.88,73.28,
gmhB CDS,PP_0059,91.71,120.57,NP_742229.1,10.50,1.45,120.57,gmhB
glyS CDS,PP_0060,223.30,293.57,NP_742230.1,99.50,3.54,293.57,glyS
glyQ CDS,PP_0061,342.97,450.90,NP_742231.1,70.50,5.44,450.90,glyQ
tag CDS,PP_0062,133.68,175.74,NP_742232.1,16.00,2.12,175.74,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,114.26,150.21,NP_742233.1,22.00,1.81,150.21,
hypothetical protein CDS,PP_0064,80.52,105.86,NP_742234.1,5.50,1.28,105.86,
trkA CDS,PP_0065,97.34,127.97,NP_742235.1,29.00,1.54,127.97,trkA
rsmB CDS,PP_0066,59.80,78.62,NP_742236.1,17.00,0.95,78.62,rsmB
fmt CDS,PP_0067,46.96,61.74,NP_742237.1,9.50,0.74,61.74,fmt
def-I CDS,PP_0068,209.22,275.05,NP_742238.1,23.00,3.32,275.05,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,8.40,11.04,NP_742239.1,2.00,0.13,11.04,
tsaC CDS,PP_0070,99.18,130.39,NP_742240.1,12.00,1.57,130.39,tsaC
hypothetical protein CDS,PP_0071,41.55,54.62,NP_742241.2,3.00,0.66,54.62,
qor-I CDS,PP_0072,268.79,353.37,NP_742242.1,57.00,4.26,353.37,qor-I
hemF CDS,PP_0073,96.08,126.32,NP_742243.1,19.00,1.52,126.32,hemF
aroE CDS,PP_0074,33.54,44.10,NP_742244.1,6.00,0.53,44.10,aroE
choline sulfate transporter CDS,PP_0075,17.67,23.23,NP_742245.1,6.00,0.28,23.23,
choline betaine-binding protein CDS,PP_0076,44.92,59.06,NP_742246.2,9.00,0.71,59.06,
betC CDS,PP_0077,15.19,19.97,NP_742247.1,5.00,0.24,19.97,betC
transcriptional regulator CDS,PP_0079,5.12,6.74,NP_742249.1,1.00,0.08,6.74,
hypothetical protein CDS,PP_0080,18.66,24.53,NP_742250.1,2.50,0.30,24.53,
hypothetical protein CDS,PP_0081,55.79,73.34,NP_742251.1,4.50,0.88,73.34,
trpA CDS,PP_0082,62.63,82.34,NP_742252.1,11.00,0.99,82.34,trpA
trpB CDS,PP_0083,181.75,238.94,NP_742253.1,48.00,2.88,238.94,trpB
trpI CDS,PP_0084,23.14,30.42,NP_742254.1,4.50,0.37,30.42,trpI
hypothetical protein CDS,PP_0085,231.06,303.78,NP_742255.1,24.50,3.66,303.78,
hypothetical protein CDS,PP_0086,234.86,308.77,NP_742256.1,11.00,3.72,308.77,
hypothetical protein CDS,PP_0087,174.69,229.66,NP_742257.1,10.00,2.77,229.66,
alkanal monooxygenase CDS,PP_0088,100.96,132.73,NP_742258.1,22.00,1.60,132.73,
osmC CDS,PP_0089,140.74,185.03,NP_742259.1,13.00,2.23,185.03,osmC
hypothetical protein CDS,PP_0090,357.15,469.54,NP_742260.1,23.00,5.66,469.54,
putative lipoprotein CDS,PP_0091,144.82,190.39,NP_742261.1,13.00,2.30,190.39,
putative lipoprotein CDS,PP_0092,77.98,102.52,NP_742262.1,7.00,1.24,102.52,
zinc protease CDS,PP_0093,29.97,39.41,NP_742263.2,7.00,0.48,39.41,
5'-nucleotidase CDS,PP_0094,141.68,186.27,NP_742264.1,20.00,2.25,186.27,
hypothetical protein CDS,PP_0095,58.80,77.31,NP_742265.1,7.00,0.93,77.31,
prlC CDS,PP_0096,353.98,465.37,NP_742266.1,157.50,5.61,465.37,prlC
hypothetical protein CDS,PP_0097,367.97,483.76,NP_742267.1,22.50,5.84,483.76,
hypothetical protein CDS,PP_0098,79.51,104.54,NP_742268.1,3.00,1.26,104.54,
hypothetical protein CDS,PP_0099,4.35,5.73,NP_742269.1,1.00,0.07,5.73,
cynT CDS,PP_0100,973.61,1280.00,NP_742270.1,152.00,15.44,1280.00,cynT
sulfate transporter CDS,PP_0101,48.61,63.91,NP_742271.1,16.00,0.77,63.91,
cytochrome c oxidase subunit 2 CDS,PP_0103,12.27,16.13,NP_742273.1,3.00,0.19,16.13,
ctaD CDS,PP_0104,11.60,15.25,NP_742274.1,4.00,0.18,15.25,ctaD
cytochrome c oxidase assembly protein CDS,PP_0105,16.27,21.39,NP_742275.1,2.00,0.26,21.39,
cytochrome c oxidase subunit 3 CDS,PP_0106,10.39,13.66,NP_742276.1,2.00,0.16,13.66,
hypothetical protein CDS,PP_0107,6.25,8.22,NP_742277.2,1.00,0.10,8.22,
hypothetical protein CDS,PP_0108,7.92,10.42,NP_742278.1,1.00,0.13,10.42,
membrane protein CDS,PP_0109,0.00,0.00,NP_742279.1,0.00,0.00,0.00,
CyoE-like protoheme IX farnesyltransferase CDS,PP_0110,20.63,27.13,NP_742280.1,4.00,0.33,27.13,
electron transport protein SCO1/SenC CDS,PP_0111,131.14,172.41,NP_742281.1,18.00,2.08,172.41,
metQ CDS,PP_0112,269.17,353.88,NP_742282.1,45.00,4.27,353.88,metQ
metI CDS,PP_0113,72.06,94.74,NP_742283.1,10.50,1.14,94.74,metI
metN CDS,PP_0114,84.64,111.28,NP_742284.1,18.50,1.34,111.28,metN
katE CDS,PP_0115,56.14,73.80,NP_742285.1,26.00,0.89,73.80,katE
putative lipoprotein CDS,PP_0116,45.60,59.95,NP_742286.1,7.00,0.72,59.95,
znuB CDS,PP_0117,29.45,38.72,NP_742287.1,5.00,0.47,38.72,znuB
znuC CDS,PP_0118,23.83,31.33,NP_742288.1,4.00,0.38,31.33,znuC
zinc uptake regulation protein Zur CDS,PP_0119,104.38,137.23,NP_742289.2,11.00,1.66,137.23,
zinc ABC transporter CDS,PP_0120,76.10,100.05,NP_742290.1,15.00,1.21,100.05,
thrB CDS,PP_0121,82.44,108.38,NP_742291.1,17.00,1.31,108.38,thrB
hypothetical protein CDS,PP_0122,208.17,273.68,NP_742292.1,13.00,3.30,273.68,
polA CDS,PP_0123,104.05,136.80,NP_742293.1,62.00,1.65,136.80,polA
engB CDS,PP_0124,153.00,201.15,NP_742294.1,21.00,2.43,201.15,engB
cytochrome c-type protein CDS,PP_0125,555.55,730.38,NP_742295.1,36.50,8.81,730.38,
cc CDS,PP_0126,115.67,152.07,NP_742296.1,15.50,1.83,152.07,cc
dsbA CDS,PP_0127,378.86,498.08,NP_742297.1,52.00,6.01,498.08,dsbA
hypothetical protein CDS,PP_0128,80.91,106.37,NP_742298.1,15.00,1.28,106.37,
GGDEF domain-containing protein CDS,PP_0129,52.35,68.83,NP_742299.1,22.00,0.83,68.83,
amiD CDS,PP_0130,46.76,61.48,NP_742300.1,8.00,0.74,61.48,amiD
membrane-anchored phosphodiesterase CDS,PP_0131,17.21,22.62,NP_742301.1,6.00,0.27,22.62,
kinB CDS,PP_0132,71.17,93.57,NP_742302.1,27.50,1.13,93.57,kinB
algB CDS,PP_0133,142.09,186.80,NP_742303.1,41.50,2.25,186.80,algB
