Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,221.41,293.50,NP_742171.1,99.50,8.24,293.50,parB
parA CDS,PP_0002,273.49,362.53,NP_742172.1,111.50,10.18,362.53,parA
rsmG CDS,PP_0003,449.10,595.32,NP_742173.1,150.50,16.71,595.32,rsmG
trmF CDS,PP_0004,281.25,372.82,NP_742174.1,274.50,10.47,372.82,trmF
trmE CDS,PP_0005,48.18,63.86,NP_742175.1,34.00,1.79,63.86,trmE
oxaA CDS,PP_0006,353.78,468.97,NP_742176.1,306.50,13.16,468.97,oxaA
yidD CDS,PP_0007,481.71,638.55,NP_742177.1,61.00,17.92,638.55,yidD
rnpA CDS,PP_0008,1659.62,2199.98,NP_742178.1,346.00,61.75,2199.98,rnpA
rpmH CDS,PP_0009,2467.85,3271.35,NP_742179.1,171.50,91.83,3271.35,rpmH
dnaA CDS,PP_0010,469.37,622.19,NP_742180.1,367.50,17.47,622.19,dnaA
dnaN CDS,PP_0011,343.13,454.84,NP_742181.1,195.00,12.77,454.84,dnaN
recF CDS,PP_0012,219.07,290.40,NP_742182.1,124.50,8.15,290.40,recF
gyrB CDS,PP_0013,485.46,643.51,NP_742183.1,605.00,18.06,643.51,gyrB
transposase CDS,PP_0014,4.46,5.92,NP_742184.2,4.50,0.17,5.92,
transposon protein CDS,PP_0015,29.34,38.89,NP_742185.1,14.50,1.09,38.89,
hypothetical protein CDS,PP_0016,19.76,26.19,NP_742186.1,19.50,0.74,26.19,
transcriptional regulator CDS,PP_0017,196.96,261.09,NP_742187.1,36.50,7.33,261.09,
hypothetical protein CDS,PP_0018,255.79,339.07,NP_742188.1,111.00,9.52,339.07,
hypothetical protein CDS,PP_0019,283.47,375.77,NP_742189.1,102.00,10.55,375.77,
hypothetical protein CDS,PP_0020,212.89,282.20,NP_742190.1,96.00,7.92,282.20,
hypothetical protein CDS,PP_0021,65.17,86.39,NP_742191.1,31.00,2.43,86.39,
hypothetical protein CDS,PP_0022,129.51,171.67,NP_742192.2,11.00,4.82,171.67,
hypothetical protein CDS,PP_0023,286.12,379.28,NP_742193.1,19.00,10.65,379.28,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.29,3.03,NP_742194.1,2.00,0.09,3.03,
hypothetical protein CDS,PP_0025,25.39,33.66,NP_742195.1,2.00,0.94,33.66,
