Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,38.99,45.20,NP_742171.1,87.00,7.53,45.20,parB
parA CDS,PP_0002,83.98,97.35,NP_742172.1,170.00,16.22,97.35,parA
rsmG CDS,PP_0003,48.98,56.78,NP_742173.1,81.50,9.46,56.78,rsmG
trmF CDS,PP_0004,53.76,62.31,NP_742174.1,260.50,10.38,62.31,trmF
trmE CDS,PP_0005,134.98,156.47,NP_742175.1,473.00,26.07,156.47,trmE
oxaA CDS,PP_0006,13.72,15.90,NP_742176.1,59.00,2.65,15.90,oxaA
yidD CDS,PP_0007,34.19,39.64,NP_742177.1,21.50,6.60,39.64,yidD
rnpA CDS,PP_0008,28.50,33.03,NP_742178.1,29.50,5.50,33.03,rnpA
rpmH CDS,PP_0009,84.05,97.42,NP_742179.1,29.00,16.23,97.42,rpmH
dnaA CDS,PP_0010,50.93,59.04,NP_742180.1,198.00,9.84,59.04,dnaA
dnaN CDS,PP_0011,50.50,58.54,NP_742181.1,142.50,9.75,58.54,dnaN
recF CDS,PP_0012,58.65,67.99,NP_742182.1,165.50,11.33,67.99,recF
gyrB CDS,PP_0013,26.83,31.10,NP_742183.1,166.00,5.18,31.10,gyrB
transposase CDS,PP_0014,8.19,9.49,NP_742184.2,41.00,1.58,9.49,
transposon protein CDS,PP_0015,12.23,14.17,NP_742185.1,30.00,2.36,14.17,
hypothetical protein CDS,PP_0016,32.86,38.09,NP_742186.1,161.00,6.35,38.09,
transcriptional regulator CDS,PP_0017,121.72,141.10,NP_742187.1,112.00,23.51,141.10,
hypothetical protein CDS,PP_0018,357.14,413.99,NP_742188.1,769.50,68.97,413.99,
hypothetical protein CDS,PP_0019,1166.48,1352.16,NP_742189.1,2084.00,225.25,1352.16,
hypothetical protein CDS,PP_0020,421.85,488.99,NP_742190.1,944.50,81.46,488.99,
hypothetical protein CDS,PP_0021,17.36,20.12,NP_742191.1,41.00,3.35,20.12,
