Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,55.49,74.25,NP_742171.1,8.50,0.73,74.25,parB
parA CDS,PP_0002,61.17,81.84,NP_742172.1,8.50,0.81,81.84,parA
rsmG CDS,PP_0003,144.46,193.28,NP_742173.1,16.50,1.90,193.28,rsmG
trmF CDS,PP_0004,22.55,30.17,NP_742174.1,7.50,0.30,30.17,trmF
trmE CDS,PP_0005,70.67,94.56,NP_742175.1,17.00,0.93,94.56,trmE
oxaA CDS,PP_0006,6.77,9.06,NP_742176.1,2.00,0.09,9.06,oxaA
yidD CDS,PP_0007,23.17,31.00,NP_742177.1,1.00,0.31,31.00,yidD
rnpA CDS,PP_0008,21.11,28.24,NP_742178.1,1.50,0.28,28.24,rnpA
rpmH CDS,PP_0009,21.11,28.24,NP_742179.1,0.50,0.28,28.24,rpmH
dnaA CDS,PP_0010,37.47,50.14,NP_742180.1,10.00,0.49,50.14,dnaA
dnaN CDS,PP_0011,61.95,82.89,NP_742181.1,12.00,0.82,82.89,dnaN
recF CDS,PP_0012,43.88,58.71,NP_742182.1,8.50,0.58,58.71,recF
gyrB CDS,PP_0013,43.55,58.27,NP_742183.1,18.50,0.57,58.27,gyrB
transposase CDS,PP_0014,11.64,15.57,NP_742184.2,4.00,0.15,15.57,
transposon protein CDS,PP_0015,41.56,55.61,NP_742185.1,7.00,0.55,55.61,
hypothetical protein CDS,PP_0016,32.70,43.76,NP_742186.1,11.00,0.43,43.76,
transcriptional regulator CDS,PP_0017,110.82,148.28,NP_742187.1,7.00,1.46,148.28,
hypothetical protein CDS,PP_0018,361.72,483.97,NP_742188.1,53.50,4.77,483.97,
hypothetical protein CDS,PP_0019,1598.16,2138.32,NP_742189.1,196.00,21.07,2138.32,
hypothetical protein CDS,PP_0020,901.13,1205.70,NP_742190.1,138.50,11.88,1205.70,
hypothetical protein CDS,PP_0021,12.34,16.51,NP_742191.1,2.00,0.16,16.51,
hypothetical protein CDS,PP_0022,103.63,138.65,NP_742192.2,3.00,1.37,138.65,
hypothetical protein CDS,PP_0023,5920.47,7921.54,NP_742193.1,134.00,78.07,7921.54,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,100.65,134.67,NP_742196.1,16.00,1.33,134.67,
membrane protein CDS,PP_0027,25.85,34.58,NP_742197.1,2.00,0.34,34.58,
hypothetical protein CDS,PP_0028,17.43,23.32,NP_742198.1,1.00,0.23,23.32,
czcR-I CDS,PP_0029,80.22,107.33,NP_742199.1,9.50,1.06,107.33,czcR-I
czrSA CDS,PP_0030,50.21,67.18,NP_742200.1,12.50,0.66,67.18,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,77.02,103.05,NP_742202.1,3.00,1.02,103.05,
undecaprenyl-glycosyl transferase CDS,PP_0033,3.92,5.24,NP_742203.1,1.00,0.05,5.24,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,4.42,5.91,NP_742207.1,1.00,0.06,5.91,oprP
hypothetical protein CDS,PP_0039,55.55,74.33,NP_742209.1,10.00,0.73,74.33,
hypothetical protein CDS,PP_0040,354.64,474.50,NP_742210.1,14.00,4.68,474.50,
cadA-I CDS,PP_0041,8.56,11.45,NP_742211.1,3.00,0.11,11.45,cadA-I
hypothetical protein CDS,PP_0042,17.59,23.54,NP_742212.2,1.00,0.23,23.54,
czcA-I CDS,PP_0043,7.21,9.65,NP_742213.1,4.00,0.10,9.65,czcA-I
czcB-I CDS,PP_0044,9.11,12.19,NP_742214.1,2.00,0.12,12.19,czcB-I
czcC-I CDS,PP_0045,0.00,0.00,NP_742215.1,0.00,0.00,0.00,czcC-I
opdT-I CDS,PP_0046,4.24,5.67,NP_742216.1,1.00,0.06,5.67,opdT-I
czcR-II CDS,PP_0047,16.89,22.60,NP_742217.1,2.00,0.22,22.60,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,75.76,101.37,NP_742219.1,19.50,1.00,101.37,
hypothetical protein CDS,PP_0050,27.94,37.38,NP_742220.1,2.00,0.37,37.38,
sigma-54 dependent transcriptional regulator CDS,PP_0051,44.08,58.98,NP_742221.1,10.00,0.58,58.98,
beta-lactamase domain-containing protein CDS,PP_0052,254.39,340.37,NP_742222.1,39.50,3.35,340.37,
sulfide:quinone oxidoreductase CDS,PP_0053,110.04,147.23,NP_742223.1,24.50,1.45,147.23,
membrane protein CDS,PP_0054,6.64,8.89,NP_742224.1,1.00,0.09,8.89,
transcriptional regulator CDS,PP_0055,12.84,17.18,NP_742225.1,2.00,0.17,17.18,
betA-I CDS,PP_0056,362.04,484.41,NP_742226.1,105.00,4.77,484.41,betA-I
major facilitator family transporter CDS,PP_0057,587.55,786.13,NP_742227.1,167.00,7.75,786.13,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,29.01,38.81,NP_742228.1,4.00,0.38,38.81,
gmhB CDS,PP_0059,5.40,7.22,NP_742229.1,0.50,0.07,7.22,gmhB
glyS CDS,PP_0060,12.48,16.70,NP_742230.1,4.50,0.16,16.70,glyS
glyQ CDS,PP_0061,18.04,24.13,NP_742231.1,3.00,0.24,24.13,glyQ
tag CDS,PP_0062,20.65,27.63,NP_742232.1,2.00,0.27,27.63,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,12.84,17.18,NP_742233.1,2.00,0.17,17.18,
hypothetical protein CDS,PP_0064,153.80,205.78,NP_742234.1,8.50,2.03,205.78,
trkA CDS,PP_0065,35.26,47.18,NP_742235.1,8.50,0.46,47.18,trkA
rsmB CDS,PP_0066,4.35,5.82,NP_742236.1,1.00,0.06,5.82,rsmB
fmt CDS,PP_0067,6.11,8.17,NP_742237.1,1.00,0.08,8.17,fmt
def-I CDS,PP_0068,67.45,90.25,NP_742238.1,6.00,0.89,90.25,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,15.57,20.84,NP_742239.1,3.00,0.21,20.84,
tsaC CDS,PP_0070,51.07,68.33,NP_742240.1,5.00,0.67,68.33,tsaC
