Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,243.59,294.72,NP_742171.1,675.50,58.46,294.72,parB
parA CDS,PP_0002,443.39,536.47,NP_742172.1,1115.50,106.42,536.47,parA
rsmG CDS,PP_0003,273.70,331.16,NP_742173.1,566.00,65.69,331.16,rsmG
trmF CDS,PP_0004,340.54,412.03,NP_742174.1,2051.00,81.73,412.03,trmF
trmE CDS,PP_0005,62.23,75.29,NP_742175.1,271.00,14.94,75.29,trmE
oxaA CDS,PP_0006,580.14,701.93,NP_742176.1,3101.50,139.24,701.93,oxaA
yidD CDS,PP_0007,936.74,1133.39,NP_742177.1,732.00,224.83,1133.39,yidD
rnpA CDS,PP_0008,1957.63,2368.60,NP_742178.1,2518.50,469.85,2368.60,rnpA
rpmH CDS,PP_0009,1849.20,2237.40,NP_742179.1,793.00,443.83,2237.40,rpmH
dnaA CDS,PP_0010,354.65,429.10,NP_742180.1,1713.50,85.12,429.10,dnaA
dnaN CDS,PP_0011,417.75,505.44,NP_742181.1,1465.00,100.26,505.44,dnaN
recF CDS,PP_0012,273.18,330.52,NP_742182.1,958.00,65.56,330.52,recF
gyrB CDS,PP_0013,360.51,436.20,NP_742183.1,2772.50,86.53,436.20,gyrB
transposase CDS,PP_0014,4.10,4.96,NP_742184.2,25.50,0.98,4.96,
transposon protein CDS,PP_0015,8.36,10.12,NP_742185.1,25.50,2.01,10.12,
hypothetical protein CDS,PP_0016,22.25,26.92,NP_742186.1,135.50,5.34,26.92,
transcriptional regulator CDS,PP_0017,184.95,223.78,NP_742187.1,211.50,44.39,223.78,
hypothetical protein CDS,PP_0018,236.20,285.78,NP_742188.1,632.50,56.69,285.78,
hypothetical protein CDS,PP_0019,241.62,292.35,NP_742189.1,536.50,57.99,292.35,
hypothetical protein CDS,PP_0020,195.14,236.10,NP_742190.1,543.00,46.84,236.10,
hypothetical protein CDS,PP_0021,41.22,49.88,NP_742191.1,121.00,9.89,49.88,
hypothetical protein CDS,PP_0022,26.71,32.32,NP_742192.2,14.00,6.41,32.32,
hypothetical protein CDS,PP_0023,53.69,64.96,NP_742193.1,22.00,12.89,64.96,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.22,2.69,NP_742194.1,12.00,0.53,2.69,
hypothetical protein CDS,PP_0025,6.17,7.47,NP_742195.1,3.00,1.48,7.47,
cobalt/cadmium/zinc exporter CDS,PP_0026,31.45,38.05,NP_742196.1,90.50,7.55,38.05,
membrane protein CDS,PP_0027,16.78,20.30,NP_742197.1,23.50,4.03,20.30,
hypothetical protein CDS,PP_0028,1.93,2.33,NP_742198.1,2.00,0.46,2.33,
czcR-I CDS,PP_0029,38.24,46.27,NP_742199.1,82.00,9.18,46.27,czcR-I
czrSA CDS,PP_0030,29.84,36.10,NP_742200.1,134.50,7.16,36.10,czrSA
hypothetical protein CDS,PP_0031,4.55,5.51,NP_742201.1,8.50,1.09,5.51,
