Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,26.57,31.89,NP_742171.1,71.50,6.19,31.89,parB
parA CDS,PP_0002,47.92,57.52,NP_742172.1,117.00,11.16,57.52,parA
rsmG CDS,PP_0003,39.36,47.25,NP_742173.1,79.00,9.17,47.25,rsmG
trmF CDS,PP_0004,38.58,46.31,NP_742174.1,225.50,8.98,46.31,trmF
trmE CDS,PP_0005,83.05,99.68,NP_742175.1,351.00,19.34,99.68,trmE
oxaA CDS,PP_0006,14.84,17.81,NP_742176.1,77.00,3.46,17.81,oxaA
yidD CDS,PP_0007,40.22,48.27,NP_742177.1,30.50,9.37,48.27,yidD
rnpA CDS,PP_0008,26.43,31.72,NP_742178.1,33.00,6.16,31.72,rnpA
rpmH CDS,PP_0009,25.23,30.28,NP_742179.1,10.50,5.88,30.28,rpmH
dnaA CDS,PP_0010,27.19,32.64,NP_742180.1,127.50,6.33,32.64,dnaA
dnaN CDS,PP_0011,33.05,39.67,NP_742181.1,112.50,7.70,39.67,dnaN
recF CDS,PP_0012,27.91,33.50,NP_742182.1,95.00,6.50,33.50,recF
gyrB CDS,PP_0013,25.32,30.39,NP_742183.1,189.00,5.90,30.39,gyrB
transposase CDS,PP_0014,8.28,9.94,NP_742184.2,50.00,1.93,9.94,
transposon protein CDS,PP_0015,20.27,24.33,NP_742185.1,60.00,4.72,24.33,
hypothetical protein CDS,PP_0016,43.66,52.40,NP_742186.1,258.00,10.17,52.40,
transcriptional regulator CDS,PP_0017,138.76,166.55,NP_742187.1,154.00,32.32,166.55,
hypothetical protein CDS,PP_0018,224.33,269.26,NP_742188.1,583.00,52.24,269.26,
hypothetical protein CDS,PP_0019,2011.71,2414.60,NP_742189.1,4335.00,468.50,2414.60,
hypothetical protein CDS,PP_0020,628.76,754.69,NP_742190.1,1698.00,146.43,754.69,
hypothetical protein CDS,PP_0021,14.39,17.28,NP_742191.1,41.00,3.35,17.28,
hypothetical protein CDS,PP_0022,636.96,764.53,NP_742192.2,324.00,148.34,764.53,
hypothetical protein CDS,PP_0023,477.77,573.45,NP_742193.1,190.00,111.27,573.45,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.63,4.36,NP_742194.1,19.00,0.85,4.36,
hypothetical protein CDS,PP_0025,2.12,2.54,NP_742195.1,1.00,0.49,2.54,
