Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,206.72,283.64,NP_742171.1,72.50,6.18,283.64,parB
parA CDS,PP_0002,279.72,383.80,NP_742172.1,89.00,8.37,383.80,parA
rsmG CDS,PP_0003,363.25,498.41,NP_742173.1,95.00,10.86,498.41,rsmG
trmF CDS,PP_0004,187.08,256.70,NP_742174.1,142.50,5.59,256.70,trmF
trmE CDS,PP_0005,41.76,57.30,NP_742175.1,23.00,1.25,57.30,trmE
oxaA CDS,PP_0006,351.27,481.97,NP_742176.1,237.50,10.51,481.97,oxaA
yidD CDS,PP_0007,526.17,721.96,NP_742177.1,52.00,15.74,721.96,yidD
rnpA CDS,PP_0008,1296.84,1779.39,NP_742178.1,211.00,38.78,1779.39,rnpA
rpmH CDS,PP_0009,2959.38,4060.55,NP_742179.1,160.50,88.50,4060.55,rpmH
dnaA CDS,PP_0010,293.76,403.07,NP_742180.1,179.50,8.79,403.07,dnaA
dnaN CDS,PP_0011,277.33,380.52,NP_742181.1,123.00,8.29,380.52,dnaN
recF CDS,PP_0012,223.22,306.27,NP_742182.1,99.00,6.68,306.27,recF
gyrB CDS,PP_0013,317.19,435.22,NP_742183.1,308.50,9.49,435.22,gyrB
transposase CDS,PP_0014,9.53,13.08,NP_742184.2,7.50,0.28,13.08,
transposon protein CDS,PP_0015,6.48,8.89,NP_742185.1,2.50,0.19,8.89,
hypothetical protein CDS,PP_0016,24.02,32.96,NP_742186.1,18.50,0.72,32.96,
transcriptional regulator CDS,PP_0017,252.38,346.29,NP_742187.1,36.50,7.55,346.29,
hypothetical protein CDS,PP_0018,414.87,569.24,NP_742188.1,140.50,12.41,569.24,
hypothetical protein CDS,PP_0019,486.09,666.96,NP_742189.1,136.50,14.54,666.96,
hypothetical protein CDS,PP_0020,304.05,417.18,NP_742190.1,107.00,9.09,417.18,
hypothetical protein CDS,PP_0021,67.35,92.41,NP_742191.1,25.00,2.01,92.41,
hypothetical protein CDS,PP_0022,60.34,82.80,NP_742192.2,4.00,1.80,82.80,
hypothetical protein CDS,PP_0023,1640.17,2250.47,NP_742193.1,85.00,49.05,2250.47,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.40,6.03,NP_742194.1,3.00,0.13,6.03,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,24.73,33.93,NP_742196.1,9.00,0.74,33.93,
membrane protein CDS,PP_0027,5.64,7.74,NP_742197.1,1.00,0.17,7.74,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,36.88,50.60,NP_742199.1,10.00,1.10,50.60,czcR-I
czrSA CDS,PP_0030,12.28,16.85,NP_742200.1,7.00,0.37,16.85,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,8.55,11.74,NP_742203.1,5.00,0.26,11.74,
