Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,59.37,71.49,NP_742171.1,115.50,9.98,71.49,parB
parA CDS,PP_0002,114.45,137.81,NP_742172.1,202.00,19.23,137.81,parA
rsmG CDS,PP_0003,61.00,73.46,NP_742173.1,88.50,10.25,73.46,rsmG
trmF CDS,PP_0004,72.89,87.78,NP_742174.1,308.00,12.25,87.78,trmF
trmE CDS,PP_0005,129.94,156.47,NP_742175.1,397.00,21.83,156.47,trmE
oxaA CDS,PP_0006,13.06,15.73,NP_742176.1,49.00,2.20,15.73,oxaA
yidD CDS,PP_0007,41.95,50.52,NP_742177.1,23.00,7.05,50.52,yidD
rnpA CDS,PP_0008,22.16,26.68,NP_742178.1,20.00,3.72,26.68,rnpA
rpmH CDS,PP_0009,76.45,92.06,NP_742179.1,23.00,12.85,92.06,rpmH
dnaA CDS,PP_0010,86.29,103.91,NP_742180.1,292.50,14.50,103.91,dnaA
dnaN CDS,PP_0011,93.89,113.06,NP_742181.1,231.00,15.78,113.06,dnaN
recF CDS,PP_0012,54.67,65.83,NP_742182.1,134.50,9.19,65.83,recF
gyrB CDS,PP_0013,33.92,40.84,NP_742183.1,183.00,5.70,40.84,gyrB
transposase CDS,PP_0014,7.56,9.10,NP_742184.2,33.00,1.27,9.10,
transposon protein CDS,PP_0015,14.96,18.01,NP_742185.1,32.00,2.51,18.01,
hypothetical protein CDS,PP_0016,37.10,44.68,NP_742186.1,158.50,6.23,44.68,
transcriptional regulator CDS,PP_0017,140.23,168.86,NP_742187.1,112.50,23.56,168.86,
hypothetical protein CDS,PP_0018,463.10,557.65,NP_742188.1,870.00,77.82,557.65,
hypothetical protein CDS,PP_0019,1553.21,1870.32,NP_742189.1,2419.50,261.00,1870.32,
hypothetical protein CDS,PP_0020,492.01,592.46,NP_742190.1,960.50,82.68,592.46,
hypothetical protein CDS,PP_0021,17.97,21.64,NP_742191.1,37.00,3.02,21.64,
hypothetical protein CDS,PP_0022,565.67,681.16,NP_742192.2,208.00,95.06,681.16,
hypothetical protein CDS,PP_0023,681.79,820.98,NP_742193.1,196.00,114.57,820.98,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.64,3.18,NP_742194.1,10.00,0.44,3.18,
hypothetical protein CDS,PP_0025,11.73,14.13,NP_742195.1,4.00,1.97,14.13,
cobalt/cadmium/zinc exporter CDS,PP_0026,80.24,96.62,NP_742196.1,162.00,13.48,96.62,
membrane protein CDS,PP_0027,23.40,28.18,NP_742197.1,23.00,3.93,28.18,
hypothetical protein CDS,PP_0028,1.37,1.65,NP_742198.1,1.00,0.23,1.65,
czcR-I CDS,PP_0029,99.72,120.08,NP_742199.1,150.00,16.76,120.08,czcR-I
czrSA CDS,PP_0030,43.32,52.17,NP_742200.1,137.00,7.28,52.17,czrSA
hypothetical protein CDS,PP_0031,14.50,17.46,NP_742201.1,19.00,2.44,17.46,
hypothetical protein CDS,PP_0032,10.11,12.17,NP_742202.1,5.00,1.70,12.17,
undecaprenyl-glycosyl transferase CDS,PP_0033,6.78,8.17,NP_742203.1,22.00,1.14,8.17,
bactoprenol glycosyl-transferase CDS,PP_0034,2.74,3.29,NP_742204.1,6.00,0.46,3.29,
bactoprenol-linked glycose transferase CDS,PP_0035,5.34,6.43,NP_742205.1,5.00,0.90,6.43,
