Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,257.41,323.83,NP_742171.1,919.50,79.32,323.83,parB
parA CDS,PP_0002,407.32,512.42,NP_742172.1,1320.00,125.52,512.42,parA
rsmG CDS,PP_0003,273.30,343.82,NP_742173.1,728.00,84.22,343.82,rsmG
trmF CDS,PP_0004,284.16,357.48,NP_742174.1,2204.50,87.56,357.48,trmF
trmE CDS,PP_0005,55.97,70.42,NP_742175.1,314.00,17.25,70.42,trmE
oxaA CDS,PP_0006,768.39,966.65,NP_742176.1,5291.50,236.78,966.65,oxaA
yidD CDS,PP_0007,1237.36,1556.62,NP_742177.1,1245.50,381.29,1556.62,yidD
rnpA CDS,PP_0008,2294.57,2886.62,NP_742178.1,3802.50,707.07,2886.62,rnpA
rpmH CDS,PP_0009,1631.99,2053.08,NP_742179.1,901.50,502.90,2053.08,rpmH
dnaA CDS,PP_0010,324.65,408.42,NP_742180.1,2020.50,100.04,408.42,dnaA
dnaN CDS,PP_0011,381.09,479.42,NP_742181.1,1721.50,117.43,479.42,dnaN
recF CDS,PP_0012,242.73,305.36,NP_742182.1,1096.50,74.80,305.36,recF
gyrB CDS,PP_0013,321.36,404.28,NP_742183.1,3183.50,99.03,404.28,gyrB
transposase CDS,PP_0014,5.43,6.83,NP_742184.2,43.50,1.67,6.83,
transposon protein CDS,PP_0015,10.31,12.97,NP_742185.1,40.50,3.18,12.97,
hypothetical protein CDS,PP_0016,19.19,24.14,NP_742186.1,150.50,5.91,24.14,
transcriptional regulator CDS,PP_0017,139.51,175.50,NP_742187.1,205.50,42.99,175.50,
hypothetical protein CDS,PP_0018,277.30,348.84,NP_742188.1,956.50,85.45,348.84,
hypothetical protein CDS,PP_0019,335.99,422.69,NP_742189.1,961.00,103.54,422.69,
hypothetical protein CDS,PP_0020,284.71,358.17,NP_742190.1,1020.50,87.73,358.17,
