Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,157.08,178.25,NP_742171.1,801.00,69.29,178.25,parB
parA CDS,PP_0002,249.24,282.83,NP_742172.1,1153.00,109.94,282.83,parA
rsmG CDS,PP_0003,202.76,230.09,NP_742173.1,771.00,89.44,230.09,rsmG
trmF CDS,PP_0004,157.93,179.21,NP_742174.1,1749.00,69.66,179.21,trmF
trmE CDS,PP_0005,107.77,122.29,NP_742175.1,863.00,47.54,122.29,trmE
oxaA CDS,PP_0006,79.50,90.21,NP_742176.1,781.50,35.07,90.21,oxaA
yidD CDS,PP_0007,141.97,161.11,NP_742177.1,204.00,62.62,161.11,yidD
rnpA CDS,PP_0008,203.12,230.49,NP_742178.1,480.50,89.60,230.49,rnpA
rpmH CDS,PP_0009,512.33,581.39,NP_742179.1,404.00,225.99,581.39,rpmH
dnaA CDS,PP_0010,231.31,262.48,NP_742180.1,2055.00,102.03,262.48,dnaA
dnaN CDS,PP_0011,263.47,298.98,NP_742181.1,1699.00,116.22,298.98,dnaN
recF CDS,PP_0012,137.63,156.18,NP_742182.1,887.50,60.71,156.18,recF
gyrB CDS,PP_0013,229.22,260.12,NP_742183.1,3241.50,101.11,260.12,gyrB
transposase CDS,PP_0014,8.48,9.62,NP_742184.2,97.00,3.74,9.62,
transposon protein CDS,PP_0015,25.32,28.74,NP_742185.1,142.00,11.17,28.74,
hypothetical protein CDS,PP_0016,35.14,39.88,NP_742186.1,393.50,15.50,39.88,
transcriptional regulator CDS,PP_0017,283.19,321.37,NP_742187.1,595.50,124.92,321.37,
hypothetical protein CDS,PP_0018,418.86,475.32,NP_742188.1,2062.50,184.76,475.32,
hypothetical protein CDS,PP_0019,767.83,871.33,NP_742189.1,3135.00,338.70,871.33,
hypothetical protein CDS,PP_0020,356.38,404.41,NP_742190.1,1823.50,157.20,404.41,
hypothetical protein CDS,PP_0021,43.91,49.83,NP_742191.1,237.00,19.37,49.83,
hypothetical protein CDS,PP_0022,213.74,242.55,NP_742192.2,206.00,94.28,242.55,
hypothetical protein CDS,PP_0023,2136.69,2424.70,NP_742193.1,1610.00,942.51,2424.70,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.13,4.69,NP_742194.1,41.00,1.82,4.69,
hypothetical protein CDS,PP_0025,5.59,6.35,NP_742195.1,5.00,2.47,6.35,
cobalt/cadmium/zinc exporter CDS,PP_0026,194.63,220.87,NP_742196.1,1030.00,85.85,220.87,
membrane protein CDS,PP_0027,54.16,61.45,NP_742197.1,139.50,23.89,61.45,
hypothetical protein CDS,PP_0028,10.21,11.59,NP_742198.1,19.50,4.50,11.59,
czcR-I CDS,PP_0029,127.70,144.92,NP_742199.1,503.50,56.33,144.92,czcR-I
czrSA CDS,PP_0030,84.88,96.32,NP_742200.1,703.50,37.44,96.32,czrSA
hypothetical protein CDS,PP_0031,10.77,12.22,NP_742201.1,37.00,4.75,12.22,
hypothetical protein CDS,PP_0032,4.63,5.25,NP_742202.1,6.00,2.04,5.25,
undecaprenyl-glycosyl transferase CDS,PP_0033,8.88,10.08,NP_742203.1,75.50,3.92,10.08,
bactoprenol glycosyl-transferase CDS,PP_0034,4.52,5.13,NP_742204.1,26.00,2.00,5.13,
bactoprenol-linked glycose transferase CDS,PP_0035,3.46,3.93,NP_742205.1,8.50,1.53,3.93,
transcriptional regulator CDS,PP_0036,2.83,3.21,NP_742206.1,16.00,1.25,3.21,
oprP CDS,PP_0037,5.31,6.02,NP_742207.1,40.00,2.34,6.02,oprP
hypothetical protein CDS,PP_0039,24.70,28.02,NP_742209.1,148.00,10.89,28.02,
hypothetical protein CDS,PP_0040,54.02,61.31,NP_742210.1,71.00,23.83,61.31,
cadA-I CDS,PP_0041,10.11,11.47,NP_742211.1,118.00,4.46,11.47,cadA-I
hypothetical protein CDS,PP_0042,6.34,7.20,NP_742212.2,12.00,2.80,7.20,
czcA-I CDS,PP_0043,6.47,7.34,NP_742213.1,119.50,2.85,7.34,czcA-I
czcB-I CDS,PP_0044,12.11,13.74,NP_742214.1,88.50,5.34,13.74,czcB-I
czcC-I CDS,PP_0045,6.33,7.18,NP_742215.1,47.00,2.79,7.18,czcC-I
opdT-I CDS,PP_0046,4.97,5.64,NP_742216.1,39.00,2.19,5.64,opdT-I
czcR-II CDS,PP_0047,3.04,3.45,NP_742217.1,12.00,1.34,3.45,czcR-II
hypothetical protein CDS,PP_0048,5.28,6.00,NP_742218.1,10.00,2.33,6.00,
hypothetical protein CDS,PP_0049,212.81,241.49,NP_742219.1,1823.50,93.87,241.49,
hypothetical protein CDS,PP_0050,29.79,33.81,NP_742220.1,71.00,13.14,33.81,
sigma-54 dependent transcriptional regulator CDS,PP_0051,43.96,49.88,NP_742221.1,332.00,19.39,49.88,
beta-lactamase domain-containing protein CDS,PP_0052,171.49,194.61,NP_742222.1,886.50,75.65,194.61,
sulfide:quinone oxidoreductase CDS,PP_0053,98.01,111.22,NP_742223.1,726.50,43.23,111.22,
membrane protein CDS,PP_0054,47.69,54.12,NP_742224.1,239.00,21.04,54.12,
transcriptional regulator CDS,PP_0055,29.11,33.04,NP_742225.1,151.00,12.84,33.04,
betA-I CDS,PP_0056,76.75,87.09,NP_742226.1,741.00,33.85,87.09,betA-I
major facilitator family transporter CDS,PP_0057,37.73,42.81,NP_742227.1,357.00,16.64,42.81,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,55.00,62.41,NP_742228.1,252.50,24.26,62.41,
gmhB CDS,PP_0059,66.31,75.25,NP_742229.1,204.50,29.25,75.25,gmhB
glyS CDS,PP_0060,148.92,168.99,NP_742230.1,1787.50,65.69,168.99,glyS
glyQ CDS,PP_0061,237.57,269.59,NP_742231.1,1315.50,104.79,269.59,glyQ
tag CDS,PP_0062,99.56,112.98,NP_742232.1,321.00,43.92,112.98,tag
