Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,226.26,313.00,NP_742171.1,81.50,6.95,313.00,parB
parA CDS,PP_0002,232.57,321.73,NP_742172.1,76.00,7.15,321.73,parA
rsmG CDS,PP_0003,346.24,478.97,NP_742173.1,93.00,10.64,478.97,rsmG
trmF CDS,PP_0004,171.93,237.84,NP_742174.1,134.50,5.28,237.84,trmF
trmE CDS,PP_0005,37.12,51.36,NP_742175.1,21.00,1.14,51.36,trmE
oxaA CDS,PP_0006,290.90,402.42,NP_742176.1,202.00,8.94,402.42,oxaA
yidD CDS,PP_0007,517.25,715.54,NP_742177.1,52.50,15.90,715.54,yidD
rnpA CDS,PP_0008,1460.18,2019.96,NP_742178.1,244.00,44.88,2019.96,rnpA
rpmH CDS,PP_0009,2271.06,3141.70,NP_742179.1,126.50,69.81,3141.70,rpmH
dnaA CDS,PP_0010,315.51,436.46,NP_742180.1,198.00,9.70,436.46,dnaA
dnaN CDS,PP_0011,209.66,290.03,NP_742181.1,95.50,6.44,290.03,dnaN
recF CDS,PP_0012,245.88,340.14,NP_742182.1,112.00,7.56,340.14,recF
gyrB CDS,PP_0013,312.84,432.78,NP_742183.1,312.50,9.62,432.78,gyrB
transposase CDS,PP_0014,7.42,10.27,NP_742184.2,6.00,0.23,10.27,
transposon protein CDS,PP_0015,10.10,13.97,NP_742185.1,4.00,0.31,13.97,
hypothetical protein CDS,PP_0016,25.92,35.85,NP_742186.1,20.50,0.80,35.85,
transcriptional regulator CDS,PP_0017,198.61,274.74,NP_742187.1,29.50,6.10,274.74,
hypothetical protein CDS,PP_0018,337.82,467.32,NP_742188.1,117.50,10.38,467.32,
hypothetical protein CDS,PP_0019,497.56,688.31,NP_742189.1,143.50,15.29,688.31,
hypothetical protein CDS,PP_0020,326.48,451.63,NP_742190.1,118.00,10.04,451.63,
hypothetical protein CDS,PP_0021,89.18,123.37,NP_742191.1,34.00,2.74,123.37,
hypothetical protein CDS,PP_0022,58.76,81.28,NP_742192.2,4.00,1.81,81.28,
hypothetical protein CDS,PP_0023,1427.89,1975.29,NP_742193.1,76.00,43.89,1975.29,
membrane-associated metal-dependent hydrolase CDS,PP_0024,7.14,9.87,NP_742194.1,5.00,0.22,9.87,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,34.78,48.11,NP_742196.1,13.00,1.07,48.11,
membrane protein CDS,PP_0027,21.98,30.41,NP_742197.1,4.00,0.68,30.41,
hypothetical protein CDS,PP_0028,29.65,41.01,NP_742198.1,4.00,0.91,41.01,
czcR-I CDS,PP_0029,59.25,81.96,NP_742199.1,16.50,1.82,81.96,czcR-I
czrSA CDS,PP_0030,26.47,36.62,NP_742200.1,15.50,0.81,36.62,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,8.33,11.52,NP_742203.1,5.00,0.26,11.52,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,2.50,3.46,NP_742206.1,1.00,0.08,3.46,
oprP CDS,PP_0037,3.76,5.20,NP_742207.1,2.00,0.12,5.20,oprP
hypothetical protein CDS,PP_0039,42.52,58.82,NP_742209.1,18.00,1.31,58.82,
hypothetical protein CDS,PP_0040,86.17,119.21,NP_742210.1,8.00,2.65,119.21,
cadA-I CDS,PP_0041,3.64,5.03,NP_742211.1,3.00,0.11,5.03,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,2.30,3.18,NP_742213.1,3.00,0.07,3.18,czcA-I
czcB-I CDS,PP_0044,3.87,5.36,NP_742214.1,2.00,0.12,5.36,czcB-I
czcC-I CDS,PP_0045,5.72,7.91,NP_742215.1,3.00,0.18,7.91,czcC-I
opdT-I CDS,PP_0046,5.41,7.48,NP_742216.1,3.00,0.17,7.48,opdT-I
czcR-II CDS,PP_0047,3.59,4.97,NP_742217.1,1.00,0.11,4.97,czcR-II
hypothetical protein CDS,PP_0048,7.48,10.35,NP_742218.1,1.00,0.23,10.35,
hypothetical protein CDS,PP_0049,30.56,42.28,NP_742219.1,18.50,0.94,42.28,
hypothetical protein CDS,PP_0050,83.16,115.05,NP_742220.1,14.00,2.56,115.05,
sigma-54 dependent transcriptional regulator CDS,PP_0051,44.99,62.23,NP_742221.1,24.00,1.38,62.23,
beta-lactamase domain-containing protein CDS,PP_0052,8.22,11.37,NP_742222.1,3.00,0.25,11.37,
sulfide:quinone oxidoreductase CDS,PP_0053,7.64,10.57,NP_742223.1,4.00,0.23,10.57,
membrane protein CDS,PP_0054,4.24,5.86,NP_742224.1,1.50,0.13,5.86,
transcriptional regulator CDS,PP_0055,23.20,32.09,NP_742225.1,8.50,0.71,32.09,
betA-I CDS,PP_0056,45.45,62.88,NP_742226.1,31.00,1.40,62.88,betA-I
major facilitator family transporter CDS,PP_0057,14.96,20.70,NP_742227.1,10.00,0.46,20.70,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,74.00,102.38,NP_742228.1,24.00,2.27,102.38,
gmhB CDS,PP_0059,121.64,168.28,NP_742229.1,26.50,3.74,168.28,gmhB
glyS CDS,PP_0060,215.83,298.57,NP_742230.1,183.00,6.63,298.57,glyS
glyQ CDS,PP_0061,272.28,376.66,NP_742231.1,106.50,8.37,376.66,glyQ
tag CDS,PP_0062,100.99,139.70,NP_742232.1,23.00,3.10,139.70,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,60.05,83.06,NP_742233.1,22.00,1.85,83.06,
hypothetical protein CDS,PP_0064,53.86,74.51,NP_742234.1,7.00,1.66,74.51,
trkA CDS,PP_0065,69.68,96.39,NP_742235.1,39.50,2.14,96.39,trkA
rsmB CDS,PP_0066,34.20,47.31,NP_742236.1,18.50,1.05,47.31,rsmB
fmt CDS,PP_0067,61.05,84.45,NP_742237.1,23.50,1.88,84.45,fmt
def-I CDS,PP_0068,169.70,234.76,NP_742238.1,35.50,5.22,234.76,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,15.45,21.37,NP_742239.1,7.00,0.47,21.37,
tsaC CDS,PP_0070,69.50,96.14,NP_742240.1,16.00,2.14,96.14,tsaC
hypothetical protein CDS,PP_0071,43.67,60.41,NP_742241.2,6.00,1.34,60.41,
qor-I CDS,PP_0072,109.04,150.84,NP_742242.1,44.00,3.35,150.84,qor-I
hemF CDS,PP_0073,51.82,71.69,NP_742243.1,19.50,1.59,71.69,hemF
aroE CDS,PP_0074,63.16,87.38,NP_742244.1,21.50,1.94,87.38,aroE
choline sulfate transporter CDS,PP_0075,4.64,6.42,NP_742245.1,3.00,0.14,6.42,
choline betaine-binding protein CDS,PP_0076,39.35,54.43,NP_742246.2,15.00,1.21,54.43,
betC CDS,PP_0077,4.79,6.63,NP_742247.1,3.00,0.15,6.63,betC
transcriptional regulator CDS,PP_0079,21.54,29.80,NP_742249.1,8.00,0.66,29.80,
hypothetical protein CDS,PP_0080,17.65,24.41,NP_742250.1,4.50,0.54,24.41,
hypothetical protein CDS,PP_0081,55.38,76.61,NP_742251.1,8.50,1.70,76.61,
trpA CDS,PP_0082,204.96,283.54,NP_742252.1,68.50,6.30,283.54,trpA
trpB CDS,PP_0083,355.19,491.36,NP_742253.1,178.50,10.92,491.36,trpB
trpI CDS,PP_0084,8.11,11.21,NP_742254.1,3.00,0.25,11.21,trpI
hypothetical protein CDS,PP_0085,37.17,51.42,NP_742255.1,7.50,1.14,51.42,
hypothetical protein CDS,PP_0086,61.71,85.37,NP_742256.1,5.50,1.90,85.37,
hypothetical protein CDS,PP_0087,307.55,425.45,NP_742257.1,33.50,9.45,425.45,
alkanal monooxygenase CDS,PP_0088,56.67,78.40,NP_742258.1,23.50,1.74,78.40,
osmC CDS,PP_0089,22.76,31.48,NP_742259.1,4.00,0.70,31.48,osmC
hypothetical protein CDS,PP_0090,163.21,225.78,NP_742260.1,20.00,5.02,225.78,
putative lipoprotein CDS,PP_0091,58.54,80.99,NP_742261.1,10.00,1.80,80.99,
