Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,245.16,322.43,NP_742171.1,57.00,4.90,322.43,parB
parA CDS,PP_0002,350.83,461.40,NP_742172.1,74.00,7.01,461.40,parA
rsmG CDS,PP_0003,435.47,572.72,NP_742173.1,75.50,8.71,572.72,rsmG
trmF CDS,PP_0004,242.60,319.06,NP_742174.1,122.50,4.85,319.06,trmF
trmE CDS,PP_0005,41.08,54.03,NP_742175.1,15.00,0.82,54.03,trmE
oxaA CDS,PP_0006,329.08,432.80,NP_742176.1,147.50,6.58,432.80,oxaA
yidD CDS,PP_0007,671.60,883.27,NP_742177.1,44.00,13.43,883.27,yidD
rnpA CDS,PP_0008,1450.95,1908.25,NP_742178.1,156.50,29.01,1908.25,rnpA
rpmH CDS,PP_0009,1946.96,2560.59,NP_742179.1,70.00,38.93,2560.59,rpmH
dnaA CDS,PP_0010,295.01,387.98,NP_742180.1,119.50,5.90,387.98,dnaA
dnaN CDS,PP_0011,253.39,333.24,NP_742181.1,74.50,5.07,333.24,dnaN
recF CDS,PP_0012,284.00,373.50,NP_742182.1,83.50,5.68,373.50,recF
gyrB CDS,PP_0013,445.90,586.43,NP_742183.1,287.50,8.92,586.43,gyrB
transposase CDS,PP_0014,4.79,6.30,NP_742184.2,2.50,0.10,6.30,
transposon protein CDS,PP_0015,19.56,25.72,NP_742185.1,5.00,0.39,25.72,
hypothetical protein CDS,PP_0016,35.26,46.37,NP_742186.1,18.00,0.70,46.37,
transcriptional regulator CDS,PP_0017,260.75,342.94,NP_742187.1,25.00,5.21,342.94,
hypothetical protein CDS,PP_0018,200.44,263.61,NP_742188.1,45.00,4.01,263.61,
hypothetical protein CDS,PP_0019,233.67,307.32,NP_742189.1,43.50,4.67,307.32,
hypothetical protein CDS,PP_0020,186.46,245.22,NP_742190.1,43.50,3.73,245.22,
hypothetical protein CDS,PP_0021,65.02,85.51,NP_742191.1,16.00,1.30,85.51,
hypothetical protein CDS,PP_0022,22.76,29.93,NP_742192.2,1.00,0.46,29.93,
hypothetical protein CDS,PP_0023,320.18,421.09,NP_742193.1,11.00,6.40,421.09,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.42,5.82,NP_742194.1,2.00,0.09,5.82,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,33.16,43.61,NP_742196.1,8.00,0.66,43.61,
membrane protein CDS,PP_0027,8.51,11.20,NP_742197.1,1.00,0.17,11.20,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,27.81,36.58,NP_742199.1,5.00,0.56,36.58,czcR-I
czrSA CDS,PP_0030,15.88,20.88,NP_742200.1,6.00,0.32,20.88,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.16,6.79,NP_742203.1,2.00,0.10,6.79,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,8.73,11.48,NP_742207.1,3.00,0.17,11.48,oprP
hypothetical protein CDS,PP_0039,32.94,43.32,NP_742209.1,9.00,0.66,43.32,
hypothetical protein CDS,PP_0040,166.88,219.48,NP_742210.1,10.00,3.34,219.48,
cadA-I CDS,PP_0041,9.40,12.36,NP_742211.1,5.00,0.19,12.36,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,4.75,6.25,NP_742213.1,4.00,0.09,6.25,czcA-I
czcB-I CDS,PP_0044,21.01,27.63,NP_742214.1,7.00,0.42,27.63,czcB-I
czcC-I CDS,PP_0045,5.90,7.76,NP_742215.1,2.00,0.12,7.76,czcC-I
opdT-I CDS,PP_0046,11.18,14.70,NP_742216.1,4.00,0.22,14.70,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,11.59,15.24,NP_742218.1,1.00,0.23,15.24,
hypothetical protein CDS,PP_0049,20.48,26.93,NP_742219.1,8.00,0.41,26.93,
hypothetical protein CDS,PP_0050,18.41,24.21,NP_742220.1,2.00,0.37,24.21,
