Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,213.03,235.49,NP_742171.1,773.00,66.81,235.49,parB
parA CDS,PP_0002,289.50,320.02,NP_742172.1,953.00,90.79,320.02,parA
rsmG CDS,PP_0003,192.36,212.64,NP_742173.1,520.50,60.32,212.64,rsmG
trmF CDS,PP_0004,197.77,218.61,NP_742174.1,1558.50,62.02,218.61,trmF
trmE CDS,PP_0005,126.53,139.86,NP_742175.1,721.00,39.68,139.86,trmE
oxaA CDS,PP_0006,111.58,123.34,NP_742176.1,780.50,34.99,123.34,oxaA
yidD CDS,PP_0007,156.97,173.52,NP_742177.1,160.50,49.23,173.52,yidD
rnpA CDS,PP_0008,314.85,348.04,NP_742178.1,530.00,98.74,348.04,rnpA
rpmH CDS,PP_0009,406.34,449.17,NP_742179.1,228.00,127.42,449.17,rpmH
dnaA CDS,PP_0010,268.59,296.91,NP_742180.1,1698.00,84.23,296.91,dnaA
dnaN CDS,PP_0011,421.91,466.39,NP_742181.1,1936.00,132.31,466.39,dnaN
recF CDS,PP_0012,185.24,204.77,NP_742182.1,850.00,58.09,204.77,recF
gyrB CDS,PP_0013,279.05,308.47,NP_742183.1,2808.00,87.51,308.47,gyrB
transposase CDS,PP_0014,8.72,9.64,NP_742184.2,71.00,2.73,9.64,
transposon protein CDS,PP_0015,26.44,29.23,NP_742185.1,105.50,8.29,29.23,
hypothetical protein CDS,PP_0016,40.66,44.95,NP_742186.1,324.00,12.75,44.95,
transcriptional regulator CDS,PP_0017,307.43,339.83,NP_742187.1,460.00,96.41,339.83,
hypothetical protein CDS,PP_0018,534.99,591.38,NP_742188.1,1874.50,167.77,591.38,
hypothetical protein CDS,PP_0019,796.82,880.81,NP_742189.1,2315.00,249.88,880.81,
hypothetical protein CDS,PP_0020,438.75,485.01,NP_742190.1,1597.50,137.59,485.01,
hypothetical protein CDS,PP_0021,48.95,54.11,NP_742191.1,188.00,15.35,54.11,
hypothetical protein CDS,PP_0022,129.77,143.46,NP_742192.2,89.00,40.70,143.46,
hypothetical protein CDS,PP_0023,1234.67,1364.83,NP_742193.1,662.00,387.19,1364.83,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.68,5.17,NP_742194.1,33.00,1.47,5.17,
hypothetical protein CDS,PP_0025,3.15,3.48,NP_742195.1,2.00,0.99,3.48,
cobalt/cadmium/zinc exporter CDS,PP_0026,154.16,170.41,NP_742196.1,580.50,48.34,170.41,
membrane protein CDS,PP_0027,61.38,67.85,NP_742197.1,112.50,19.25,67.85,
hypothetical protein CDS,PP_0028,11.77,13.01,NP_742198.1,16.00,3.69,13.01,
