Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,57.47,69.71,NP_742171.1,119.00,10.28,69.71,parB
parA CDS,PP_0002,104.07,126.23,NP_742172.1,195.50,18.62,126.23,parA
rsmG CDS,PP_0003,57.64,69.91,NP_742173.1,89.00,10.31,69.91,rsmG
trmF CDS,PP_0004,76.38,92.64,NP_742174.1,343.50,13.67,92.64,trmF
trmE CDS,PP_0005,119.93,145.47,NP_742175.1,390.00,21.46,145.47,trmE
oxaA CDS,PP_0006,15.28,18.53,NP_742176.1,61.00,2.73,18.53,oxaA
yidD CDS,PP_0007,26.56,32.22,NP_742177.1,15.50,4.75,32.22,yidD
rnpA CDS,PP_0008,35.91,43.56,NP_742178.1,34.50,6.43,43.56,rnpA
rpmH CDS,PP_0009,34.35,41.67,NP_742179.1,11.00,6.15,41.67,rpmH
dnaA CDS,PP_0010,81.49,98.84,NP_742180.1,294.00,14.58,98.84,dnaA
dnaN CDS,PP_0011,94.52,114.64,NP_742181.1,247.50,16.91,114.64,dnaN
recF CDS,PP_0012,57.47,69.71,NP_742182.1,150.50,10.28,69.71,recF
gyrB CDS,PP_0013,34.13,41.40,NP_742183.1,196.00,6.11,41.40,gyrB
transposase CDS,PP_0014,5.92,7.18,NP_742184.2,27.50,1.06,7.18,
transposon protein CDS,PP_0015,16.47,19.98,NP_742185.1,37.50,2.95,19.98,
hypothetical protein CDS,PP_0016,37.72,45.75,NP_742186.1,171.50,6.75,45.75,
transcriptional regulator CDS,PP_0017,136.44,165.48,NP_742187.1,116.50,24.41,165.48,
hypothetical protein CDS,PP_0018,344.83,418.25,NP_742188.1,689.50,61.70,418.25,
hypothetical protein CDS,PP_0019,1392.07,1688.46,NP_742189.1,2308.00,249.08,1688.46,
hypothetical protein CDS,PP_0020,605.21,734.07,NP_742190.1,1257.50,108.29,734.07,
hypothetical protein CDS,PP_0021,19.62,23.80,NP_742191.1,43.00,3.51,23.80,
hypothetical protein CDS,PP_0022,209.52,254.13,NP_742192.2,82.00,37.49,254.13,
hypothetical protein CDS,PP_0023,637.31,773.00,NP_742193.1,195.00,114.03,773.00,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.23,3.92,NP_742194.1,13.00,0.58,3.92,
hypothetical protein CDS,PP_0025,2.76,3.34,NP_742195.1,1.00,0.49,3.34,
cobalt/cadmium/zinc exporter CDS,PP_0026,68.64,83.25,NP_742196.1,147.50,12.28,83.25,
membrane protein CDS,PP_0027,38.72,46.96,NP_742197.1,40.50,6.93,46.96,
hypothetical protein CDS,PP_0028,7.74,9.38,NP_742198.1,6.00,1.38,9.38,
czcR-I CDS,PP_0029,136.16,165.15,NP_742199.1,218.00,24.36,165.15,czcR-I
czrSA CDS,PP_0030,46.50,56.40,NP_742200.1,156.50,8.32,56.40,czrSA
hypothetical protein CDS,PP_0031,22.59,27.39,NP_742201.1,31.50,4.04,27.39,
hypothetical protein CDS,PP_0032,9.50,11.52,NP_742202.1,5.00,1.70,11.52,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.10,8.61,NP_742203.1,24.50,1.27,8.61,
bactoprenol glycosyl-transferase CDS,PP_0034,2.14,2.60,NP_742204.1,5.00,0.38,2.60,
bactoprenol-linked glycose transferase CDS,PP_0035,1.51,1.83,NP_742205.1,1.50,0.27,1.83,
transcriptional regulator CDS,PP_0036,2.61,3.17,NP_742206.1,6.00,0.47,3.17,
oprP CDS,PP_0037,4.90,5.95,NP_742207.1,15.00,0.88,5.95,oprP
hypothetical protein CDS,PP_0039,66.98,81.24,NP_742209.1,163.00,11.98,81.24,
hypothetical protein CDS,PP_0040,112.43,136.36,NP_742210.1,60.00,20.12,136.36,
cadA-I CDS,PP_0041,12.24,14.84,NP_742211.1,58.00,2.19,14.84,cadA-I
hypothetical protein CDS,PP_0042,18.22,22.10,NP_742212.2,14.00,3.26,22.10,
czcA-I CDS,PP_0043,4.93,5.98,NP_742213.1,37.00,0.88,5.98,czcA-I
czcB-I CDS,PP_0044,17.86,21.66,NP_742214.1,53.00,3.20,21.66,czcB-I
czcC-I CDS,PP_0045,10.61,12.86,NP_742215.1,32.00,1.90,12.86,czcC-I
opdT-I CDS,PP_0046,3.76,4.57,NP_742216.1,12.00,0.67,4.57,opdT-I
czcR-II CDS,PP_0047,2.50,3.03,NP_742217.1,4.00,0.45,3.03,czcR-II
hypothetical protein CDS,PP_0048,1.30,1.58,NP_742218.1,1.00,0.23,1.58,
hypothetical protein CDS,PP_0049,56.90,69.02,NP_742219.1,198.00,10.18,69.02,
hypothetical protein CDS,PP_0050,19.63,23.81,NP_742220.1,19.00,3.51,23.81,
sigma-54 dependent transcriptional regulator CDS,PP_0051,20.22,24.52,NP_742221.1,62.00,3.62,24.52,
beta-lactamase domain-containing protein CDS,PP_0052,258.44,313.47,NP_742222.1,542.50,46.24,313.47,
sulfide:quinone oxidoreductase CDS,PP_0053,160.14,194.23,NP_742223.1,482.00,28.65,194.23,
membrane protein CDS,PP_0054,89.92,109.07,NP_742224.1,183.00,16.09,109.07,
transcriptional regulator CDS,PP_0055,36.32,44.05,NP_742225.1,76.50,6.50,44.05,
betA-I CDS,PP_0056,489.45,593.66,NP_742226.1,1919.00,87.57,593.66,betA-I
major facilitator family transporter CDS,PP_0057,1163.05,1410.68,NP_742227.1,4469.00,208.10,1410.68,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,27.89,33.83,NP_742228.1,52.00,4.99,33.83,
gmhB CDS,PP_0059,15.57,18.89,NP_742229.1,19.50,2.79,18.89,gmhB
glyS CDS,PP_0060,25.03,30.36,NP_742230.1,122.00,4.48,30.36,glyS
glyQ CDS,PP_0061,35.36,42.88,NP_742231.1,79.50,6.33,42.88,glyQ
tag CDS,PP_0062,41.63,50.49,NP_742232.1,54.50,7.45,50.49,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,21.60,26.20,NP_742233.1,45.50,3.87,26.20,
hypothetical protein CDS,PP_0064,55.54,67.37,NP_742234.1,41.50,9.94,67.37,
trkA CDS,PP_0065,48.94,59.36,NP_742235.1,159.50,8.76,59.36,trkA
rsmB CDS,PP_0066,13.19,15.99,NP_742236.1,41.00,2.36,15.99,rsmB
fmt CDS,PP_0067,17.62,21.38,NP_742237.1,39.00,3.15,21.38,fmt
def-I CDS,PP_0068,164.65,199.71,NP_742238.1,198.00,29.46,199.71,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,22.85,27.71,NP_742239.1,59.50,4.09,27.71,
tsaC CDS,PP_0070,91.04,110.43,NP_742240.1,120.50,16.29,110.43,tsaC
hypothetical protein CDS,PP_0071,35.45,43.00,NP_742241.2,28.00,6.34,43.00,
qor-I CDS,PP_0072,221.58,268.76,NP_742242.1,514.00,39.65,268.76,qor-I
hemF CDS,PP_0073,37.21,45.14,NP_742243.1,80.50,6.66,45.14,hemF
aroE CDS,PP_0074,32.96,39.98,NP_742244.1,64.50,5.90,39.98,aroE
choline sulfate transporter CDS,PP_0075,23.69,28.74,NP_742245.1,88.00,4.24,28.74,
choline betaine-binding protein CDS,PP_0076,106.54,129.23,NP_742246.2,233.50,19.06,129.23,
betC CDS,PP_0077,4.58,5.56,NP_742247.1,16.50,0.82,5.56,betC
transcriptional regulator CDS,PP_0079,14.05,17.05,NP_742249.1,30.00,2.51,17.05,
hypothetical protein CDS,PP_0080,42.64,51.72,NP_742250.1,62.50,7.63,51.72,
hypothetical protein CDS,PP_0081,71.97,87.29,NP_742251.1,63.50,12.88,87.29,
trpA CDS,PP_0082,41.38,50.19,NP_742252.1,79.50,7.40,50.19,trpA
trpB CDS,PP_0083,49.67,60.25,NP_742253.1,143.50,8.89,60.25,trpB
trpI CDS,PP_0084,54.52,66.13,NP_742254.1,116.00,9.76,66.13,trpI
hypothetical protein CDS,PP_0085,55.18,66.93,NP_742255.1,64.00,9.87,66.93,
hypothetical protein CDS,PP_0086,606.05,735.09,NP_742256.1,310.50,108.44,735.09,
hypothetical protein CDS,PP_0087,315.40,382.56,NP_742257.1,197.50,56.43,382.56,
alkanal monooxygenase CDS,PP_0088,54.54,66.15,NP_742258.1,130.00,9.76,66.15,
osmC CDS,PP_0089,13.36,16.21,NP_742259.1,13.50,2.39,16.21,osmC
hypothetical protein CDS,PP_0090,555.04,673.21,NP_742260.1,391.00,99.31,673.21,
