Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,25.96,29.29,NP_742171.1,66.00,5.71,29.29,parB
parA CDS,PP_0002,41.19,46.48,NP_742172.1,95.00,9.06,46.48,parA
rsmG CDS,PP_0003,32.44,36.61,NP_742173.1,61.50,7.14,36.61,rsmG
trmF CDS,PP_0004,38.13,43.02,NP_742174.1,210.50,8.39,43.02,trmF
trmE CDS,PP_0005,87.92,99.20,NP_742175.1,351.00,19.35,99.20,trmE
oxaA CDS,PP_0006,13.37,15.08,NP_742176.1,65.50,2.94,15.08,oxaA
yidD CDS,PP_0007,13.26,14.96,NP_742177.1,9.50,2.92,14.96,yidD
rnpA CDS,PP_0008,25.86,29.18,NP_742178.1,30.50,5.69,29.18,rnpA
rpmH CDS,PP_0009,24.17,27.27,NP_742179.1,9.50,5.32,27.27,rpmH
dnaA CDS,PP_0010,21.00,23.69,NP_742180.1,93.00,4.62,23.69,dnaA
dnaN CDS,PP_0011,29.24,32.99,NP_742181.1,94.00,6.43,32.99,dnaN
recF CDS,PP_0012,27.37,30.89,NP_742182.1,88.00,6.02,30.89,recF
gyrB CDS,PP_0013,14.19,16.01,NP_742183.1,100.00,3.12,16.01,gyrB
transposase CDS,PP_0014,5.00,5.64,NP_742184.2,28.50,1.10,5.64,
transposon protein CDS,PP_0015,16.10,18.16,NP_742185.1,45.00,3.54,18.16,
hypothetical protein CDS,PP_0016,37.62,42.45,NP_742186.1,210.00,8.28,42.45,
transcriptional regulator CDS,PP_0017,86.81,97.95,NP_742187.1,91.00,19.10,97.95,
hypothetical protein CDS,PP_0018,109.99,124.11,NP_742188.1,270.00,24.20,124.11,
hypothetical protein CDS,PP_0019,1643.65,1854.55,NP_742189.1,3345.50,361.70,1854.55,
hypothetical protein CDS,PP_0020,734.86,829.16,NP_742190.1,1874.50,161.71,829.16,
hypothetical protein CDS,PP_0021,8.55,9.65,NP_742191.1,23.00,1.88,9.65,
hypothetical protein CDS,PP_0022,178.99,201.96,NP_742192.2,86.00,39.39,201.96,
hypothetical protein CDS,PP_0023,308.81,348.44,NP_742193.1,116.00,67.96,348.44,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.03,3.42,NP_742194.1,15.00,0.67,3.42,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,64.82,73.13,NP_742196.1,171.00,14.26,73.13,
membrane protein CDS,PP_0027,35.82,40.42,NP_742197.1,46.00,7.88,40.42,
hypothetical protein CDS,PP_0028,9.45,10.66,NP_742198.1,9.00,2.08,10.66,
czcR-I CDS,PP_0029,89.03,100.46,NP_742199.1,175.00,19.59,100.46,czcR-I
czrSA CDS,PP_0030,27.11,30.58,NP_742200.1,112.00,5.96,30.58,czrSA
hypothetical protein CDS,PP_0031,8.18,9.23,NP_742201.1,14.00,1.80,9.23,
hypothetical protein CDS,PP_0032,15.47,17.45,NP_742202.1,10.00,3.40,17.45,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.43,6.13,NP_742203.1,23.00,1.19,6.13,
bactoprenol glycosyl-transferase CDS,PP_0034,2.44,2.76,NP_742204.1,7.00,0.54,2.76,
bactoprenol-linked glycose transferase CDS,PP_0035,2.45,2.77,NP_742205.1,3.00,0.54,2.77,
transcriptional regulator CDS,PP_0036,2.13,2.40,NP_742206.1,6.00,0.47,2.40,
oprP CDS,PP_0037,4.53,5.11,NP_742207.1,17.00,1.00,5.11,oprP
hypothetical protein CDS,PP_0039,19.08,21.53,NP_742209.1,57.00,4.20,21.53,
hypothetical protein CDS,PP_0040,30.53,34.44,NP_742210.1,20.00,6.72,34.44,
cadA-I CDS,PP_0041,12.89,14.55,NP_742211.1,75.00,2.84,14.55,cadA-I
hypothetical protein CDS,PP_0042,2.12,2.39,NP_742212.2,2.00,0.47,2.39,
czcA-I CDS,PP_0043,4.02,4.53,NP_742213.1,37.00,0.88,4.53,czcA-I
czcB-I CDS,PP_0044,17.84,20.13,NP_742214.1,65.00,3.93,20.13,czcB-I
czcC-I CDS,PP_0045,17.55,19.80,NP_742215.1,65.00,3.86,19.80,czcC-I
opdT-I CDS,PP_0046,2.56,2.88,NP_742216.1,10.00,0.56,2.88,opdT-I
czcR-II CDS,PP_0047,2.54,2.87,NP_742217.1,5.00,0.56,2.87,czcR-II
hypothetical protein CDS,PP_0048,1.06,1.20,NP_742218.1,1.00,0.23,1.20,
hypothetical protein CDS,PP_0049,65.08,73.43,NP_742219.1,278.00,14.32,73.43,
hypothetical protein CDS,PP_0050,26.09,29.44,NP_742220.1,31.00,5.74,29.44,
sigma-54 dependent transcriptional regulator CDS,PP_0051,4.78,5.39,NP_742221.1,18.00,1.05,5.39,
beta-lactamase domain-containing protein CDS,PP_0052,360.69,406.97,NP_742222.1,929.50,79.37,406.97,
sulfide:quinone oxidoreductase CDS,PP_0053,166.16,187.48,NP_742223.1,614.00,36.57,187.48,
membrane protein CDS,PP_0054,117.48,132.55,NP_742224.1,293.50,25.85,132.55,
transcriptional regulator CDS,PP_0055,38.67,43.64,NP_742225.1,100.00,8.51,43.64,
betA-I CDS,PP_0056,1173.61,1324.20,NP_742226.1,5649.00,258.26,1324.20,betA-I
major facilitator family transporter CDS,PP_0057,1629.98,1839.12,NP_742227.1,7689.00,358.69,1839.12,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,17.04,19.23,NP_742228.1,39.00,3.75,19.23,
gmhB CDS,PP_0059,3.25,3.67,NP_742229.1,5.00,0.72,3.67,gmhB
glyS CDS,PP_0060,12.62,14.24,NP_742230.1,75.50,2.78,14.24,glyS
glyQ CDS,PP_0061,15.40,17.37,NP_742231.1,42.50,3.39,17.37,glyQ
tag CDS,PP_0062,22.40,25.27,NP_742232.1,36.00,4.93,25.27,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,7.73,8.73,NP_742233.1,20.00,1.70,8.73,
hypothetical protein CDS,PP_0064,57.24,64.58,NP_742234.1,52.50,12.60,64.58,
trkA CDS,PP_0065,29.12,32.85,NP_742235.1,116.50,6.41,32.85,trkA
rsmB CDS,PP_0066,4.98,5.62,NP_742236.1,19.00,1.10,5.62,rsmB
fmt CDS,PP_0067,1.84,2.08,NP_742237.1,5.00,0.40,2.08,fmt
def-I CDS,PP_0068,35.22,39.74,NP_742238.1,52.00,7.75,39.74,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,45.04,50.82,NP_742239.1,144.00,9.91,50.82,
tsaC CDS,PP_0070,51.08,57.64,NP_742240.1,83.00,11.24,57.64,tsaC
