Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,55.55,73.99,NP_742171.1,8.00,0.69,73.99,parB
parA CDS,PP_0002,76.53,101.95,NP_742172.1,10.00,0.95,101.95,parA
rsmG CDS,PP_0003,158.29,210.86,NP_742173.1,17.00,1.96,210.86,rsmG
trmF CDS,PP_0004,22.38,29.81,NP_742174.1,7.00,0.28,29.81,trmF
trmE CDS,PP_0005,61.90,82.45,NP_742175.1,14.00,0.77,82.45,trmE
oxaA CDS,PP_0006,7.20,9.60,NP_742176.1,2.00,0.09,9.60,oxaA
yidD CDS,PP_0007,24.64,32.82,NP_742177.1,1.00,0.31,32.82,yidD
rnpA CDS,PP_0008,14.97,19.94,NP_742178.1,1.00,0.19,19.94,rnpA
rpmH CDS,PP_0009,0.00,0.00,NP_742179.1,0.00,0.00,0.00,rpmH
dnaA CDS,PP_0010,39.85,53.09,NP_742180.1,10.00,0.49,53.09,dnaA
dnaN CDS,PP_0011,52.16,69.48,NP_742181.1,9.50,0.65,69.48,dnaN
recF CDS,PP_0012,49.41,65.83,NP_742182.1,9.00,0.61,65.83,recF
gyrB CDS,PP_0013,41.31,55.03,NP_742183.1,16.50,0.51,55.03,gyrB
transposase CDS,PP_0014,12.38,16.49,NP_742184.2,4.00,0.15,16.49,
transposon protein CDS,PP_0015,37.88,50.47,NP_742185.1,6.00,0.47,50.47,
hypothetical protein CDS,PP_0016,34.78,46.33,NP_742186.1,11.00,0.43,46.33,
transcriptional regulator CDS,PP_0017,151.54,201.87,NP_742187.1,9.00,1.88,201.87,
hypothetical protein CDS,PP_0018,492.54,656.13,NP_742188.1,68.50,6.10,656.13,
hypothetical protein CDS,PP_0019,1621.61,2160.18,NP_742189.1,187.00,20.09,2160.18,
hypothetical protein CDS,PP_0020,819.97,1092.29,NP_742190.1,118.50,10.16,1092.29,
hypothetical protein CDS,PP_0021,26.24,34.96,NP_742191.1,4.00,0.33,34.96,
hypothetical protein CDS,PP_0022,477.57,636.19,NP_742192.2,13.00,5.92,636.19,
hypothetical protein CDS,PP_0023,6202.48,8262.46,NP_742193.1,132.00,76.85,8262.46,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,39.62,52.78,NP_742195.1,1.00,0.49,52.78,
cobalt/cadmium/zinc exporter CDS,PP_0026,93.67,124.77,NP_742196.1,14.00,1.16,124.77,
membrane protein CDS,PP_0027,41.23,54.93,NP_742197.1,3.00,0.51,54.93,
hypothetical protein CDS,PP_0028,18.54,24.69,NP_742198.1,1.00,0.23,24.69,
czcR-I CDS,PP_0029,71.84,95.70,NP_742199.1,8.00,0.89,95.70,czcR-I
czrSA CDS,PP_0030,42.72,56.90,NP_742200.1,10.00,0.53,56.90,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,81.91,109.12,NP_742202.1,3.00,1.01,109.12,
undecaprenyl-glycosyl transferase CDS,PP_0033,4.17,5.55,NP_742203.1,1.00,0.05,5.55,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,4.70,6.26,NP_742207.1,1.00,0.06,6.26,oprP
hypothetical protein CDS,PP_0039,41.36,55.09,NP_742209.1,7.00,0.51,55.09,
hypothetical protein CDS,PP_0040,269.40,358.87,NP_742210.1,10.00,3.34,358.87,
cadA-I CDS,PP_0041,9.10,12.12,NP_742211.1,3.00,0.11,12.12,cadA-I
hypothetical protein CDS,PP_0042,18.71,24.92,NP_742212.2,1.00,0.23,24.92,
czcA-I CDS,PP_0043,7.67,10.21,NP_742213.1,4.00,0.10,10.21,czcA-I
czcB-I CDS,PP_0044,9.69,12.91,NP_742214.1,2.00,0.12,12.91,czcB-I
czcC-I CDS,PP_0045,0.00,0.00,NP_742215.1,0.00,0.00,0.00,czcC-I
opdT-I CDS,PP_0046,4.51,6.01,NP_742216.1,1.00,0.06,6.01,opdT-I
czcR-II CDS,PP_0047,8.98,11.96,NP_742217.1,1.00,0.11,11.96,czcR-II
