Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,216.54,262.26,NP_742171.1,583.00,50.44,262.26,parB
parA CDS,PP_0002,448.31,542.96,NP_742172.1,1095.00,104.42,542.96,parA
rsmG CDS,PP_0003,320.77,388.50,NP_742173.1,644.00,74.71,388.50,rsmG
trmF CDS,PP_0004,358.64,434.35,NP_742174.1,2097.00,83.53,434.35,trmF
trmE CDS,PP_0005,58.89,71.33,NP_742175.1,249.00,13.72,71.33,trmE
oxaA CDS,PP_0006,566.73,686.38,NP_742176.1,2941.50,132.00,686.38,oxaA
yidD CDS,PP_0007,804.06,973.82,NP_742177.1,610.00,187.28,973.82,yidD
rnpA CDS,PP_0008,1506.01,1823.97,NP_742178.1,1881.00,350.78,1823.97,rnpA
rpmH CDS,PP_0009,4317.46,5228.99,NP_742179.1,1797.50,1005.61,5228.99,rpmH
dnaA CDS,PP_0010,353.47,428.09,NP_742180.1,1658.00,82.33,428.09,dnaA
dnaN CDS,PP_0011,404.88,490.37,NP_742181.1,1378.50,94.30,490.37,dnaN
recF CDS,PP_0012,324.70,393.25,NP_742182.1,1105.50,75.63,393.25,recF
gyrB CDS,PP_0013,341.40,413.48,NP_742183.1,2549.00,79.52,413.48,gyrB
transposase CDS,PP_0014,2.98,3.61,NP_742184.2,18.00,0.69,3.61,
transposon protein CDS,PP_0015,7.26,8.80,NP_742185.1,21.50,1.69,8.80,
hypothetical protein CDS,PP_0016,26.30,31.86,NP_742186.1,155.50,6.13,31.86,
transcriptional regulator CDS,PP_0017,195.01,236.18,NP_742187.1,216.50,45.42,236.18,
hypothetical protein CDS,PP_0018,223.87,271.13,NP_742188.1,582.00,52.14,271.13,
hypothetical protein CDS,PP_0019,271.38,328.67,NP_742189.1,585.00,63.21,328.67,
hypothetical protein CDS,PP_0020,158.43,191.88,NP_742190.1,428.00,36.90,191.88,
hypothetical protein CDS,PP_0021,45.97,55.68,NP_742191.1,131.00,10.71,55.68,
hypothetical protein CDS,PP_0022,51.10,61.88,NP_742192.2,26.00,11.90,61.88,
hypothetical protein CDS,PP_0023,45.25,54.80,NP_742193.1,18.00,10.54,54.80,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.53,1.85,NP_742194.1,8.00,0.36,1.85,
hypothetical protein CDS,PP_0025,4.24,5.13,NP_742195.1,2.00,0.99,5.13,
cobalt/cadmium/zinc exporter CDS,PP_0026,30.96,37.49,NP_742196.1,86.50,7.21,37.49,
membrane protein CDS,PP_0027,13.24,16.03,NP_742197.1,18.00,3.08,16.03,
hypothetical protein CDS,PP_0028,4.46,5.40,NP_742198.1,4.50,1.04,5.40,
czcR-I CDS,PP_0029,34.59,41.89,NP_742199.1,72.00,8.06,41.89,czcR-I
czrSA CDS,PP_0030,29.59,35.84,NP_742200.1,129.50,6.89,35.84,czrSA
hypothetical protein CDS,PP_0031,4.14,5.01,NP_742201.1,7.50,0.96,5.01,
