Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,208.87,279.54,NP_742171.1,49.50,4.19,279.54,parB
parA CDS,PP_0002,265.11,354.81,NP_742172.1,57.00,5.32,354.81,parA
rsmG CDS,PP_0003,328.19,439.24,NP_742173.1,58.00,6.58,439.24,rsmG
trmF CDS,PP_0004,156.40,209.32,NP_742174.1,80.50,3.14,209.32,trmF
trmE CDS,PP_0005,42.99,57.54,NP_742175.1,16.00,0.86,57.54,trmE
oxaA CDS,PP_0006,291.11,389.60,NP_742176.1,133.00,5.84,389.60,oxaA
yidD CDS,PP_0007,449.23,601.22,NP_742177.1,30.00,9.01,601.22,yidD
rnpA CDS,PP_0008,1268.83,1698.13,NP_742178.1,139.50,25.44,1698.13,rnpA
rpmH CDS,PP_0009,2060.14,2757.17,NP_742179.1,75.50,41.30,2757.17,rpmH
dnaA CDS,PP_0010,337.85,452.16,NP_742180.1,139.50,6.77,452.16,dnaA
dnaN CDS,PP_0011,278.61,372.88,NP_742181.1,83.50,5.59,372.88,dnaN
recF CDS,PP_0012,233.57,312.59,NP_742182.1,70.00,4.68,312.59,recF
gyrB CDS,PP_0013,375.82,502.98,NP_742183.1,247.00,7.53,502.98,gyrB
transposase CDS,PP_0014,12.22,16.36,NP_742184.2,6.50,0.25,16.36,
transposon protein CDS,PP_0015,9.59,12.84,NP_742185.1,2.50,0.19,12.84,
hypothetical protein CDS,PP_0016,7.69,10.29,NP_742186.1,4.00,0.15,10.29,
transcriptional regulator CDS,PP_0017,225.11,301.28,NP_742187.1,22.00,4.51,301.28,
hypothetical protein CDS,PP_0018,524.37,701.79,NP_742188.1,120.00,10.51,701.79,
hypothetical protein CDS,PP_0019,600.77,804.04,NP_742189.1,114.00,12.04,804.04,
hypothetical protein CDS,PP_0020,294.36,393.95,NP_742190.1,70.00,5.90,393.95,
hypothetical protein CDS,PP_0021,75.75,101.38,NP_742191.1,19.00,1.52,101.38,
hypothetical protein CDS,PP_0022,0.00,0.00,NP_742192.2,0.00,0.00,0.00,
hypothetical protein CDS,PP_0023,1313.56,1758.00,NP_742193.1,46.00,26.33,1758.00,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,44.72,59.86,NP_742196.1,11.00,0.90,59.86,
membrane protein CDS,PP_0027,33.41,44.72,NP_742197.1,4.00,0.67,44.72,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,19.10,25.56,NP_742199.1,3.50,0.38,25.56,czcR-I
czrSA CDS,PP_0030,29.85,39.95,NP_742200.1,11.50,0.60,39.95,czrSA
hypothetical protein CDS,PP_0031,12.53,16.77,NP_742201.1,2.00,0.25,16.77,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,10.13,13.55,NP_742203.1,4.00,0.20,13.55,
bactoprenol glycosyl-transferase CDS,PP_0034,3.74,5.01,NP_742204.1,1.00,0.08,5.01,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,11.40,15.26,NP_742206.1,3.00,0.23,15.26,
oprP CDS,PP_0037,2.86,3.82,NP_742207.1,1.00,0.06,3.82,oprP
hypothetical protein CDS,PP_0039,35.90,48.05,NP_742209.1,10.00,0.72,48.05,
hypothetical protein CDS,PP_0040,114.60,153.38,NP_742210.1,7.00,2.30,153.38,
cadA-I CDS,PP_0041,3.69,4.93,NP_742211.1,2.00,0.07,4.93,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,5.82,7.80,NP_742213.1,5.00,0.12,7.80,czcA-I
