Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,18.65,21.06,NP_742171.1,47.50,4.11,21.06,parB
parA CDS,PP_0002,47.39,53.50,NP_742172.1,109.50,10.45,53.50,parA
rsmG CDS,PP_0003,35.80,40.42,NP_742173.1,68.00,7.89,40.42,rsmG
trmF CDS,PP_0004,34.71,39.19,NP_742174.1,192.00,7.65,39.19,trmF
trmE CDS,PP_0005,89.50,101.05,NP_742175.1,358.00,19.73,101.05,trmE
oxaA CDS,PP_0006,13.85,15.64,NP_742176.1,68.00,3.05,15.64,oxaA
yidD CDS,PP_0007,19.51,22.02,NP_742177.1,14.00,4.30,22.02,yidD
rnpA CDS,PP_0008,32.58,36.79,NP_742178.1,38.50,7.18,36.79,rnpA
rpmH CDS,PP_0009,24.12,27.23,NP_742179.1,9.50,5.32,27.23,rpmH
dnaA CDS,PP_0010,24.90,28.11,NP_742180.1,110.50,5.49,28.11,dnaA
dnaN CDS,PP_0011,26.55,29.97,NP_742181.1,85.50,5.85,29.97,dnaN
recF CDS,PP_0012,30.89,34.88,NP_742182.1,99.50,6.81,34.88,recF
gyrB CDS,PP_0013,20.32,22.94,NP_742183.1,143.50,4.48,22.94,gyrB
transposase CDS,PP_0014,7.00,7.90,NP_742184.2,40.00,1.54,7.90,
transposon protein CDS,PP_0015,20.53,23.18,NP_742185.1,57.50,4.53,23.18,
hypothetical protein CDS,PP_0016,37.28,42.09,NP_742186.1,208.50,8.22,42.09,
transcriptional regulator CDS,PP_0017,107.11,120.93,NP_742187.1,112.50,23.62,120.93,
hypothetical protein CDS,PP_0018,117.30,132.43,NP_742188.1,288.50,25.86,132.43,
hypothetical protein CDS,PP_0019,1618.90,1827.76,NP_742189.1,3301.50,356.94,1827.76,
hypothetical protein CDS,PP_0020,732.86,827.40,NP_742190.1,1873.00,161.58,827.40,
hypothetical protein CDS,PP_0021,12.98,14.66,NP_742191.1,35.00,2.86,14.66,
hypothetical protein CDS,PP_0022,166.19,187.62,NP_742192.2,80.00,36.64,187.62,
hypothetical protein CDS,PP_0023,340.10,383.98,NP_742193.1,128.00,74.99,383.98,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.62,2.96,NP_742194.1,13.00,0.58,2.96,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,72.83,82.22,NP_742196.1,192.50,16.06,82.22,
membrane protein CDS,PP_0027,34.59,39.05,NP_742197.1,44.50,7.63,39.05,
hypothetical protein CDS,PP_0028,7.34,8.28,NP_742198.1,7.00,1.62,8.28,
czcR-I CDS,PP_0029,88.86,100.33,NP_742199.1,175.00,19.59,100.33,czcR-I
czrSA CDS,PP_0030,31.16,35.18,NP_742200.1,129.00,6.87,35.18,czrSA
hypothetical protein CDS,PP_0031,9.91,11.19,NP_742201.1,17.00,2.18,11.19,
hypothetical protein CDS,PP_0032,10.81,12.20,NP_742202.1,7.00,2.38,12.20,
undecaprenyl-glycosyl transferase CDS,PP_0033,4.48,5.05,NP_742203.1,19.00,0.99,5.05,
bactoprenol glycosyl-transferase CDS,PP_0034,0.70,0.79,NP_742204.1,2.00,0.15,0.79,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,1.06,1.20,NP_742206.1,3.00,0.23,1.20,
oprP CDS,PP_0037,3.72,4.20,NP_742207.1,14.00,0.82,4.20,oprP
