Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,242.96,325.77,NP_742171.1,59.00,4.99,325.77,parB
parA CDS,PP_0002,226.96,304.31,NP_742172.1,50.00,4.66,304.31,parA
rsmG CDS,PP_0003,295.45,396.14,NP_742173.1,53.50,6.07,396.14,rsmG
trmF CDS,PP_0004,169.70,227.54,NP_742174.1,89.50,3.49,227.54,trmF
trmE CDS,PP_0005,28.84,38.68,NP_742175.1,11.00,0.59,38.68,trmE
oxaA CDS,PP_0006,338.57,453.97,NP_742176.1,158.50,6.96,453.97,oxaA
yidD CDS,PP_0007,474.95,636.83,NP_742177.1,32.50,9.76,636.83,yidD
rnpA CDS,PP_0008,1224.98,1642.49,NP_742178.1,138.00,25.18,1642.49,rnpA
rpmH CDS,PP_0009,1917.36,2570.85,NP_742179.1,72.00,39.40,2570.85,rpmH
dnaA CDS,PP_0010,322.63,432.60,NP_742180.1,136.50,6.63,432.60,dnaA
dnaN CDS,PP_0011,289.82,388.60,NP_742181.1,89.00,5.96,388.60,dnaN
recF CDS,PP_0012,211.66,283.81,NP_742182.1,65.00,4.35,283.81,recF
gyrB CDS,PP_0013,366.04,490.80,NP_742183.1,246.50,7.52,490.80,gyrB
transposase CDS,PP_0014,9.18,12.30,NP_742184.2,5.00,0.19,12.30,
transposon protein CDS,PP_0015,22.47,30.13,NP_742185.1,6.00,0.46,30.13,
hypothetical protein CDS,PP_0016,20.63,27.66,NP_742186.1,11.00,0.42,27.66,
transcriptional regulator CDS,PP_0017,209.71,281.19,NP_742187.1,21.00,4.31,281.19,
hypothetical protein CDS,PP_0018,466.97,626.13,NP_742188.1,109.50,9.60,626.13,
hypothetical protein CDS,PP_0019,596.60,799.94,NP_742189.1,116.00,12.26,799.94,
hypothetical protein CDS,PP_0020,326.26,437.46,NP_742190.1,79.50,6.71,437.46,
hypothetical protein CDS,PP_0021,70.03,93.90,NP_742191.1,18.00,1.44,93.90,
hypothetical protein CDS,PP_0022,87.15,116.86,NP_742192.2,4.00,1.79,116.86,
hypothetical protein CDS,PP_0023,1755.72,2354.12,NP_742193.1,63.00,36.08,2354.12,
membrane-associated metal-dependent hydrolase CDS,PP_0024,6.35,8.52,NP_742194.1,3.00,0.13,8.52,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,51.58,69.17,NP_742196.1,13.00,1.06,69.17,
membrane protein CDS,PP_0027,36.68,49.19,NP_742197.1,4.50,0.75,49.19,
hypothetical protein CDS,PP_0028,16.49,22.11,NP_742198.1,1.50,0.34,22.11,
czcR-I CDS,PP_0029,66.57,89.27,NP_742199.1,12.50,1.37,89.27,czcR-I
czrSA CDS,PP_0030,21.53,28.87,NP_742200.1,8.50,0.44,28.87,czrSA
hypothetical protein CDS,PP_0031,6.11,8.20,NP_742201.1,1.00,0.13,8.20,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,9.88,13.25,NP_742203.1,4.00,0.20,13.25,
bactoprenol glycosyl-transferase CDS,PP_0034,3.65,4.90,NP_742204.1,1.00,0.08,4.90,
bactoprenol-linked glycose transferase CDS,PP_0035,8.56,11.48,NP_742205.1,1.00,0.18,11.48,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,2.79,3.74,NP_742207.1,1.00,0.06,3.74,oprP
