Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,250.71,344.27,NP_742171.1,86.00,7.33,344.27,parB
parA CDS,PP_0002,297.24,408.16,NP_742172.1,92.50,8.69,408.16,parA
rsmG CDS,PP_0003,310.79,426.78,NP_742173.1,79.50,9.09,426.78,rsmG
trmF CDS,PP_0004,177.18,243.30,NP_742174.1,132.00,5.18,243.30,trmF
trmE CDS,PP_0005,22.28,30.59,NP_742175.1,12.00,0.65,30.59,trmE
oxaA CDS,PP_0006,306.97,421.53,NP_742176.1,203.00,8.98,421.53,oxaA
yidD CDS,PP_0007,418.99,575.35,NP_742177.1,40.50,12.25,575.35,yidD
rnpA CDS,PP_0008,1256.78,1725.80,NP_742178.1,200.00,36.75,1725.80,rnpA
rpmH CDS,PP_0009,2874.89,3947.77,NP_742179.1,152.50,84.08,3947.77,rpmH
dnaA CDS,PP_0010,304.53,418.17,NP_742180.1,182.00,8.91,418.17,dnaA
dnaN CDS,PP_0011,283.54,389.36,NP_742181.1,123.00,8.29,389.36,dnaN
recF CDS,PP_0012,246.66,338.71,NP_742182.1,107.00,7.21,338.71,recF
gyrB CDS,PP_0013,309.06,424.39,NP_742183.1,294.00,9.04,424.39,gyrB
transposase CDS,PP_0014,8.44,11.60,NP_742184.2,6.50,0.25,11.60,
transposon protein CDS,PP_0015,33.14,45.50,NP_742185.1,12.50,0.97,45.50,
hypothetical protein CDS,PP_0016,24.56,33.73,NP_742186.1,18.50,0.72,33.73,
transcriptional regulator CDS,PP_0017,222.69,305.79,NP_742187.1,31.50,6.51,305.79,
hypothetical protein CDS,PP_0018,538.88,739.99,NP_742188.1,178.50,15.76,739.99,
hypothetical protein CDS,PP_0019,493.34,677.45,NP_742189.1,135.50,14.43,677.45,
hypothetical protein CDS,PP_0020,339.91,466.76,NP_742190.1,117.00,9.94,466.76,
hypothetical protein CDS,PP_0021,96.40,132.38,NP_742191.1,35.00,2.82,132.38,
