Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,360.98,451.30,NP_742171.1,38.50,3.28,451.30,parB
parA CDS,PP_0002,248.04,310.10,NP_742172.1,24.00,2.25,310.10,parA
rsmG CDS,PP_0003,364.63,455.86,NP_742173.1,29.00,3.31,455.86,rsmG
trmF CDS,PP_0004,187.80,234.78,NP_742174.1,43.50,1.70,234.78,trmF
trmE CDS,PP_0005,11.94,14.93,NP_742175.1,2.00,0.11,14.93,trmE
oxaA CDS,PP_0006,221.29,276.66,NP_742176.1,45.50,2.01,276.66,oxaA
yidD CDS,PP_0007,482.47,603.18,NP_742177.1,14.50,4.38,603.18,yidD
rnpA CDS,PP_0008,889.27,1111.77,NP_742178.1,44.00,8.07,1111.77,rnpA
rpmH CDS,PP_0009,2849.71,3562.71,NP_742179.1,47.00,25.85,3562.71,rpmH
dnaA CDS,PP_0010,328.27,410.41,NP_742180.1,61.00,2.98,410.41,dnaA
dnaN CDS,PP_0011,255.79,319.79,NP_742181.1,34.50,2.32,319.79,dnaN
recF CDS,PP_0012,274.33,342.96,NP_742182.1,37.00,2.49,342.96,recF
gyrB CDS,PP_0013,322.88,403.67,NP_742183.1,95.50,2.93,403.67,gyrB
transposase CDS,PP_0014,6.27,7.84,NP_742184.2,1.50,0.06,7.84,
transposon protein CDS,PP_0015,29.84,37.31,NP_742185.1,3.50,0.27,37.31,
hypothetical protein CDS,PP_0016,17.08,21.35,NP_742186.1,4.00,0.15,21.35,
transcriptional regulator CDS,PP_0017,136.42,170.56,NP_742187.1,6.00,1.24,170.56,
hypothetical protein CDS,PP_0018,456.36,570.54,NP_742188.1,47.00,4.14,570.54,
hypothetical protein CDS,PP_0019,550.37,688.08,NP_742189.1,47.00,4.99,688.08,
hypothetical protein CDS,PP_0020,280.32,350.46,NP_742190.1,30.00,2.54,350.46,
hypothetical protein CDS,PP_0021,62.01,77.53,NP_742191.1,7.00,0.56,77.53,
hypothetical protein CDS,PP_0022,0.00,0.00,NP_742192.2,0.00,0.00,0.00,
hypothetical protein CDS,PP_0023,1903.57,2379.84,NP_742193.1,30.00,17.27,2379.84,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,27.10,33.89,NP_742196.1,3.00,0.25,33.89,
membrane protein CDS,PP_0027,0.00,0.00,NP_742197.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0028,25.03,31.29,NP_742198.1,1.00,0.23,31.29,
czcR-I CDS,PP_0029,36.38,45.48,NP_742199.1,3.00,0.33,45.48,czcR-I
czrSA CDS,PP_0030,5.77,7.21,NP_742200.1,1.00,0.05,7.21,czrSA
hypothetical protein CDS,PP_0031,13.92,17.40,NP_742201.1,1.00,0.13,17.40,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,0.00,0.00,NP_742203.1,0.00,0.00,0.00,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,0.00,0.00,NP_742207.1,0.00,0.00,0.00,oprP
hypothetical protein CDS,PP_0039,23.93,29.92,NP_742209.1,3.00,0.22,29.92,
hypothetical protein CDS,PP_0040,218.28,272.89,NP_742210.1,6.00,1.98,272.89,
