Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,367.29,459.67,NP_742171.1,40.50,3.45,459.67,parB
parA CDS,PP_0002,174.94,218.93,NP_742172.1,17.50,1.64,218.93,parA
rsmG CDS,PP_0003,383.09,479.44,NP_742173.1,31.50,3.59,479.44,rsmG
trmF CDS,PP_0004,144.06,180.29,NP_742174.1,34.50,1.35,180.29,trmF
trmE CDS,PP_0005,23.10,28.91,NP_742175.1,4.00,0.22,28.91,trmE
oxaA CDS,PP_0006,228.15,285.53,NP_742176.1,48.50,2.14,285.53,oxaA
yidD CDS,PP_0007,386.20,483.33,NP_742177.1,12.00,3.62,483.33,yidD
rnpA CDS,PP_0008,938.33,1174.32,NP_742178.1,48.00,8.81,1174.32,rnpA
rpmH CDS,PP_0009,1847.34,2311.95,NP_742179.1,31.50,17.34,2311.95,rpmH
dnaA CDS,PP_0010,286.29,358.29,NP_742180.1,55.00,2.69,358.29,dnaA
dnaN CDS,PP_0011,265.34,332.07,NP_742181.1,37.00,2.49,332.07,dnaN
recF CDS,PP_0012,337.05,421.82,NP_742182.1,47.00,3.16,421.82,recF
gyrB CDS,PP_0013,405.51,507.49,NP_742183.1,124.00,3.81,507.49,gyrB
transposase CDS,PP_0014,8.08,10.12,NP_742184.2,2.00,0.08,10.12,
transposon protein CDS,PP_0015,16.49,20.64,NP_742185.1,2.00,0.15,20.64,
hypothetical protein CDS,PP_0016,20.65,25.84,NP_742186.1,5.00,0.19,25.84,
transcriptional regulator CDS,PP_0017,241.91,302.76,NP_742187.1,11.00,2.27,302.76,
hypothetical protein CDS,PP_0018,436.71,546.55,NP_742188.1,46.50,4.10,546.55,
hypothetical protein CDS,PP_0019,532.34,666.23,NP_742189.1,47.00,5.00,666.23,
hypothetical protein CDS,PP_0020,384.11,480.71,NP_742190.1,42.50,3.60,480.71,
hypothetical protein CDS,PP_0021,85.68,107.23,NP_742191.1,10.00,0.80,107.23,
hypothetical protein CDS,PP_0022,47.98,60.05,NP_742192.2,1.00,0.45,60.05,
hypothetical protein CDS,PP_0023,3130.04,3917.25,NP_742193.1,51.00,29.37,3917.25,
membrane-associated metal-dependent hydrolase CDS,PP_0024,0.00,0.00,NP_742194.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0025,0.00,0.00,NP_742195.1,0.00,0.00,0.00,
cobalt/cadmium/zinc exporter CDS,PP_0026,17.48,21.87,NP_742196.1,2.00,0.16,21.87,
membrane protein CDS,PP_0027,0.00,0.00,NP_742197.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,29.32,36.70,NP_742199.1,2.50,0.28,36.70,czcR-I
czrSA CDS,PP_0030,19.53,24.44,NP_742200.1,3.50,0.18,24.44,czrSA
hypothetical protein CDS,PP_0031,0.00,0.00,NP_742201.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,10.88,13.62,NP_742203.1,2.00,0.10,13.62,
bactoprenol glycosyl-transferase CDS,PP_0034,8.05,10.07,NP_742204.1,1.00,0.08,10.07,
bactoprenol-linked glycose transferase CDS,PP_0035,0.00,0.00,NP_742205.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,6.14,7.68,NP_742207.1,1.00,0.06,7.68,oprP
hypothetical protein CDS,PP_0039,7.72,9.66,NP_742209.1,1.00,0.07,9.66,
hypothetical protein CDS,PP_0040,211.12,264.22,NP_742210.1,6.00,1.98,264.22,
cadA-I CDS,PP_0041,7.93,9.92,NP_742211.1,2.00,0.07,9.92,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,5.01,6.27,NP_742213.1,2.00,0.05,6.27,czcA-I
czcB-I CDS,PP_0044,18.99,23.76,NP_742214.1,3.00,0.18,23.76,czcB-I
czcC-I CDS,PP_0045,6.22,7.79,NP_742215.1,1.00,0.06,7.79,czcC-I
opdT-I CDS,PP_0046,0.00,0.00,NP_742216.1,0.00,0.00,0.00,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,43.17,54.03,NP_742219.1,8.00,0.41,54.03,
hypothetical protein CDS,PP_0050,58.21,72.86,NP_742220.1,3.00,0.55,72.86,
sigma-54 dependent transcriptional regulator CDS,PP_0051,42.86,53.64,NP_742221.1,7.00,0.40,53.64,
beta-lactamase domain-containing protein CDS,PP_0052,17.89,22.39,NP_742222.1,2.00,0.17,22.39,
sulfide:quinone oxidoreductase CDS,PP_0053,15.60,19.52,NP_742223.1,2.50,0.15,19.52,
membrane protein CDS,PP_0054,13.84,17.32,NP_742224.1,1.50,0.13,17.32,
transcriptional regulator CDS,PP_0055,62.41,78.11,NP_742225.1,7.00,0.59,78.11,
betA-I CDS,PP_0056,14.37,17.98,NP_742226.1,3.00,0.13,17.98,betA-I
major facilitator family transporter CDS,PP_0057,9.77,12.23,NP_742227.1,2.00,0.09,12.23,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,60.44,75.64,NP_742228.1,6.00,0.57,75.64,
gmhB CDS,PP_0059,74.97,93.83,NP_742229.1,5.00,0.70,93.83,gmhB
glyS CDS,PP_0060,250.42,313.40,NP_742230.1,65.00,2.35,313.40,glyS
glyQ CDS,PP_0061,233.84,292.65,NP_742231.1,28.00,2.19,292.65,glyQ
tag CDS,PP_0062,71.71,89.75,NP_742232.1,5.00,0.67,89.75,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,44.58,55.79,NP_742233.1,5.00,0.42,55.79,
hypothetical protein CDS,PP_0064,100.54,125.82,NP_742234.1,4.00,0.94,125.82,
trkA CDS,PP_0065,69.15,86.54,NP_742235.1,12.00,0.65,86.54,trkA
rsmB CDS,PP_0066,48.31,60.46,NP_742236.1,8.00,0.45,60.46,rsmB
fmt CDS,PP_0067,50.91,63.72,NP_742237.1,6.00,0.48,63.72,fmt
def-I CDS,PP_0068,78.08,97.72,NP_742238.1,5.00,0.73,97.72,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,18.03,22.56,NP_742239.1,2.50,0.17,22.56,
tsaC CDS,PP_0070,78.04,97.66,NP_742240.1,5.50,0.73,97.66,tsaC
hypothetical protein CDS,PP_0071,95.10,119.02,NP_742241.2,4.00,0.89,119.02,
qor-I CDS,PP_0072,186.19,233.02,NP_742242.1,23.00,1.75,233.02,qor-I
hemF CDS,PP_0073,95.49,119.51,NP_742243.1,11.00,0.90,119.51,hemF
aroE CDS,PP_0074,67.18,84.07,NP_742244.1,7.00,0.63,84.07,aroE
choline sulfate transporter CDS,PP_0075,25.28,31.64,NP_742245.1,5.00,0.24,31.64,
choline betaine-binding protein CDS,PP_0076,17.14,21.45,NP_742246.2,2.00,0.16,21.45,
betC CDS,PP_0077,10.43,13.05,NP_742247.1,2.00,0.10,13.05,betC
transcriptional regulator CDS,PP_0079,8.80,11.01,NP_742249.1,1.00,0.08,11.01,
hypothetical protein CDS,PP_0080,12.81,16.03,NP_742250.1,1.00,0.12,16.03,
hypothetical protein CDS,PP_0081,127.70,159.81,NP_742251.1,6.00,1.20,159.81,
trpA CDS,PP_0082,366.54,458.72,NP_742252.1,37.50,3.44,458.72,trpA
trpB CDS,PP_0083,607.76,760.62,NP_742253.1,93.50,5.70,760.62,trpB
trpI CDS,PP_0084,13.24,16.57,NP_742254.1,1.50,0.12,16.57,trpI
hypothetical protein CDS,PP_0085,40.48,50.66,NP_742255.1,2.50,0.38,50.66,
hypothetical protein CDS,PP_0086,73.31,91.74,NP_742256.1,2.00,0.69,91.74,
hypothetical protein CDS,PP_0087,599.79,750.63,NP_742257.1,20.00,5.63,750.63,
alkanal monooxygenase CDS,PP_0088,86.66,108.45,NP_742258.1,11.00,0.81,108.45,
osmC CDS,PP_0089,9.29,11.63,NP_742259.1,0.50,0.09,11.63,osmC
hypothetical protein CDS,PP_0090,226.59,283.57,NP_742260.1,8.50,2.13,283.57,
putative lipoprotein CDS,PP_0091,19.12,23.93,NP_742261.1,1.00,0.18,23.93,
putative lipoprotein CDS,PP_0092,0.00,0.00,NP_742262.1,0.00,0.00,0.00,
zinc protease CDS,PP_0093,0.00,0.00,NP_742263.2,0.00,0.00,0.00,
5'-nucleotidase CDS,PP_0094,97.29,121.76,NP_742264.1,8.00,0.91,121.76,
hypothetical protein CDS,PP_0095,0.00,0.00,NP_742265.1,0.00,0.00,0.00,
prlC CDS,PP_0096,175.55,219.70,NP_742266.1,45.50,1.65,219.70,prlC
hypothetical protein CDS,PP_0097,280.75,351.36,NP_742267.1,10.00,2.63,351.36,
hypothetical protein CDS,PP_0098,113.75,142.36,NP_742268.1,2.50,1.07,142.36,
hypothetical protein CDS,PP_0099,7.48,9.36,NP_742269.1,1.00,0.07,9.36,
cynT CDS,PP_0100,230.92,288.99,NP_742270.1,21.00,2.17,288.99,cynT
sulfate transporter CDS,PP_0101,10.43,13.05,NP_742271.1,2.00,0.10,13.05,
cytochrome c oxidase subunit 2 CDS,PP_0103,0.00,0.00,NP_742273.1,0.00,0.00,0.00,
ctaD CDS,PP_0104,9.96,12.46,NP_742274.1,2.00,0.09,12.46,ctaD
