Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,266.58,352.99,NP_742171.1,112.00,9.26,352.99,parB
parA CDS,PP_0002,261.05,345.67,NP_742172.1,99.50,9.06,345.67,parA
rsmG CDS,PP_0003,445.27,589.59,NP_742173.1,139.50,15.46,589.59,rsmG
trmF CDS,PP_0004,272.89,361.34,NP_742174.1,249.00,9.48,361.34,trmF
trmE CDS,PP_0005,48.50,64.22,NP_742175.1,32.00,1.68,64.22,trmE
oxaA CDS,PP_0006,371.01,491.27,NP_742176.1,300.50,12.88,491.27,oxaA
yidD CDS,PP_0007,358.99,475.35,NP_742177.1,42.50,12.46,475.35,yidD
rnpA CDS,PP_0008,1451.98,1922.60,NP_742178.1,283.00,50.41,1922.60,rnpA
rpmH CDS,PP_0009,2709.00,3587.04,NP_742179.1,176.00,94.06,3587.04,rpmH
dnaA CDS,PP_0010,454.93,602.38,NP_742180.1,333.00,15.80,602.38,dnaA
dnaN CDS,PP_0011,322.79,427.42,NP_742181.1,171.50,11.21,427.42,dnaN
recF CDS,PP_0012,270.09,357.64,NP_742182.1,143.50,9.38,357.64,recF
gyrB CDS,PP_0013,436.87,578.47,NP_742183.1,509.00,15.17,578.47,gyrB
transposase CDS,PP_0014,8.49,11.24,NP_742184.2,8.00,0.29,11.24,
transposon protein CDS,PP_0015,15.15,20.06,NP_742185.1,7.00,0.53,20.06,
hypothetical protein CDS,PP_0016,27.10,35.88,NP_742186.1,25.00,0.94,35.88,
transcriptional regulator CDS,PP_0017,305.92,405.07,NP_742187.1,53.00,10.62,405.07,
hypothetical protein CDS,PP_0018,277.30,367.18,NP_742188.1,112.50,9.63,367.18,
hypothetical protein CDS,PP_0019,276.46,366.07,NP_742189.1,93.00,9.60,366.07,
hypothetical protein CDS,PP_0020,188.58,249.70,NP_742190.1,79.50,6.55,249.70,
hypothetical protein CDS,PP_0021,71.96,95.29,NP_742191.1,32.00,2.50,95.29,
hypothetical protein CDS,PP_0022,113.34,150.08,NP_742192.2,9.00,3.94,150.08,
hypothetical protein CDS,PP_0023,418.81,554.55,NP_742193.1,26.00,14.54,554.55,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.22,1.62,NP_742194.1,1.00,0.04,1.62,
hypothetical protein CDS,PP_0025,40.74,53.95,NP_742195.1,3.00,1.41,53.95,
cobalt/cadmium/zinc exporter CDS,PP_0026,66.51,88.07,NP_742196.1,29.00,2.31,88.07,
membrane protein CDS,PP_0027,18.85,24.96,NP_742197.1,4.00,0.65,24.96,
hypothetical protein CDS,PP_0028,6.35,8.41,NP_742198.1,1.00,0.22,8.41,
