Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,240.77,297.30,NP_742171.1,658.00,56.88,297.30,parB
parA CDS,PP_0002,403.13,497.78,NP_742172.1,999.50,95.24,497.78,parA
rsmG CDS,PP_0003,370.72,457.76,NP_742173.1,755.50,87.58,457.76,rsmG
trmF CDS,PP_0004,350.94,433.34,NP_742174.1,2083.00,82.91,433.34,trmF
trmE CDS,PP_0005,55.45,68.47,NP_742175.1,238.00,13.10,68.47,trmE
oxaA CDS,PP_0006,472.89,583.93,NP_742176.1,2491.50,111.72,583.93,oxaA
yidD CDS,PP_0007,645.37,796.90,NP_742177.1,497.00,152.47,796.90,yidD
rnpA CDS,PP_0008,1276.57,1576.30,NP_742178.1,1618.50,301.59,1576.30,rnpA
rpmH CDS,PP_0009,3904.25,4820.93,NP_742179.1,1650.00,922.36,4820.93,rpmH
dnaA CDS,PP_0010,383.91,474.05,NP_742180.1,1828.00,90.70,474.05,dnaA
dnaN CDS,PP_0011,423.31,522.70,NP_742181.1,1463.00,100.01,522.70,dnaN
recF CDS,PP_0012,295.57,364.96,NP_742182.1,1021.50,69.83,364.96,recF
gyrB CDS,PP_0013,372.41,459.85,NP_742183.1,2822.50,87.98,459.85,gyrB
transposase CDS,PP_0014,4.57,5.64,NP_742184.2,28.00,1.08,5.64,
transposon protein CDS,PP_0015,13.81,17.05,NP_742185.1,41.50,3.26,17.05,
hypothetical protein CDS,PP_0016,22.00,27.16,NP_742186.1,132.00,5.20,27.16,
transcriptional regulator CDS,PP_0017,197.87,244.33,NP_742187.1,223.00,46.75,244.33,
hypothetical protein CDS,PP_0018,242.52,299.46,NP_742188.1,640.00,57.29,299.46,
hypothetical protein CDS,PP_0019,288.82,356.63,NP_742189.1,632.00,68.23,356.63,
hypothetical protein CDS,PP_0020,179.05,221.08,NP_742190.1,491.00,42.30,221.08,
hypothetical protein CDS,PP_0021,41.49,51.23,NP_742191.1,120.00,9.80,51.23,
hypothetical protein CDS,PP_0022,50.34,62.15,NP_742192.2,26.00,11.89,62.15,
hypothetical protein CDS,PP_0023,131.24,162.06,NP_742193.1,53.00,31.01,162.06,
