Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,306.49,403.25,NP_742171.1,72.00,6.19,403.25,parB
parA CDS,PP_0002,363.64,478.44,NP_742172.1,77.50,7.35,478.44,parA
rsmG CDS,PP_0003,470.94,619.62,NP_742173.1,82.50,9.52,619.62,rsmG
trmF CDS,PP_0004,192.08,252.72,NP_742174.1,98.00,3.88,252.72,trmF
trmE CDS,PP_0005,27.11,35.66,NP_742175.1,10.00,0.55,35.66,trmE
oxaA CDS,PP_0006,320.17,421.25,NP_742176.1,145.00,6.47,421.25,oxaA
yidD CDS,PP_0007,634.46,834.77,NP_742177.1,42.00,12.82,834.77,yidD
rnpA CDS,PP_0008,1234.13,1623.75,NP_742178.1,134.50,24.94,1623.75,rnpA
rpmH CDS,PP_0009,1995.70,2625.76,NP_742179.1,72.50,40.32,2625.76,rpmH
dnaA CDS,PP_0010,327.39,430.75,NP_742180.1,134.00,6.61,430.75,dnaA
dnaN CDS,PP_0011,260.87,343.23,NP_742181.1,77.50,5.27,343.23,dnaN
recF CDS,PP_0012,313.04,411.87,NP_742182.1,93.00,6.33,411.87,recF
gyrB CDS,PP_0013,382.97,503.88,NP_742183.1,249.50,7.74,503.88,gyrB
transposase CDS,PP_0014,0.95,1.25,NP_742184.2,0.50,0.02,1.25,
transposon protein CDS,PP_0015,13.55,17.83,NP_742185.1,3.50,0.27,17.83,
hypothetical protein CDS,PP_0016,31.99,42.08,NP_742186.1,16.50,0.65,42.08,
transcriptional regulator CDS,PP_0017,201.29,264.84,NP_742187.1,19.50,4.07,264.84,
hypothetical protein CDS,PP_0018,154.29,203.00,NP_742188.1,35.00,3.12,203.00,
hypothetical protein CDS,PP_0019,260.50,342.74,NP_742189.1,49.00,5.26,342.74,
hypothetical protein CDS,PP_0020,186.66,245.58,NP_742190.1,44.00,3.77,245.58,
hypothetical protein CDS,PP_0021,64.35,84.66,NP_742191.1,16.00,1.30,84.66,
hypothetical protein CDS,PP_0022,22.52,29.63,NP_742192.2,1.00,0.46,29.63,
hypothetical protein CDS,PP_0023,374.49,492.73,NP_742193.1,13.00,7.57,492.73,
membrane-associated metal-dependent hydrolase CDS,PP_0024,6.57,8.64,NP_742194.1,3.00,0.13,8.64,
hypothetical protein CDS,PP_0025,48.58,63.91,NP_742195.1,2.00,0.98,63.91,
cobalt/cadmium/zinc exporter CDS,PP_0026,36.92,48.57,NP_742196.1,9.00,0.75,48.57,
membrane protein CDS,PP_0027,33.71,44.35,NP_742197.1,4.00,0.68,44.35,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,49.55,65.19,NP_742199.1,9.00,1.00,65.19,czcR-I
czrSA CDS,PP_0030,23.57,31.01,NP_742200.1,9.00,0.48,31.01,czrSA
