Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,233.28,322.73,NP_742171.1,84.50,7.21,322.73,parB
parA CDS,PP_0002,284.53,393.62,NP_742172.1,93.50,8.80,393.62,parA
rsmG CDS,PP_0003,299.88,414.86,NP_742173.1,81.00,9.27,414.86,rsmG
trmF CDS,PP_0004,175.42,242.68,NP_742174.1,138.00,5.42,242.68,trmF
trmE CDS,PP_0005,22.85,31.62,NP_742175.1,13.00,0.71,31.62,trmE
oxaA CDS,PP_0006,313.62,433.86,NP_742176.1,219.00,9.69,433.86,oxaA
yidD CDS,PP_0007,470.27,650.58,NP_742177.1,48.00,14.54,650.58,yidD
rnpA CDS,PP_0008,1416.31,1959.37,NP_742178.1,238.00,43.78,1959.37,rnpA
rpmH CDS,PP_0009,2053.06,2840.26,NP_742179.1,115.00,63.47,2840.26,rpmH
dnaA CDS,PP_0010,306.61,424.18,NP_742180.1,193.50,9.48,424.18,dnaA
dnaN CDS,PP_0011,282.71,391.11,NP_742181.1,129.50,8.74,391.11,dnaN
recF CDS,PP_0012,221.58,306.54,NP_742182.1,101.50,6.85,306.54,recF
gyrB CDS,PP_0013,317.07,438.64,NP_742183.1,318.50,9.80,438.64,gyrB
transposase CDS,PP_0014,6.77,9.36,NP_742184.2,5.50,0.21,9.36,
transposon protein CDS,PP_0015,36.40,50.36,NP_742185.1,14.50,1.13,50.36,
hypothetical protein CDS,PP_0016,22.00,30.44,NP_742186.1,17.50,0.68,30.44,
transcriptional regulator CDS,PP_0017,204.19,282.48,NP_742187.1,30.50,6.31,282.48,
hypothetical protein CDS,PP_0018,468.87,648.65,NP_742188.1,164.00,14.49,648.65,
hypothetical protein CDS,PP_0019,493.06,682.11,NP_742189.1,143.00,15.24,682.11,
hypothetical protein CDS,PP_0020,363.17,502.42,NP_742190.1,132.00,11.23,502.42,
hypothetical protein CDS,PP_0021,101.73,140.73,NP_742191.1,39.00,3.14,140.73,
hypothetical protein CDS,PP_0022,131.46,181.87,NP_742192.2,9.00,4.06,181.87,
hypothetical protein CDS,PP_0023,1326.49,1835.11,NP_742193.1,71.00,41.01,1835.11,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.84,3.93,NP_742194.1,2.00,0.09,3.93,
hypothetical protein CDS,PP_0025,15.75,21.79,NP_742195.1,1.00,0.49,21.79,
