Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,215.19,264.04,NP_742171.1,534.50,46.21,264.04,parB
parA CDS,PP_0002,379.65,465.83,NP_742172.1,855.50,81.52,465.83,parA
rsmG CDS,PP_0003,267.24,327.91,NP_742173.1,495.00,57.39,327.91,rsmG
trmF CDS,PP_0004,313.65,384.85,NP_742174.1,1692.00,67.35,384.85,trmF
trmE CDS,PP_0005,70.50,86.50,NP_742175.1,275.00,15.14,86.50,trmE
oxaA CDS,PP_0006,466.74,572.69,NP_742176.1,2235.00,100.22,572.69,oxaA
yidD CDS,PP_0007,721.51,885.29,NP_742177.1,505.00,154.93,885.29,yidD
rnpA CDS,PP_0008,1838.91,2256.34,NP_742178.1,2119.00,394.87,2256.34,rnpA
rpmH CDS,PP_0009,2343.11,2875.00,NP_742179.1,900.00,503.14,2875.00,rpmH
dnaA CDS,PP_0010,294.04,360.79,NP_742180.1,1272.50,63.14,360.79,dnaA
dnaN CDS,PP_0011,387.28,475.20,NP_742181.1,1216.50,83.16,475.20,dnaN
recF CDS,PP_0012,270.44,331.84,NP_742182.1,849.50,58.07,331.84,recF
gyrB CDS,PP_0013,292.45,358.84,NP_742183.1,2014.50,62.80,358.84,gyrB
transposase CDS,PP_0014,2.96,3.63,NP_742184.2,16.50,0.64,3.63,
transposon protein CDS,PP_0015,8.79,10.78,NP_742185.1,24.00,1.89,10.78,
hypothetical protein CDS,PP_0016,26.58,32.62,NP_742186.1,145.00,5.71,32.62,
transcriptional regulator CDS,PP_0017,200.14,245.57,NP_742187.1,205.00,42.98,245.57,
hypothetical protein CDS,PP_0018,258.70,317.43,NP_742188.1,620.50,55.55,317.43,
hypothetical protein CDS,PP_0019,272.53,334.39,NP_742189.1,542.00,58.52,334.39,
hypothetical protein CDS,PP_0020,242.14,297.10,NP_742190.1,603.50,51.99,297.10,
hypothetical protein CDS,PP_0021,51.73,63.47,NP_742191.1,136.00,11.11,63.47,
hypothetical protein CDS,PP_0022,44.73,54.89,NP_742192.2,21.00,9.61,54.89,
hypothetical protein CDS,PP_0023,98.08,120.35,NP_742193.1,36.00,21.06,120.35,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.66,2.03,NP_742194.1,8.00,0.36,2.03,
hypothetical protein CDS,PP_0025,2.30,2.82,NP_742195.1,1.00,0.49,2.82,
cobalt/cadmium/zinc exporter CDS,PP_0026,35.11,43.08,NP_742196.1,90.50,7.54,43.08,
membrane protein CDS,PP_0027,21.52,26.40,NP_742197.1,27.00,4.62,26.40,
