Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,257.53,337.03,NP_742171.1,776.00,67.05,337.03,parB
parA CDS,PP_0002,365.45,478.26,NP_742172.1,999.00,95.15,478.26,parA
rsmG CDS,PP_0003,300.85,393.72,NP_742173.1,676.00,78.33,393.72,rsmG
trmF CDS,PP_0004,243.58,318.77,NP_742174.1,1594.00,63.42,318.77,trmF
trmE CDS,PP_0005,51.77,67.76,NP_742175.1,245.00,13.48,67.76,trmE
oxaA CDS,PP_0006,434.76,568.96,NP_742176.1,2525.50,113.20,568.96,oxaA
yidD CDS,PP_0007,810.28,1060.41,NP_742177.1,688.00,210.97,1060.41,yidD
rnpA CDS,PP_0008,1611.01,2108.31,NP_742178.1,2252.00,419.45,2108.31,rnpA
rpmH CDS,PP_0009,2355.35,3082.43,NP_742179.1,1097.50,613.25,3082.43,rpmH
dnaA CDS,PP_0010,324.77,425.03,NP_742180.1,1705.00,84.56,425.03,dnaA
dnaN CDS,PP_0011,424.88,556.03,NP_742181.1,1619.00,110.62,556.03,dnaN
recF CDS,PP_0012,251.54,329.19,NP_742182.1,958.50,65.49,329.19,recF
gyrB CDS,PP_0013,384.44,503.12,NP_742183.1,3212.50,100.10,503.12,gyrB
transposase CDS,PP_0014,5.55,7.26,NP_742184.2,37.50,1.44,7.26,
transposon protein CDS,PP_0015,20.22,26.46,NP_742185.1,67.00,5.26,26.46,
hypothetical protein CDS,PP_0016,26.75,35.01,NP_742186.1,177.00,6.96,35.01,
transcriptional regulator CDS,PP_0017,207.64,271.73,NP_742187.1,258.00,54.06,271.73,
hypothetical protein CDS,PP_0018,410.70,537.48,NP_742188.1,1195.00,106.93,537.48,
hypothetical protein CDS,PP_0019,554.79,726.04,NP_742189.1,1338.50,144.45,726.04,
hypothetical protein CDS,PP_0020,401.35,525.24,NP_742190.1,1213.50,104.50,525.24,
hypothetical protein CDS,PP_0021,62.71,82.07,NP_742191.1,200.00,16.33,82.07,
hypothetical protein CDS,PP_0022,56.19,73.53,NP_742192.2,32.00,14.63,73.53,
hypothetical protein CDS,PP_0023,460.41,602.54,NP_742193.1,205.00,119.88,602.54,
