Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,240.20,299.36,NP_742171.1,807.00,69.58,299.36,parB
parA CDS,PP_0002,406.99,507.23,NP_742172.1,1240.50,117.90,507.23,parA
rsmG CDS,PP_0003,293.57,365.87,NP_742173.1,735.50,85.05,365.87,rsmG
trmF CDS,PP_0004,291.50,363.29,NP_742174.1,2127.00,84.45,363.29,trmF
trmE CDS,PP_0005,63.87,79.60,NP_742175.1,337.00,18.50,79.60,trmE
oxaA CDS,PP_0006,737.38,918.99,NP_742176.1,4776.00,213.62,918.99,oxaA
yidD CDS,PP_0007,917.37,1143.31,NP_742177.1,868.50,265.76,1143.31,yidD
rnpA CDS,PP_0008,1820.51,2268.88,NP_742178.1,2837.50,527.39,2268.88,rnpA
rpmH CDS,PP_0009,4278.76,5332.56,NP_742179.1,2223.00,1239.53,5332.56,rpmH
dnaA CDS,PP_0010,337.40,420.50,NP_742180.1,1975.00,97.74,420.50,dnaA
dnaN CDS,PP_0011,394.94,492.21,NP_742181.1,1678.00,114.41,492.21,dnaN
recF CDS,PP_0012,287.15,357.87,NP_742182.1,1220.00,83.18,357.87,recF
gyrB CDS,PP_0013,308.14,384.03,NP_742183.1,2871.00,89.27,384.03,gyrB
transposase CDS,PP_0014,5.84,7.27,NP_742184.2,44.00,1.69,7.27,
transposon protein CDS,PP_0015,12.86,16.02,NP_742185.1,47.50,3.72,16.02,
hypothetical protein CDS,PP_0016,25.48,31.76,NP_742186.1,188.00,7.38,31.76,
transcriptional regulator CDS,PP_0017,155.18,193.40,NP_742187.1,215.00,44.96,193.40,
hypothetical protein CDS,PP_0018,308.24,384.15,NP_742188.1,1000.00,89.29,384.15,
hypothetical protein CDS,PP_0019,364.12,453.79,NP_742189.1,979.50,105.48,453.79,
hypothetical protein CDS,PP_0020,266.81,332.53,NP_742190.1,899.50,77.29,332.53,
hypothetical protein CDS,PP_0021,41.34,51.52,NP_742191.1,147.00,11.98,51.52,
hypothetical protein CDS,PP_0022,53.54,66.73,NP_742192.2,34.00,15.51,66.73,
hypothetical protein CDS,PP_0023,56.40,70.29,NP_742193.1,28.00,16.34,70.29,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.21,4.01,NP_742194.1,21.00,0.93,4.01,
hypothetical protein CDS,PP_0025,15.28,19.05,NP_742195.1,9.00,4.43,19.05,
cobalt/cadmium/zinc exporter CDS,PP_0026,29.25,36.46,NP_742196.1,102.00,8.47,36.46,
membrane protein CDS,PP_0027,7.66,9.55,NP_742197.1,13.00,2.22,9.55,
hypothetical protein CDS,PP_0028,4.77,5.94,NP_742198.1,6.00,1.38,5.94,
czcR-I CDS,PP_0029,23.48,29.27,NP_742199.1,61.00,6.80,29.27,czcR-I
czrSA CDS,PP_0030,18.68,23.28,NP_742200.1,102.00,5.41,23.28,czrSA
hypothetical protein CDS,PP_0031,6.63,8.26,NP_742201.1,15.00,1.92,8.26,
hypothetical protein CDS,PP_0032,4.68,5.83,NP_742202.1,4.00,1.36,5.83,
undecaprenyl-glycosyl transferase CDS,PP_0033,6.96,8.68,NP_742203.1,39.00,2.02,8.68,
bactoprenol glycosyl-transferase CDS,PP_0034,3.30,4.11,NP_742204.1,12.50,0.96,4.11,
bactoprenol-linked glycose transferase CDS,PP_0035,2.78,3.47,NP_742205.1,4.50,0.81,3.47,
transcriptional regulator CDS,PP_0036,1.88,2.34,NP_742206.1,7.00,0.54,2.34,
