Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,24.66,27.71,NP_742171.1,59.50,5.15,27.71,parB
parA CDS,PP_0002,40.89,45.95,NP_742172.1,89.50,8.54,45.95,parA
rsmG CDS,PP_0003,37.80,42.47,NP_742173.1,68.00,7.89,42.47,rsmG
trmF CDS,PP_0004,36.45,40.96,NP_742174.1,191.00,7.61,40.96,trmF
trmE CDS,PP_0005,92.90,104.40,NP_742175.1,352.00,19.40,104.40,trmE
oxaA CDS,PP_0006,13.22,14.86,NP_742176.1,61.50,2.76,14.86,oxaA
yidD CDS,PP_0007,30.15,33.88,NP_742177.1,20.50,6.30,33.88,yidD
rnpA CDS,PP_0008,18.76,21.08,NP_742178.1,21.00,3.92,21.08,rnpA
rpmH CDS,PP_0009,34.84,39.15,NP_742179.1,13.00,7.27,39.15,rpmH
dnaA CDS,PP_0010,24.74,27.80,NP_742180.1,104.00,5.17,27.80,dnaA
dnaN CDS,PP_0011,28.84,32.41,NP_742181.1,88.00,6.02,32.41,dnaN
recF CDS,PP_0012,30.15,33.88,NP_742182.1,92.00,6.30,33.88,recF
gyrB CDS,PP_0013,15.84,17.80,NP_742183.1,106.00,3.31,17.80,gyrB
transposase CDS,PP_0014,6.83,7.68,NP_742184.2,37.00,1.43,7.68,
transposon protein CDS,PP_0015,16.58,18.64,NP_742185.1,44.00,3.46,18.64,
hypothetical protein CDS,PP_0016,38.32,43.06,NP_742186.1,203.00,8.00,43.06,
transcriptional regulator CDS,PP_0017,113.58,127.63,NP_742187.1,113.00,23.71,127.63,
hypothetical protein CDS,PP_0018,243.16,273.24,NP_742188.1,566.50,50.77,273.24,
hypothetical protein CDS,PP_0019,1776.33,1996.10,NP_742189.1,3431.50,370.86,1996.10,
hypothetical protein CDS,PP_0020,563.83,633.58,NP_742190.1,1365.00,117.72,633.58,
hypothetical protein CDS,PP_0021,5.87,6.60,NP_742191.1,15.00,1.23,6.60,
hypothetical protein CDS,PP_0022,436.40,490.39,NP_742192.2,199.00,91.11,490.39,
hypothetical protein CDS,PP_0023,373.06,419.22,NP_742193.1,133.00,77.89,419.22,
membrane-associated metal-dependent hydrolase CDS,PP_0024,3.41,3.83,NP_742194.1,16.00,0.71,3.83,
hypothetical protein CDS,PP_0025,4.73,5.32,NP_742195.1,2.00,0.99,5.32,
cobalt/cadmium/zinc exporter CDS,PP_0026,68.89,77.42,NP_742196.1,172.50,14.38,77.42,
membrane protein CDS,PP_0027,23.79,26.74,NP_742197.1,29.00,4.97,26.74,
hypothetical protein CDS,PP_0028,6.09,6.84,NP_742198.1,5.50,1.27,6.84,
