Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,206.19,240.58,NP_742171.1,692.00,59.75,240.58,parB
parA CDS,PP_0002,301.18,351.40,NP_742172.1,917.00,87.28,351.40,parA
rsmG CDS,PP_0003,248.14,289.52,NP_742173.1,621.00,71.91,289.52,rsmG
trmF CDS,PP_0004,216.77,252.92,NP_742174.1,1580.00,62.82,252.92,trmF
trmE CDS,PP_0005,50.66,59.11,NP_742175.1,267.00,14.68,59.11,trmE
oxaA CDS,PP_0006,388.41,453.18,NP_742176.1,2513.00,112.56,453.18,oxaA
yidD CDS,PP_0007,478.49,558.27,NP_742177.1,452.50,138.66,558.27,yidD
rnpA CDS,PP_0008,932.92,1088.48,NP_742178.1,1452.50,270.35,1088.48,rnpA
rpmH CDS,PP_0009,2628.24,3066.49,NP_742179.1,1364.00,761.64,3066.49,rpmH
dnaA CDS,PP_0010,299.98,349.99,NP_742180.1,1754.00,86.93,349.99,dnaA
dnaN CDS,PP_0011,387.36,451.95,NP_742181.1,1644.00,112.25,451.95,dnaN
recF CDS,PP_0012,203.81,237.80,NP_742182.1,865.00,59.06,237.80,recF
gyrB CDS,PP_0013,296.66,346.12,NP_742183.1,2761.00,85.97,346.12,gyrB
transposase CDS,PP_0014,6.57,7.67,NP_742184.2,49.50,1.90,7.67,
transposon protein CDS,PP_0015,17.61,20.55,NP_742185.1,65.00,5.10,20.55,
hypothetical protein CDS,PP_0016,26.39,30.79,NP_742186.1,194.50,7.65,30.79,
transcriptional regulator CDS,PP_0017,182.45,212.87,NP_742187.1,252.50,52.87,212.87,
hypothetical protein CDS,PP_0018,385.72,450.03,NP_742188.1,1250.00,111.78,450.03,
hypothetical protein CDS,PP_0019,473.55,552.51,NP_742189.1,1272.50,137.23,552.51,
hypothetical protein CDS,PP_0020,254.63,297.09,NP_742190.1,857.50,73.79,297.09,
hypothetical protein CDS,PP_0021,51.80,60.44,NP_742191.1,184.00,15.01,60.44,
hypothetical protein CDS,PP_0022,67.79,79.09,NP_742192.2,43.00,19.64,79.09,
hypothetical protein CDS,PP_0023,483.96,564.65,NP_742193.1,240.00,140.25,564.65,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.75,5.54,NP_742194.1,31.00,1.38,5.54,
hypothetical protein CDS,PP_0025,6.80,7.93,NP_742195.1,4.00,1.97,7.93,
cobalt/cadmium/zinc exporter CDS,PP_0026,45.94,53.60,NP_742196.1,160.00,13.31,53.60,
membrane protein CDS,PP_0027,14.45,16.86,NP_742197.1,24.50,4.19,16.86,
hypothetical protein CDS,PP_0028,10.74,12.53,NP_742198.1,13.50,3.11,12.53,
czcR-I CDS,PP_0029,54.92,64.07,NP_742199.1,142.50,15.91,64.07,czcR-I
