Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,215.52,288.26,NP_742171.1,49.50,4.18,288.26,parB
parA CDS,PP_0002,247.16,330.57,NP_742172.1,51.50,4.80,330.57,parA
rsmG CDS,PP_0003,376.60,503.69,NP_742173.1,64.50,7.31,503.69,rsmG
trmF CDS,PP_0004,189.45,253.38,NP_742174.1,94.50,3.68,253.38,trmF
trmE CDS,PP_0005,33.27,44.50,NP_742175.1,12.00,0.65,44.50,trmE
oxaA CDS,PP_0006,313.93,419.87,NP_742176.1,139.00,6.09,419.87,oxaA
yidD CDS,PP_0007,409.46,547.64,NP_742177.1,26.50,7.95,547.64,yidD
rnpA CDS,PP_0008,1065.21,1424.71,NP_742178.1,113.50,20.68,1424.71,rnpA
rpmH CDS,PP_0009,2871.86,3841.08,NP_742179.1,102.00,55.76,3841.08,rpmH
dnaA CDS,PP_0010,321.12,429.50,NP_742180.1,128.50,6.23,429.50,dnaA
dnaN CDS,PP_0011,228.95,306.22,NP_742181.1,66.50,4.45,306.22,dnaN
recF CDS,PP_0012,230.68,308.53,NP_742182.1,67.00,4.48,308.53,recF
gyrB CDS,PP_0013,345.40,461.97,NP_742183.1,220.00,6.71,461.97,gyrB
transposase CDS,PP_0014,11.64,15.57,NP_742184.2,6.00,0.23,15.57,
transposon protein CDS,PP_0015,21.78,29.13,NP_742185.1,5.50,0.42,29.13,
hypothetical protein CDS,PP_0016,31.72,42.43,NP_742186.1,16.00,0.62,42.43,
transcriptional regulator CDS,PP_0017,200.61,268.31,NP_742187.1,19.00,3.89,268.31,
hypothetical protein CDS,PP_0018,556.85,744.78,NP_742188.1,123.50,10.81,744.78,
hypothetical protein CDS,PP_0019,508.43,680.02,NP_742189.1,93.50,9.87,680.02,
hypothetical protein CDS,PP_0020,325.43,435.26,NP_742190.1,75.00,6.32,435.26,
hypothetical protein CDS,PP_0021,78.16,104.54,NP_742191.1,19.00,1.52,104.54,
hypothetical protein CDS,PP_0022,92.15,123.24,NP_742192.2,4.00,1.79,123.24,
hypothetical protein CDS,PP_0023,1826.83,2443.37,NP_742193.1,62.00,35.47,2443.37,
membrane-associated metal-dependent hydrolase CDS,PP_0024,4.48,5.99,NP_742194.1,2.00,0.09,5.99,
hypothetical protein CDS,PP_0025,24.84,33.23,NP_742195.1,1.00,0.48,33.23,
cobalt/cadmium/zinc exporter CDS,PP_0026,29.37,39.28,NP_742196.1,7.00,0.57,39.28,
membrane protein CDS,PP_0027,8.62,11.53,NP_742197.1,1.00,0.17,11.53,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,50.68,67.78,NP_742199.1,9.00,0.98,67.78,czcR-I
czrSA CDS,PP_0030,34.82,46.57,NP_742200.1,13.00,0.68,46.57,czrSA
hypothetical protein CDS,PP_0031,6.46,8.65,NP_742201.1,1.00,0.13,8.65,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,15.67,20.96,NP_742203.1,6.00,0.30,20.96,
bactoprenol glycosyl-transferase CDS,PP_0034,0.00,0.00,NP_742204.1,0.00,0.00,0.00,
bactoprenol-linked glycose transferase CDS,PP_0035,27.15,36.31,NP_742205.1,3.00,0.53,36.31,
transcriptional regulator CDS,PP_0036,3.92,5.25,NP_742206.1,1.00,0.08,5.25,
oprP CDS,PP_0037,0.00,0.00,NP_742207.1,0.00,0.00,0.00,oprP
hypothetical protein CDS,PP_0039,22.23,29.73,NP_742209.1,6.00,0.43,29.73,
hypothetical protein CDS,PP_0040,118.25,158.16,NP_742210.1,7.00,2.30,158.16,
cadA-I CDS,PP_0041,7.61,10.18,NP_742211.1,4.00,0.15,10.18,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,2.40,3.22,NP_742213.1,2.00,0.05,3.22,czcA-I
czcB-I CDS,PP_0044,9.12,12.19,NP_742214.1,3.00,0.18,12.19,czcB-I
czcC-I CDS,PP_0045,0.00,0.00,NP_742215.1,0.00,0.00,0.00,czcC-I
opdT-I CDS,PP_0046,2.83,3.78,NP_742216.1,1.00,0.05,3.78,opdT-I
czcR-II CDS,PP_0047,0.00,0.00,NP_742217.1,0.00,0.00,0.00,czcR-II
hypothetical protein CDS,PP_0048,0.00,0.00,NP_742218.1,0.00,0.00,0.00,
hypothetical protein CDS,PP_0049,58.30,77.97,NP_742219.1,22.50,1.13,77.97,
hypothetical protein CDS,PP_0050,74.53,99.68,NP_742220.1,8.00,1.45,99.68,
sigma-54 dependent transcriptional regulator CDS,PP_0051,23.52,31.45,NP_742221.1,8.00,0.46,31.45,
beta-lactamase domain-containing protein CDS,PP_0052,34.36,45.96,NP_742222.1,8.00,0.67,45.96,
sulfide:quinone oxidoreductase CDS,PP_0053,8.99,12.02,NP_742223.1,3.00,0.17,12.02,
membrane protein CDS,PP_0054,0.00,0.00,NP_742224.1,0.00,0.00,0.00,
transcriptional regulator CDS,PP_0055,12.84,17.17,NP_742225.1,3.00,0.25,17.17,
betA-I CDS,PP_0056,73.58,98.42,NP_742226.1,32.00,1.43,98.42,betA-I
major facilitator family transporter CDS,PP_0057,21.12,28.24,NP_742227.1,9.00,0.41,28.24,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,70.12,93.78,NP_742228.1,14.50,1.36,93.78,
gmhB CDS,PP_0059,107.98,144.43,NP_742229.1,15.00,2.10,144.43,gmhB
glyS CDS,PP_0060,212.71,284.49,NP_742230.1,115.00,4.13,284.49,glyS
glyQ CDS,PP_0061,254.60,340.53,NP_742231.1,63.50,4.94,340.53,glyQ
tag CDS,PP_0062,82.63,110.52,NP_742232.1,12.00,1.60,110.52,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,68.49,91.60,NP_742233.1,16.00,1.33,91.60,
hypothetical protein CDS,PP_0064,66.37,88.76,NP_742234.1,5.50,1.29,88.76,
trkA CDS,PP_0065,87.14,116.55,NP_742235.1,31.50,1.69,116.55,trkA
rsmB CDS,PP_0066,37.69,50.41,NP_742236.1,13.00,0.73,50.41,rsmB
fmt CDS,PP_0067,48.89,65.39,NP_742237.1,12.00,0.95,65.39,fmt
def-I CDS,PP_0068,157.44,210.57,NP_742238.1,21.00,3.06,210.57,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,12.12,16.21,NP_742239.1,3.50,0.24,16.21,
tsaC CDS,PP_0070,37.46,50.11,NP_742240.1,5.50,0.73,50.11,tsaC
hypothetical protein CDS,PP_0071,57.07,76.33,NP_742241.2,5.00,1.11,76.33,
