Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,230.27,282.60,NP_742171.1,581.00,50.23,282.60,parB
parA CDS,PP_0002,409.78,502.91,NP_742172.1,938.00,89.38,502.91,parA
rsmG CDS,PP_0003,248.47,304.94,NP_742173.1,467.50,54.20,304.94,rsmG
trmF CDS,PP_0004,311.05,381.74,NP_742174.1,1704.50,67.85,381.74,trmF
trmE CDS,PP_0005,69.15,84.86,NP_742175.1,274.00,15.08,84.86,trmE
oxaA CDS,PP_0006,477.78,586.35,NP_742176.1,2324.00,104.21,586.35,oxaA
yidD CDS,PP_0007,806.63,989.94,NP_742177.1,573.50,175.94,989.94,yidD
rnpA CDS,PP_0008,1877.37,2304.00,NP_742178.1,2197.50,409.50,2304.00,rnpA
rpmH CDS,PP_0009,2281.03,2799.40,NP_742179.1,890.00,497.55,2799.40,rpmH
dnaA CDS,PP_0010,296.52,363.91,NP_742180.1,1303.50,64.68,363.91,dnaA
dnaN CDS,PP_0011,377.18,462.90,NP_742181.1,1203.50,82.27,462.90,dnaN
recF CDS,PP_0012,268.43,329.43,NP_742182.1,856.50,58.55,329.43,recF
gyrB CDS,PP_0013,278.19,341.40,NP_742183.1,1946.50,60.68,341.40,gyrB
transposase CDS,PP_0014,4.42,5.42,NP_742184.2,25.00,0.96,5.42,
transposon protein CDS,PP_0015,6.67,8.18,NP_742185.1,18.50,1.45,8.18,
hypothetical protein CDS,PP_0016,29.15,35.77,NP_742186.1,161.50,6.36,35.77,
transcriptional regulator CDS,PP_0017,185.97,228.24,NP_742187.1,193.50,40.57,228.24,
hypothetical protein CDS,PP_0018,267.81,328.67,NP_742188.1,652.50,58.42,328.67,
hypothetical protein CDS,PP_0019,292.79,359.32,NP_742189.1,591.50,63.86,359.32,
hypothetical protein CDS,PP_0020,233.04,285.99,NP_742190.1,590.00,50.83,285.99,
hypothetical protein CDS,PP_0021,53.17,65.26,NP_742191.1,142.00,11.60,65.26,
hypothetical protein CDS,PP_0022,50.33,61.76,NP_742192.2,24.00,10.98,61.76,
hypothetical protein CDS,PP_0023,128.74,158.00,NP_742193.1,48.00,28.08,158.00,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.02,1.25,NP_742194.1,5.00,0.22,1.25,
hypothetical protein CDS,PP_0025,2.26,2.78,NP_742195.1,1.00,0.49,2.78,
cobalt/cadmium/zinc exporter CDS,PP_0026,41.44,50.85,NP_742196.1,108.50,9.04,50.85,
membrane protein CDS,PP_0027,20.79,25.52,NP_742197.1,26.50,4.54,25.52,
hypothetical protein CDS,PP_0028,6.35,7.79,NP_742198.1,6.00,1.38,7.79,
czcR-I CDS,PP_0029,40.24,49.38,NP_742199.1,78.50,8.78,49.38,czcR-I
czrSA CDS,PP_0030,32.31,39.65,NP_742200.1,132.50,7.05,39.65,czrSA
hypothetical protein CDS,PP_0031,5.30,6.50,NP_742201.1,9.00,1.16,6.50,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,4.52,5.54,NP_742203.1,19.00,0.99,5.54,
bactoprenol glycosyl-transferase CDS,PP_0034,1.23,1.51,NP_742204.1,3.50,0.27,1.51,
bactoprenol-linked glycose transferase CDS,PP_0035,1.24,1.52,NP_742205.1,1.50,0.27,1.52,
transcriptional regulator CDS,PP_0036,0.71,0.88,NP_742206.1,2.00,0.16,0.88,
oprP CDS,PP_0037,9.92,12.18,NP_742207.1,37.00,2.16,12.18,oprP
hypothetical protein CDS,PP_0039,28.66,35.18,NP_742209.1,85.00,6.25,35.18,
hypothetical protein CDS,PP_0040,84.58,103.80,NP_742210.1,55.00,18.45,103.80,
cadA-I CDS,PP_0041,8.66,10.63,NP_742211.1,50.00,1.89,10.63,cadA-I
hypothetical protein CDS,PP_0042,8.54,10.48,NP_742212.2,8.00,1.86,10.48,
czcA-I CDS,PP_0043,6.40,7.86,NP_742213.1,58.50,1.40,7.86,czcA-I
czcB-I CDS,PP_0044,10.92,13.41,NP_742214.1,39.50,2.38,13.41,czcB-I
czcC-I CDS,PP_0045,6.26,7.68,NP_742215.1,23.00,1.36,7.68,czcC-I
opdT-I CDS,PP_0046,2.83,3.48,NP_742216.1,11.00,0.62,3.48,opdT-I
czcR-II CDS,PP_0047,3.08,3.77,NP_742217.1,6.00,0.67,3.77,czcR-II
hypothetical protein CDS,PP_0048,3.20,3.93,NP_742218.1,3.00,0.70,3.93,
hypothetical protein CDS,PP_0049,40.68,49.93,NP_742219.1,172.50,8.87,49.93,
hypothetical protein CDS,PP_0050,22.90,28.10,NP_742220.1,27.00,4.99,28.10,
