Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,199.65,273.06,NP_742171.1,69.00,5.88,273.06,parB
parA CDS,PP_0002,322.13,440.57,NP_742172.1,101.00,9.49,440.57,parA
rsmG CDS,PP_0003,333.70,456.39,NP_742173.1,86.00,9.83,456.39,rsmG
trmF CDS,PP_0004,170.53,233.23,NP_742174.1,128.00,5.02,233.23,trmF
trmE CDS,PP_0005,23.95,32.76,NP_742175.1,13.00,0.71,32.76,trmE
oxaA CDS,PP_0006,362.47,495.74,NP_742176.1,241.50,10.68,495.74,oxaA
yidD CDS,PP_0007,456.95,624.95,NP_742177.1,44.50,13.46,624.95,yidD
rnpA CDS,PP_0008,1231.83,1684.73,NP_742178.1,197.50,36.30,1684.73,rnpA
rpmH CDS,PP_0009,2703.80,3697.88,NP_742179.1,144.50,79.67,3697.88,rpmH
dnaA CDS,PP_0010,337.14,461.09,NP_742180.1,203.00,9.93,461.09,dnaA
dnaN CDS,PP_0011,263.13,359.87,NP_742181.1,115.00,7.75,359.87,dnaN
recF CDS,PP_0012,272.28,372.39,NP_742182.1,119.00,8.02,372.39,recF
gyrB CDS,PP_0013,315.10,430.95,NP_742183.1,302.00,9.28,430.95,gyrB
transposase CDS,PP_0014,16.76,22.93,NP_742184.2,13.00,0.49,22.93,
transposon protein CDS,PP_0015,15.79,21.59,NP_742185.1,6.00,0.47,21.59,
hypothetical protein CDS,PP_0016,28.99,39.65,NP_742186.1,22.00,0.85,39.65,
transcriptional regulator CDS,PP_0017,175.42,239.91,NP_742187.1,25.00,5.17,239.91,
hypothetical protein CDS,PP_0018,361.08,493.83,NP_742188.1,120.50,10.64,493.83,
hypothetical protein CDS,PP_0019,489.67,669.70,NP_742189.1,135.50,14.43,669.70,
hypothetical protein CDS,PP_0020,360.45,492.97,NP_742190.1,125.00,10.62,492.97,
hypothetical protein CDS,PP_0021,79.28,108.43,NP_742191.1,29.00,2.34,108.43,
hypothetical protein CDS,PP_0022,45.93,62.81,NP_742192.2,3.00,1.35,62.81,
hypothetical protein CDS,PP_0023,1644.86,2249.62,NP_742193.1,84.00,48.47,2249.62,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.98,4.07,NP_742194.1,2.00,0.09,4.07,
hypothetical protein CDS,PP_0025,16.51,22.58,NP_742195.1,1.00,0.49,22.58,
cobalt/cadmium/zinc exporter CDS,PP_0026,19.52,26.69,NP_742196.1,7.00,0.58,26.69,
membrane protein CDS,PP_0027,17.18,23.50,NP_742197.1,3.00,0.51,23.50,
hypothetical protein CDS,PP_0028,7.72,10.57,NP_742198.1,1.00,0.23,10.57,
czcR-I CDS,PP_0029,31.81,43.50,NP_742199.1,8.50,0.94,43.50,czcR-I
czrSA CDS,PP_0030,15.13,20.69,NP_742200.1,8.50,0.45,20.69,czrSA
hypothetical protein CDS,PP_0031,4.30,5.88,NP_742201.1,1.00,0.13,5.88,
hypothetical protein CDS,PP_0032,11.38,15.56,NP_742202.1,1.00,0.34,15.56,
