Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,308.52,405.18,NP_742171.1,69.50,5.97,405.18,parB
parA CDS,PP_0002,342.52,449.83,NP_742172.1,70.00,6.63,449.83,parA
rsmG CDS,PP_0003,517.91,680.16,NP_742173.1,87.00,10.03,680.16,rsmG
trmF CDS,PP_0004,205.42,269.78,NP_742174.1,100.50,3.98,269.78,trmF
trmE CDS,PP_0005,25.44,33.41,NP_742175.1,9.00,0.49,33.41,trmE
oxaA CDS,PP_0006,315.47,414.30,NP_742176.1,137.00,6.11,414.30,oxaA
yidD CDS,PP_0007,582.89,765.49,NP_742177.1,37.00,11.28,765.49,yidD
rnpA CDS,PP_0008,1129.13,1482.87,NP_742178.1,118.00,21.86,1482.87,rnpA
rpmH CDS,PP_0009,2612.32,3430.70,NP_742179.1,91.00,50.57,3430.70,rpmH
dnaA CDS,PP_0010,340.15,446.71,NP_742180.1,133.50,6.58,446.71,dnaA
dnaN CDS,PP_0011,284.34,373.41,NP_742181.1,81.00,5.50,373.41,dnaN
recF CDS,PP_0012,321.20,421.82,NP_742182.1,91.50,6.22,421.82,recF
gyrB CDS,PP_0013,355.37,466.70,NP_742183.1,222.00,6.88,466.70,gyrB
transposase CDS,PP_0014,0.99,1.30,NP_742184.2,0.50,0.02,1.30,
transposon protein CDS,PP_0015,18.17,23.86,NP_742185.1,4.50,0.35,23.86,
hypothetical protein CDS,PP_0016,37.40,49.12,NP_742186.1,18.50,0.72,49.12,
transcriptional regulator CDS,PP_0017,231.45,303.96,NP_742187.1,21.50,4.48,303.96,
hypothetical protein CDS,PP_0018,176.99,232.44,NP_742188.1,38.50,3.43,232.44,
hypothetical protein CDS,PP_0019,252.26,331.29,NP_742189.1,45.50,4.88,331.29,
hypothetical protein CDS,PP_0020,181.38,238.21,NP_742190.1,41.00,3.51,238.21,
hypothetical protein CDS,PP_0021,58.72,77.11,NP_742191.1,14.00,1.14,77.11,
hypothetical protein CDS,PP_0022,23.49,30.85,NP_742192.2,1.00,0.45,30.85,
hypothetical protein CDS,PP_0023,390.55,512.90,NP_742193.1,13.00,7.56,512.90,
membrane-associated metal-dependent hydrolase CDS,PP_0024,2.28,3.00,NP_742194.1,1.00,0.04,3.00,
hypothetical protein CDS,PP_0025,75.99,99.79,NP_742195.1,3.00,1.47,99.79,
cobalt/cadmium/zinc exporter CDS,PP_0026,47.05,61.79,NP_742196.1,11.00,0.91,61.79,
membrane protein CDS,PP_0027,17.58,23.08,NP_742197.1,2.00,0.34,23.08,
hypothetical protein CDS,PP_0028,0.00,0.00,NP_742198.1,0.00,0.00,0.00,
czcR-I CDS,PP_0029,45.93,60.32,NP_742199.1,8.00,0.89,60.32,czcR-I
czrSA CDS,PP_0030,30.04,39.45,NP_742200.1,11.00,0.58,39.45,czrSA
hypothetical protein CDS,PP_0031,13.18,17.31,NP_742201.1,2.00,0.26,17.31,
hypothetical protein CDS,PP_0032,0.00,0.00,NP_742202.1,0.00,0.00,0.00,
undecaprenyl-glycosyl transferase CDS,PP_0033,7.99,10.49,NP_742203.1,3.00,0.15,10.49,
bactoprenol glycosyl-transferase CDS,PP_0034,1.97,2.59,NP_742204.1,0.50,0.04,2.59,
bactoprenol-linked glycose transferase CDS,PP_0035,4.61,6.06,NP_742205.1,0.50,0.09,6.06,
transcriptional regulator CDS,PP_0036,0.00,0.00,NP_742206.1,0.00,0.00,0.00,
oprP CDS,PP_0037,6.01,7.89,NP_742207.1,2.00,0.12,7.89,oprP
hypothetical protein CDS,PP_0039,3.78,4.96,NP_742209.1,1.00,0.07,4.96,
hypothetical protein CDS,PP_0040,103.34,135.72,NP_742210.1,6.00,2.00,135.72,
cadA-I CDS,PP_0041,7.76,10.19,NP_742211.1,4.00,0.15,10.19,cadA-I
hypothetical protein CDS,PP_0042,0.00,0.00,NP_742212.2,0.00,0.00,0.00,
czcA-I CDS,PP_0043,4.90,6.44,NP_742213.1,4.00,0.09,6.44,czcA-I
czcB-I CDS,PP_0044,9.29,12.21,NP_742214.1,3.00,0.18,12.21,czcB-I
czcC-I CDS,PP_0045,3.05,4.00,NP_742215.1,1.00,0.06,4.00,czcC-I
opdT-I CDS,PP_0046,11.53,15.15,NP_742216.1,4.00,0.22,15.15,opdT-I
czcR-II CDS,PP_0047,5.74,7.54,NP_742217.1,1.00,0.11,7.54,czcR-II
hypothetical protein CDS,PP_0048,11.96,15.71,NP_742218.1,1.00,0.23,15.71,
hypothetical protein CDS,PP_0049,40.95,53.77,NP_742219.1,15.50,0.79,53.77,
hypothetical protein CDS,PP_0050,28.50,37.42,NP_742220.1,3.00,0.55,37.42,
sigma-54 dependent transcriptional regulator CDS,PP_0051,29.97,39.36,NP_742221.1,10.00,0.58,39.36,
beta-lactamase domain-containing protein CDS,PP_0052,96.34,126.52,NP_742222.1,22.00,1.86,126.52,
sulfide:quinone oxidoreductase CDS,PP_0053,53.44,70.19,NP_742223.1,17.50,1.03,70.19,
membrane protein CDS,PP_0054,24.84,32.62,NP_742224.1,5.50,0.48,32.62,
transcriptional regulator CDS,PP_0055,56.73,74.51,NP_742225.1,13.00,1.10,74.51,
betA-I CDS,PP_0056,32.82,43.11,NP_742226.1,14.00,0.64,43.11,betA-I
