Name,locus_tag,TPM,FPKM,protein_id,Raw Fragment Count,Raw Transcript Count,RPKM,gene
parB CDS,PP_0001,242.91,300.66,NP_742171.1,685.50,59.28,300.66,parB
parA CDS,PP_0002,431.22,533.74,NP_742172.1,1104.00,105.24,533.74,parA
rsmG CDS,PP_0003,335.25,414.95,NP_742173.1,705.50,81.82,414.95,rsmG
trmF CDS,PP_0004,353.24,437.22,NP_742174.1,2165.00,86.21,437.22,trmF
trmE CDS,PP_0005,60.70,75.13,NP_742175.1,269.00,14.81,75.13,trmE
oxaA CDS,PP_0006,516.78,639.64,NP_742176.1,2811.50,126.13,639.64,oxaA
yidD CDS,PP_0007,736.91,912.11,NP_742177.1,586.00,179.85,912.11,yidD
rnpA CDS,PP_0008,1660.57,2055.36,NP_742178.1,2174.00,405.28,2055.36,rnpA
rpmH CDS,PP_0009,2026.83,2508.69,NP_742179.1,884.50,494.67,2508.69,rpmH
dnaA CDS,PP_0010,337.52,417.76,NP_742180.1,1659.50,82.38,417.76,dnaA
dnaN CDS,PP_0011,420.03,519.90,NP_742181.1,1499.00,102.51,519.90,dnaN
recF CDS,PP_0012,260.03,321.86,NP_742182.1,928.00,63.46,321.86,recF
gyrB CDS,PP_0013,407.68,504.60,NP_742183.1,3190.50,99.50,504.60,gyrB
transposase CDS,PP_0014,3.71,4.59,NP_742184.2,23.50,0.91,4.59,
transposon protein CDS,PP_0015,10.31,12.76,NP_742185.1,32.00,2.52,12.76,
hypothetical protein CDS,PP_0016,27.03,33.46,NP_742186.1,167.50,6.60,33.46,
transcriptional regulator CDS,PP_0017,174.01,215.38,NP_742187.1,202.50,42.47,215.38,
hypothetical protein CDS,PP_0018,190.64,235.96,NP_742188.1,519.50,46.53,235.96,
hypothetical protein CDS,PP_0019,268.86,332.78,NP_742189.1,607.50,65.62,332.78,
hypothetical protein CDS,PP_0020,186.81,231.23,NP_742190.1,529.00,45.59,231.23,
hypothetical protein CDS,PP_0021,42.18,52.21,NP_742191.1,126.00,10.30,52.21,
hypothetical protein CDS,PP_0022,26.25,32.49,NP_742192.2,14.00,6.41,32.49,
hypothetical protein CDS,PP_0023,151.08,187.00,NP_742193.1,63.00,36.87,187.00,
membrane-associated metal-dependent hydrolase CDS,PP_0024,1.82,2.25,NP_742194.1,10.00,0.44,2.25,
hypothetical protein CDS,PP_0025,6.07,7.51,NP_742195.1,3.00,1.48,7.51,
cobalt/cadmium/zinc exporter CDS,PP_0026,26.97,33.39,NP_742196.1,79.00,6.58,33.39,
membrane protein CDS,PP_0027,16.13,19.97,NP_742197.1,23.00,3.94,19.97,
hypothetical protein CDS,PP_0028,5.68,7.03,NP_742198.1,6.00,1.39,7.03,
czcR-I CDS,PP_0029,35.06,43.40,NP_742199.1,76.50,8.56,43.40,czcR-I
czrSA CDS,PP_0030,28.23,34.94,NP_742200.1,129.50,6.89,34.94,czrSA
hypothetical protein CDS,PP_0031,3.68,4.56,NP_742201.1,7.00,0.90,4.56,
hypothetical protein CDS,PP_0032,1.39,1.72,NP_742202.1,1.00,0.34,1.72,
undecaprenyl-glycosyl transferase CDS,PP_0033,5.21,6.45,NP_742203.1,24.50,1.27,6.45,
bactoprenol glycosyl-transferase CDS,PP_0034,2.83,3.50,NP_742204.1,9.00,0.69,3.50,
bactoprenol-linked glycose transferase CDS,PP_0035,2.58,3.19,NP_742205.1,3.50,0.63,3.19,
transcriptional regulator CDS,PP_0036,1.28,1.58,NP_742206.1,4.00,0.31,1.58,
oprP CDS,PP_0037,5.28,6.53,NP_742207.1,22.00,1.29,6.53,oprP
hypothetical protein CDS,PP_0039,25.93,32.09,NP_742209.1,86.00,6.33,32.09,
hypothetical protein CDS,PP_0040,90.74,112.32,NP_742210.1,66.00,22.15,112.32,
cadA-I CDS,PP_0041,7.43,9.20,NP_742211.1,48.00,1.81,9.20,cadA-I
hypothetical protein CDS,PP_0042,2.86,3.55,NP_742212.2,3.00,0.70,3.55,
czcA-I CDS,PP_0043,6.26,7.75,NP_742213.1,64.00,1.53,7.75,czcA-I
czcB-I CDS,PP_0044,8.65,10.71,NP_742214.1,35.00,2.11,10.71,czcB-I
czcC-I CDS,PP_0045,6.08,7.53,NP_742215.1,25.00,1.48,7.53,czcC-I
opdT-I CDS,PP_0046,5.06,6.27,NP_742216.1,22.00,1.24,6.27,opdT-I
czcR-II CDS,PP_0047,2.75,3.40,NP_742217.1,6.00,0.67,3.40,czcR-II
hypothetical protein CDS,PP_0048,1.91,2.36,NP_742218.1,2.00,0.47,2.36,
hypothetical protein CDS,PP_0049,28.15,34.84,NP_742219.1,133.50,6.87,34.84,
hypothetical protein CDS,PP_0050,17.44,21.58,NP_742220.1,23.00,4.26,21.58,
sigma-54 dependent transcriptional regulator CDS,PP_0051,44.50,55.08,NP_742221.1,186.00,10.86,55.08,
beta-lactamase domain-containing protein CDS,PP_0052,50.16,62.09,NP_742222.1,143.50,12.24,62.09,
sulfide:quinone oxidoreductase CDS,PP_0053,32.42,40.13,NP_742223.1,133.00,7.91,40.13,
membrane protein CDS,PP_0054,36.96,45.74,NP_742224.1,102.50,9.02,45.74,
transcriptional regulator CDS,PP_0055,56.09,69.42,NP_742225.1,161.00,13.69,69.42,
betA-I CDS,PP_0056,40.98,50.73,NP_742226.1,219.00,10.00,50.73,betA-I
major facilitator family transporter CDS,PP_0057,12.22,15.13,NP_742227.1,64.00,2.98,15.13,
1-acyl-sn-glycerol-3-phosphate acyltransferase CDS,PP_0058,68.09,84.28,NP_742228.1,173.00,16.62,84.28,
gmhB CDS,PP_0059,126.26,156.28,NP_742229.1,215.50,30.82,156.28,gmhB
glyS CDS,PP_0060,229.42,283.96,NP_742230.1,1524.00,55.99,283.96,glyS
glyQ CDS,PP_0061,327.79,405.72,NP_742231.1,1004.50,80.00,405.72,glyQ
tag CDS,PP_0062,124.69,154.34,NP_742232.1,222.50,30.43,154.34,tag
lipid A biosynthesis lauroyl acyltransferase CDS,PP_0063,125.59,155.44,NP_742233.1,360.50,30.65,155.44,
hypothetical protein CDS,PP_0064,94.28,116.69,NP_742234.1,96.00,23.01,116.69,
trkA CDS,PP_0065,73.85,91.41,NP_742235.1,328.00,18.02,91.41,trkA
rsmB CDS,PP_0066,57.81,71.56,NP_742236.1,245.00,14.11,71.56,rsmB
fmt CDS,PP_0067,93.00,115.12,NP_742237.1,280.50,22.70,115.12,fmt
def-I CDS,PP_0068,240.71,297.94,NP_742238.1,394.50,58.75,297.94,def-I
rossmann fold nucleotide-binding protein CDS,PP_0069,10.14,12.55,NP_742239.1,36.00,2.48,12.55,
tsaC CDS,PP_0070,82.05,101.56,NP_742240.1,148.00,20.03,101.56,tsaC
hypothetical protein CDS,PP_0071,76.18,94.29,NP_742241.2,82.00,18.59,94.29,
qor-I CDS,PP_0072,318.84,394.64,NP_742242.1,1008.00,77.82,394.64,qor-I
hemF CDS,PP_0073,100.06,123.85,NP_742243.1,295.00,24.42,123.85,hemF
aroE CDS,PP_0074,83.24,103.03,NP_742244.1,222.00,20.32,103.03,aroE
choline sulfate transporter CDS,PP_0075,18.17,22.49,NP_742245.1,92.00,4.44,22.49,
choline betaine-binding protein CDS,PP_0076,39.34,48.69,NP_742246.2,117.50,9.60,48.69,
betC CDS,PP_0077,7.23,8.95,NP_742247.1,35.50,1.77,8.95,betC
